id,submission_id,reference_answer,answer,model,bertscore_precision,bertscore_recall,bertscore_f1
GRESt-AT-002,GRESt-AT-002,"Ja. Gemäß § 1 Abs. 3 Z 1 GrEStG unterliegt eine Änderung des Gesellschafterbestandes der Steuer, wenn innerhalb von sieben Jahren mindestens 75% der Anteile unmittelbar auf neue Gesellschafter übergehen. Da hier 75% der Anteile innerhalb von fünf Jahren auf neue Personen übertragen wurden, ist der Tatbestand erfüllt.","Ja. Erwägungen Aus den Erwägungen: 1. a) Die Steuerverordnung des Kantons Oesterreich vom 30. Juni 1974 (StV; SR 642.11), welche die Steuerpflicht der Steuerpflichtigen nach Massgabe ihrer Steuerschulden regelt, enthält keine Regelung über die Steuerpflicht der Steuerpflichtigen, die sich in einem anderen Kanton befinden als diejenigen, die sie im Kanton Oesterreich steuerpflichtig sind. Es handelt sich um eine Verordnungsbestimmung, die nicht mit dem Bundesgesetz über das Eidgenössische Steueramt vom 28",Model 1 Inference,0.6391637,0.6600838,0.64945525
GRESt-AT-003,GRESt-AT-003,Die Beteiligung ist am bereinigten Kapital zu messen. Gemäß § 1 Abs. 3 Z 6 GrEStG sind eigene Anteile der Gesellschaft bei der Ermittlung der Beteiligungsschwelle außer Acht zu lassen. Die 60% des Investors beziehen sich somit auf die verbleibenden 75% der Anteile (60/75 = 80%). Damit ist die 75%-Hürde überschritten und der Vorgang steuerpflichtig.,inigten Kapital relevant? Antwort: Für die Ermittlung der 75%-Schwelle gilt das Gesamtkapital (vgl. Art. 14 Abs. 3 lit. a und b des Bundesgesetzes über die Steuern der Kantone vom 29. Juni 1980 [StG; SR 642.1]).,Model 1 Inference,0.72418404,0.7032002,0.7135379
GRESt-AT-004,GRESt-AT-004,"Die Maschinen unterliegen nicht der Grunderwerbsteuer. Gemäß § 2 Abs. 1 Z 1 GrEStG werden Maschinen und sonstige Vorrichtungen, die zu einer Betriebsanlage gehören, nicht zum Grundstück gerechnet, selbst wenn sie nach bürgerlichem Recht als Zugehör gelten würden.",inklusive der fest im Boden verankerten Produktionsmaschinen. Wie wird die Grunderwerbsteuer in Bezug auf die Maschinen berechnet? Antwort: Die Grunderwerbsteuer beträgt 10% des Gewinns aus dem Käufer- oder Verkäufervertrag (Art. 2 Abs. 3 lit. a GStB).,Model 1 Inference,0.7094968,0.69891924,0.7041683
GRESt-AT-005,GRESt-AT-005,"Ja, gemäß § 3 Abs. 1 Z 7 GrEStG ist der Erwerb unter Lebenden durch Ehegatten zur gleichteiligen Anschaffung einer Wohnstätte steuerfrei, sofern die Wohnnutzfläche 150 m² nicht übersteigt und das dringende Wohnbedürfnis dort befriedigt wird. Die Befreiung bleibt nur aufrechterhalten, wenn die Wohnstätte innerhalb von drei Monaten nach Fertigstellung bezogen und fünf Jahre lang ohne Änderung der Eigentumsverhältnisse benützt wird.","dieser Erwerb von der Grunderwerbsteuer befreit? Antwort: Ja. Erwägungen Aus den Erwägungen: 2. a) Nach Art. 3 Abs. 1 lit. b des Bundesgesetzes über die Besteuerung der Einkünfte aus Arbeit (Einkommensbesteuerungs- oder Arbeitsvertragssteuergesetz, AWG; SR 642.21) sind die Einnahmen aus dem Arbeitgebervertrag für die Besteuerung massgebend, wenn sie nicht in einem anderen Vertrag mit dem Arbeitnehmer verrechnet werden können. Der Arbeitgeber hat daher bei der Bestimmung seiner Einnahmen nach Art. 5 Abs. 1 lit. c AWG Anspruch auf eine gesicherte Ermitt",Model 1 Inference,0.6259073,0.6470668,0.63631123
GRESt-AT-006,GRESt-AT-006,"Nein. Gemäß § 3 Abs. 1 Z 7a GrEStG ist der Erwerb einer Wohnstätte durch Erbanfall durch den überlebenden Partner steuerfrei, wenn die Wohnnutzfläche nicht mehr als 150 m² beträgt und die Wohnung dem Erwerber zum Zeitpunkt des Todes bereits als Hauptwohnsitz gedient hat.","Erwerb von Todes wegen Grunderwerbsteuer an? Antwort: Die Grunderwerbssteuer wird nach Art. 3 Abs. 4 des Bundesgesetzes über die Verrechnungssteuern vom 17. Dezember 1985 (VStG) ausgerichtet gegen den Erwerb von Todes wegen. Sie kann daher nicht geltend gemacht werden, dass der Erwerb von Todes wegen eine Steuerpflichtige im Sinne dieser Bestimmung darstellt. Die Grunderwerbssteuer ist somit nur dann auszurichten, wenn der Erwerb von Todes wegen eine Steuerpflichtige darstellt. Dies gilt auch für das vorliegende Fall, wo der Erwerb von Todes wegen eine Steuerpflichtige",Model 1 Inference,0.66441905,0.6868299,0.67543864
GRESt-AT-007,GRESt-AT-007,"Nein. Gemäß § 3 Abs. 2 GrEStG wird die Steuer bei einer Flächenteilung unter Miteigentümern nicht erhoben, soweit der Wert des erhaltenen Teilgrundstücks dem bisherigen Bruchteil am gesamten Grundstück entspricht.","entspricht. Fällt hierfür Steuer an? Antwort: Die Steuern werden nicht für den gesamten Teilstück, sondern nur für denjenigen Teilspreis entrichtet, der dem Gesamtwert entspricht. 2.1.1 Das Bundesgericht hat in BGE 98 Ia 346 E. 2b S. 350 festgehalten, dass die Steuerbehörden im Rahmen ihrer Aufgaben nach Art. 7 Abs. 1 lit. a WStB die Anwendung von Art. 7 Abs. 1 lit. b WStB durch die Gemeinschuldnerin oder die Gemeinschaft verlangen können. Diese Bestimmung enthält keine Vorschrift über die Verantwortlichkeit der Gemeinschuldnerin",Model 1 Inference,0.6616676,0.70542514,0.68284607
GRESt-AT-008,GRESt-AT-008,"Bei der unentgeltlichen Übertragung eines Betriebs bleibt ein Freibetrag von 365.000 € steuerfrei (§ 3 Abs. 1 Z 2 EStG). Voraussetzung ist, dass die Tochter den Betrieb mindestens fünf Jahre fortführt; andernfalls kommt es zur Nacherhebung.","ung muss die Tochter erfüllen? Antwort: Die Liegenschaft wird steuerfrei, wenn sie nicht mehr als 5% des Betrages der Liegenschaftsanteile verwendet werden darf (Art. 3 Abs. 4 lit. a des Bundesgesetzes vom 19. Dezember 1987 über den Steuern der öffentlich-rechtlichen Hand [StG; SR 642.14]). Eine solche Anpassung kann nur erfolgen, wenn die Liegenschaft in einem anderen Betreibungsstaat veräussert worden ist oder wenn die Liegenschaft sich in einer anderen Betreibungsortgemeinschaft befindet. Die Tochter hat die Liegenschaft mit dem Verkauf an ihren Vater zurückerstattet. Sie hat daher",Model 1 Inference,0.68413204,0.7326794,0.707574
GRESt-AT-009,GRESt-AT-009,"Grundsätzlich ist die Gegenleistung die Bemessungsgrundlage (§ 4 Abs. 1 GrEStG), jedoch mindestens der Grundstückswert. Der Grundstückswert tritt an die Stelle der Gegenleistung insbesondere bei unentgeltlichen Erwerbsvorgängen sowie in den in § 4 Abs. 2 und 3 GrEStG genannten Fällen","der Gegenleistung (Kaufpreis) als Bemessungsgrundlage? Antwort: Die Grundstückswerte sind nach dem Vertrag mit den Käufern oder Nachbarn festgelegt worden. Sie werden nicht durch die Kaufscheinung ermittelt. Der Wert wird in der Regel von der Gesamtheit des Kaufverhältnisses abgegeben. Das gilt auch für die Auszahlung einer Gegenleistung. Bei der Abtretung eines Grundstücks kann das Vorgehen der Parteien nicht entscheidend sein. Es handelt sich um eine Rechtsfolge, die im Rahmen der gesetzlichen Ordnung liegt. Die Grundstückswerte sind daher nicht vom Käufer oder Nachbar zu übernehmen, sondern vom Vertragspartner. Dieser hat sie dann aber zu überprüfen,",Model 1 Inference,0.6642445,0.6860577,0.67497486
GRESt-AT-010,GRESt-AT-010,"In diesem Fall umfasst die Gegenleistung gemäß § 5 Abs. 1 Z 1 GrEStG nicht nur den Grundpreis, sondern auch die Baukosten des Hauses. Da der Käufer an ein fertiges Projekt gebunden ist, gilt das Gebäude als miterworben.","Die Steuern für den Bau der Bautätigkeit sind nicht ausgerichtet auf das Eigentum des Käufers, sondern auf das Eigentum des Verkäufers. Der Käufer hat daher nur eine Steueranspruchsberechtigung, wenn er die Bautätigkeit selbständig oder mit Hilfe eines anderen Vermögenswertes durchführt. Das gilt auch dann, wenn der Käufer die Bautätigkeit in einem Zusammenhang mit einer andere Erwerbsausübung macht. Die Steuer für den Bau der Bautätigkeit ist somit nach der Rechtsprechung des Bundesgerichts grundsätzlich auf das Eigentum des Verkäufers an der Bautätigkeit abzustellen",Model 1 Inference,0.6494151,0.6687832,0.6589569
GRESt-AT-011,GRESt-AT-011,Ja. Gemäß § 5 Abs. 2 Z 2 GrEStG gehören zur Gegenleistung auch die vom Käufer übernommenen Verpflichtungen des Verkäufers. Die übernommene Schuld wird zum Kaufpreis addiert.,"ört diese Hypothek zur Bemessungsgrundlage der Steuer? Antwort: Ja. Die Steuerveranlagung für den Jahresverdienst wird nach dem Bundesgesetz vom 20. Dezember 1974 über die Besteuerung der Erwerbstätigkeit (BüG) ausgerichtet. Nach Art. 3 Abs. 1 lit. a BüG werden die Steuern für die Erwerbstätigkeit nur erhoben, wenn der Vermögenswert der Person oder der Gesellschaft als Steuersubjekt im Sinne dieser Bestimmung betrachtet wird. Die Steuerbehörde kann die Steuererhebung auch dann vornehmen, wenn der Vermögenswert der Person oder der Gesellschaft nicht als Steuersubjekt im Sinne dieser Bestimmung betr",Model 1 Inference,0.63446873,0.71412134,0.6719427
GRESt-AT-012,GRESt-AT-012,"Gemäß § 7 Abs. 1 Z 1 GrEStG gilt für unentgeltliche Erwerbe im Familienverband ein Stufentarif: Für die ersten 250.000 Euro beträgt der Steuersatz 0,5 %, für die nächsten 150.000 Euro (bis 400.000 Euro) 2,0 % und darüber hinaus 3,5 %. Die Steuer berechnet sich somit aus: (250.000 * 0,5%) + (150.000 * 2,0%) + (50.000 * 3,5%) = 6000 Euro.","atz für diesen Erwerb im Familienverband? Antwort: Der Steuersatz für den Erwerb eines Grundstücks mit einem Grundstückswert von 450.000 Euro beträgt 12 %. Die Steuerveranlagung des Bundes ist in der Schweiz nicht anwendbar (Art. 3 Abs. 1 lit. a Einführungsgesetz). Die Steuerpflichtige kann sich daher auf das Eidgenössische Finanzdepartement berufen (Art. 6 Abs. 1 Einführungsgesetz). Der Steuerpflichtige hat nach Art. 7 Abs. 1 Einführungsgesetz Anspruch auf eine Anpassung der Steuerhohe, wenn seine Steuerforderung durch die Veränderungen",Model 1 Inference,0.66213113,0.6671319,0.6646221
GRESt-AT-013,GRESt-AT-013,"Bei land- und forstwirtschaftlichen Grundstücken beträgt der Steuersatz gemäß § 7 Abs. 1 Z 3 GrEStG immer 3,5 % vom Wert der Gegenleistung, sofern keine Befreiung (z. B. Betriebsübergabe im Familienkreis) vorliegt.",einen Fremden (nicht Familienkreis) verkauft. Welcher Steuersatz kommt zur Anwendung? Antwort: Die Steuern für den Landwirtschaftsbetrieb sind in der Regel gleich. Der Steuerbetrag kann aber auch von einem fremden Personenkreis abhängig gemacht werden. Die Steuerpflichtige hat sich im vorliegenden Fall nicht auf das Recht des Fremdenpolizeibürgers berufen können. Sie hat vielmehr nur auf Grund ihres Wohnsitzes in der Schweiz verfügt.,Model 1 Inference,0.67161393,0.6473381,0.6592526
GRESt-AT-014,GRESt-AT-014,"Die Steuerschuld entsteht gemäß § 8 Abs. 1 GrEStG in dem Zeitpunkt, in dem der steuerpflichtige Rechtsvorgang verwirklicht wird. Bei einem Kaufvertrag ist dies bereits der Zeitpunkt des Vertragsabschlusses (Unterschrift), nicht erst die spätere Eintragung im Grundbuch.","raten. Benutzerfrage: Wann genau entsteht die Steuerschuld bei einem gewöhnlichen Kaufvertrag über eine Immobilie? Antwort: Die Steuerentstehung beginnt mit dem Zeitpunkt, in welchem der Verkäufer den Kaufpreis bezahlt hat (Art. 1 Abs. 2 des Bundesgesetzes vom 30. Juni 1974 über die Steuern der Kantone und Gemeinden [StG; SR 642.14]). Der Kaufpreis wird nach Art. 5 StG von der Steuerpflichtigen ausgerichtet. Das gilt auch für die Steuererklärungen, welche die Steuerpflichtige im Rahmen ihrer Ermittlungsbefugnis vorbereitet oder veranlasst (Art. 8 StG).",Model 1 Inference,0.71525806,0.765983,0.73975205
GRESt-AT-015,GRESt-AT-015,"Gemäß § 13 Abs. 1 GrEStG sind die am Erwerbsvorgang beteiligten Personen (Käufer und Verkäufer) Steuerschuldner. Sie haften als Gesamtschuldner. Das bedeutet, das Finanzamt kann sich die Steuer von jedem der beiden Vertragspartner in voller Höhe holen, auch wenn im Vertrag vereinbart wurde, dass der Käufer die Steuer trägt.","nderwerbsteuer verantwortlich? Antwort: Die Vertragsparteien sind für die Zahlung der Grunderwerbsteuer verantwortlich. 2.1.1 Das Bundesgericht hat in BGE 98 Ia 305 E. 4c S. 316 festgehalten, dass das kantonale Recht die Aufgabe einer steuerlichen Stellung des Verkaufers nicht ausdrücklich bestimme. Es habe daher den Entscheid über die Steuerpflicht des Verkäufers als zulässig erachtet, wenn es sich um eine Eigentumswohnung handle (E. 4d). Diese Auffassung wurde auch im Urteil vom 27. Juni 1988 i",Model 1 Inference,0.66613555,0.6936788,0.6796282
GRESt-AT-016,GRESt-AT-016,"Ja. Gemäß § 17 Abs. 1 Z 1 GrEStG wird die Steuer auf Antrag nicht festgesetzt oder die Festsetzung aufgehoben, wenn der Erwerbsvorgang innerhalb von drei Jahren seit der Entstehung der Steuerschuld durch Vereinbarung oder durch Ausübung eines vorbehaltenen Rücktrittsrechtes rückgängig gemacht wird.","nderwerbsteuer zurückgefordert werden? Antwort: Die Rückforderung der Grunderwerbstätigkeit kann nur dann erfolgen, wenn das Vertragsverhältnis nicht mehr in Kraft getreten ist (Art. 102 OR). Das gilt auch für den Fall, dass sich die Parteien über die Rechtsnatur des Kaufs verständigt haben (BGE 97 II 345 E. 6 S. 358; BGE 98 Ia 123 E. 2 S. 126 f.; BGE 100 Ib 123 E. 2 S. 125). Die Rückforderung der Grunderwerbstätigkeit setzt voraus, dass das Vertrags",Model 1 Inference,0.6533677,0.6682261,0.66071343
GRESt-AT-017,GRESt-AT-017,Gemäß § 10 Abs. 1 GrEStG ist jeder steuerpflichtige Erwerbsvorgang bis zum 15. Tag des auf das Entstehen der Steuerschuld zweitfolgenden Monats beim Finanzamt anzuzeigen (sofern keine Selbstberechnung durch Notar/Anwalt erfolgt).,"icher Assistent fuer Fragen zum oesterreichischen Steuerrecht. Beantworte die Frage auf Deutsch, praezise und sachlich. Wenn die Sachlage unklar ist, weise kurz auf Unsicherheit hin, statt zu raten. Benutzerfrage: Binnen welcher Frist muss ein steuerpflichtiger Erwerbsvorgang dem Finanzamt angezeigt werden? Antwort: Die Anzeige erfolgt in der Regel am 15. Februar des Jahres, wenn das Steuerhaus nicht bereits im Jahr vorher eingetragen ist (Art. 2 Abs. 3 lit. a EinfG). In diesem Fall wird die Anzeige am 14. Februar an den Finanzamt weitergeleitet. Die Anzeige kann auch nachträglich angebracht werden, wenn der Steuerpflichtige sich mit einem anderen Steuergesuch begnügt oder wenn er eine andere Steuersache beurteilt hat (Art. 2 Abs. 3 lit. b EinfG). Der Finanzamt hat die Anzeige bei der Auskunftsperson zu überweisen (Art.",Model 1 Inference,0.667306,0.726731,0.6957519
GRESt-AT-018,GRESt-AT-018,Gemäß § 5 Abs. 1 Z 4 GrEStG ist beim Erwerb im Versteigerungsverfahren das Meistgebot einschließlich der bestehen bleibenden Rechte die Gegenleistung.,", praezise und sachlich. Wenn die Sachlage unklar ist, weise kurz auf Unsicherheit hin, statt zu raten. Benutzerfrage: Ein Grundstück wird im Rahmen einer Zwangsversteigerung erworben. Was bildet hier die Bemessungsgrundlage für die Grunderwerbsteuer? Antwort: Die Bemessungsgrundlage für die Grunderwerbsteuer besteht darin, dass der Erwerber eine bestimmte Forderung aus dem Verkauf des Grundstücks verlangt (Art. 1 Abs. 2 lit. a GStB).",Model 1 Inference,0.6353903,0.7032885,0.66761744
GRESt-AT-019,GRESt-AT-019,"Gemäß § 7 Abs. 1 Z 2 lit. a GrEStG ist bei unentgeltlichen Erwerb von Grundstücken für die ersten 250.000 Euro ein Steuersatz von 0,5%, für die nächsten 150.000 Euro ein Steuersatz von 2% und darüber hinaus ein Steuersatz von 3,5% anzuwenden.","Die Grunderwerbsteuer für den Erwerb eines nicht bezahlten Grundstücks im Sinne von Art. 12 Abs. 1 lit. a des Bundesgesetzes über die Besteuerung der Einkünfte durch die Kantone vom 24. Juni 1976 (Einführungsgesetz; EBG) beträgt 1% des Grundstückswerts. Dieser Wert beträgt 350.000 Franken, also Fr. 35'000.--. Die Grunderwerbsteuer für den Erwerb eines nicht bezahlten Grundstücks im Sinne von Art. 12 Abs. 1 lit. b des Bundesges",Model 1 Inference,0.68129605,0.68194336,0.6816195
GRESt-AT-020,GRESt-AT-020,"Da das Baurecht gemäß § 2 Abs. 2 Z 1 GrEStG einem Grundstück gleichsteht, ist die Einräumung steuerpflichtig. Als Gegenleistung gilt gemäß § 5 Abs. 1 GrEStG der Wert der Bauzinse für die gesamte Dauer des Baurechtes. Dieser Wert wird nach den Regeln des Bewertungsgesetzes (kapitalisierter Wert der wiederkehrenden Leistungen) ermittelt.","Der Baurechtberechtigte zahlt dafür einen monatlichen Bauzins. Wie wird die Grunderwerbsteuer für die Einräumung dieses Baurechtes bemessen? Antwort: Die Grunderwerbsteuer beträgt 1% des Bauzinses. 2.3.4 Die Rechtsprechung hat in der Lehre eine Ausnahme gemacht gegen die Regel, wonach die Grunderwerbsteuer bei der Berechnung der Grunderwerbskosten nur mit dem Bauzins abgezogen werden kann (vgl. BGE 98 Ia 67 E. 2 S. 70; BGE 110 Ib 123 E. 2c S. 126 f.; BGE 111 II 133 E. 2d S. 136). In BGE 111 II 1",Model 1 Inference,0.6540464,0.6779494,0.66578346
GRESt-AT-021,GRESt-AT-021,"Ja. Gemäß § 1 Abs. 1 Z 4 GrEStG unterliegt ein Rechtsgeschäft, das den Anspruch auf Abtretung der Rechte aus einem Kaufanbot begründet, der Grunderwerbsteuer. Dem Kaufanbot steht ein Anbot zum Abschluss eines anderen Vertrages gleich.","Steuerrecht. Beantworte die Frage auf Deutsch, praezise und sachlich. Wenn die Sachlage unklar ist, weise kurz auf Unsicherheit hin, statt zu raten. Benutzerfrage: Unterliegt die Abtretung der Rechte aus einem verbindlichen Kaufanbot für ein Grundstück der Grunderwerbsteuer? Antwort: Ja. A.- Die Firma X. AG in Zürich erwarb am 10. Juni 1975 das Grundstück Nr. 2483 im Kanton Zürich. Sie bezog als Eigentümerin dieses Grundstücks eine Liegenschaft mit dem Namen ""X."" und wurde damit als Eigentümerin des Grundstückes Nr. 2483 in den Kantonen Aargau und Schwyz bezeichnet. Am 16. Juli 1975 kündigte sie ihren Kaufvertrag mit dem Grundbuchamt Zürich an, dass sie sich nicht mehr um die Liegenschaft ""X."" bemühe. Mit Schreiben vom 17. Juli 1",Model 1 Inference,0.6090815,0.6826973,0.6437918
GRESt-AT-022,GRESt-AT-022,"Nein. Gemäß § 1 Abs. 3 Z 3 GrEStG sind Übergänge von Anteilen an Kapitalgesellschaften für die Besteuerung der Anteilsvereinigung außer Acht zu lassen, soweit diese an einer Wertpapierbörse (geregelter Markt) gehandelt werden.","ener Börse 80% der Aktien einer börsennotierten AG, die inländischen Grundbesitz hat. Löst dieser Aktienkauf Grunderwerbsteuer für die Grundstücke der AG aus? Antwort: 1. Die Grundstücke der AG werden durch den Käufer nicht gegründet; sie sind vielmehr Teil eines Grundstücks des Käufers, das sich im Ausland befindet (Art. 24 Abs. 3 lit. a WStB). Der Käufer kann daher auch nicht eine Grundstücksgewinnsteuer beziehen (vgl. Art. 59 Abs. 1 lit. b WStB). 2. Das Bundesamt für Steuern erlässt die Gewinnausschreibung nach Art. 67 ff. WStB. Es handelt sich um einen Steuersatz, der dem Käufer gegenüber nicht mehr als diejenige von Art. 67",Model 1 Inference,0.65459013,0.68834734,0.67104447
GRESt-AT-023,GRESt-AT-023,Die treuhändig gehaltenen Gesellschaftsanteile sind gemäß § 1 Abs. 3 Z 7 GrEStG dem Treugeber zuzurechnen.,"einen Dritten (Treugeber). Wem werden diese Anteile für die Beurteilung der grunderwerbsteuerpflichtigen Anteilsvereinigung zuzurechnen? Antwort: Die Grundeigentümer haben die anteilliche Beurteilung der Anteilsvereinigung nicht zu übernehmen. 2.1.3 Das Bundesgericht hat in BGE 96 I 457 E. 2a S. 460 festgehalten, dass das Gesetz den Anspruch auf rechtliches Gehör verlangt, wenn es eine bestimmte Tatsache oder eine bestimmte Rechtsfolge ausschliesst oder ausdrücklich vorsieht, dass sie nicht gegeben sei. Es hat dabei aber auch erwogen, dass die Anwendung des Gesetzes auf die Rechtsschriften eines anderen Staates durch das Bundesgericht nicht als Verletzung von Art",Model 1 Inference,0.5914824,0.69071203,0.6372575
GRESt-AT-024,GRESt-AT-024,Ja. Gemäß § 2 Abs. 2 Z 2 GrEStG stehen Gebäude auf fremdem Boden den Grundstücken gleich und unterliegen somit bei Übertragung der Grunderwerbsteuer.,"klar ist, weise kurz auf Unsicherheit hin, statt zu raten. Benutzerfrage: Ein Unternehmen errichtet auf einem gepachteten fremden Grundstück eine Halle (Gebäude auf fremdem Boden). Wird dieses Gebäude grunderwerbsteuerlich wie ein Grundstück behandelt? Antwort: Das Gebäude wird grunderwerbsteuerlich als Grundstück behandelt. Die Grundeigentümer haben das Recht, den Grundstücken in der Regel selbständig zu betreiben oder dem Eigentümer des Grundstücks zu überlassen. Der Grundeigentümer hat aber auch Anspruch darauf, dass das Gebäude im Rahmen einer gewissen Betrachtungsweise von der Erstellung eines neuen Grundstücks abhängt. Dieser Anspruch kann sich aus Art. 24 Abs. 1 lit. a und b des Bundesgesetzes vom 6. Oktober 1970 über die Landwirtschaftsverordnung (LV) ergeben. Die Grundeigentü",Model 1 Inference,0.62938935,0.7112815,0.66783434
GRESt-AT-025,GRESt-AT-025,"Nein. Gemäß § 3 Abs. 1 Z 1 lit. a GrEStG ist der Erwerb eines Grundstückes von der Besteuerung ausgenommen, wenn der für die Berechnung der Steuer maßgebende Wert 1.100 Euro nicht übersteigt (Bagatellgrenze).",en. Benutzerfrage: Jemand kauft ein kleines Stück ungenutztes Land um 900 Euro. Fällt für diesen Kauf Grunderwerbsteuer an? Antwort: Das landesübliche Gewinn von 900 Euro entspricht der Steuernforderung für das landesübergabte Land (12 %) und für den Kauf (5 %). Die Steuerumrechnung ergibt einen Steuersatz von 6 %. Die Steuerumrechnung für das landesübergabte Land beträgt somit 4800 Franken. Der Kaufkäufer hat daher eine Steuerforderung von 3600 Franken zu tragen.,Model 1 Inference,0.66701037,0.6370462,0.65168405
GRESt-AT-026,GRESt-AT-026,"Gemäß § 3 Abs. 1 Z 2 lit. b GrEStG muss der Übergeber das 55. Lebensjahr vollendet haben oder wegen körperlicher, psychischer, sinnesbedingter oder kognitiver Funktionseinschränkungen erwerbsunfähig sein (nachzuweisen durch ein medizinisches Gutachten).","benden zur Anwendung kommt? Antwort: Die Voraussetzung für die Anwendbarkeit der Freibeträge im Sinne von Art. 14 Abs. 2 FZG ist, dass der Übernehmer in der Schweiz eine Erwerbstätigkeit ausübende Personen ist, die nach den gesetzlichen Bestimmungen über die Freibeträge als Übernehmerin gelten. Diese Voraussetzung ist nicht erfüllt, wenn der Übernehmer eine Erwerbstätigkeit ausübende Personen ist, die nach den gesetzlichen Bestimmungen über die Freibeträge als Übernehmerin nicht gelten. Die freibeträgerische Regelung des Bundesrechts gilt auch dann, wenn der Übernehmer eine Erwerbstätigkeit ausübende Personen",Model 1 Inference,0.61387324,0.6481436,0.6305432
GRESt-AT-027,GRESt-AT-027,"Nein, sofern die Voraussetzungen erfüllt sind. Gemäß § 3 Abs. 1 Z 3 GrEStG ist der unentgeltliche Erwerb eines Grundstückes durch Körperschaften, die der Förderung gemeinnütziger, mildtätiger oder kirchlicher Zwecke dienen, von der Besteuerung ausgenommen.","kurz auf Unsicherheit hin, statt zu raten. Benutzerfrage: Eine anerkannte Organisation erhält ein Grundstück geschenkt. Ist dieser Vorgang grunderwerbsteuerpflichtig? Antwort: Ja. Erwägungen Aus den Erwägungen: 2. a) Die Beschwerdeführerin macht geltend, der in Art. 1 Abs. 3 des Bundesgesetzes über die Anpassung der kantonalen Steuern vom 6. Oktober 1970 (StG; SR 642.11) enthaltene Grundsatz von ""Grundstein"" sei nicht ausdrücklich erwähnt. Es könne daher nicht davon ausgegangen werden, dass das Grundstück als solches im Sinne von Art. 1 Abs. 3 StG für die Steuerpflichtigen verbindlich sei. Der Grundsatz von ""Grundstein"" habe vielmehr",Model 1 Inference,0.6183198,0.6576445,0.6373762
GRESt-AT-028,GRESt-AT-028,"Nein. Der Erwerb eines Grundstückes durch einen fremden Staat für Zwecke seiner ausländischen Vertretungsbehörden ist nach § 3 Abs. 1 Z 6 GrEStG steuerfrei, soweit Gegenseitigkeit gewährleistet ist.","ausländische Vertretungsbehörde) zu errichten. Fällt Grunderwerbsteuer an? Antwort: Die Ausgleichskasse des Kantons Aargau hat den Käufer für die Erstellung der neuen Botschaft eine Ersatzforderung von Fr. 1'000.-- zugesprochen. Der Käufer kann sich daher nicht darauf berufen, dass er durch die Auszahlung einer solchen Ersatzforderung einen Anspruch auf die Auskunft über die Ausgabe eines ausländischen Rechtsverhältnisses verletzt habe. 2.3.4 Das Bundesgericht hat im Urteil 2C_56/2009 vom 18. Februar 2009 entschieden, dass die Auskünfte über die Ausgabe eines ausländ",Model 1 Inference,0.6290738,0.6633259,0.645746
GRESt-AT-029,GRESt-AT-029,"Gemäß § 4 Abs. 5 GrEStG ist bei einem Tauschvertrag, der für jeden Vertragsteil den Anspruch auf Übereignung eines Grundstückes begründet, die Steuer sowohl vom Wert der Leistung des einen als auch vom Wert der Leistung des anderen Vertragsteils zu berechnen.",". Wenn die Sachlage unklar ist, weise kurz auf Unsicherheit hin, statt zu raten. Benutzerfrage: Wie wird bei einem Liegenschaftstauschvertrag die Grunderwerbsteuer berechnet? Antwort: Die Grunderwerbsteuer für den Liegenschaftstauschvertrag beträgt 10% des Verkaufspreises der Liegenschaft (Art. 24 Abs. 3 lit. a WStB).",Model 1 Inference,0.68460774,0.71740496,0.70062274
GRESt-AT-030,GRESt-AT-030,Nein. Gemäß § 5 Abs. 1 Z 7 GrEStG gehört die besondere Entschädigung für eine Wertminderung der nicht enteigneten Grundstücke nicht zur Gegenleistung. Dies gilt auch bei freiwilliger Veräußerung zur Vermeidung der Enteignung.,Ja. A.- Die Firma X. AG in Basel hat im Jahre 1975 einen Grundstück mit einem Grundstückseigentumsanteil von Fr. 20'000.-- erworben. Sie bezahlte den Kaufpreis und die Kosten für die Erstellung eines Grundpfandrechts. Am 30. Juni 1984 wurde ihr das Grundstück enteignet. Das Grundstück war als Teil eines Grundbuchgegenstandes im Grundbuch eingetragen worden. Im Jahre 1986 wurde das Grundstück wieder zurückgewiesen. In der Folge liess sie sich durch einen Nachbarn über die Enteignung informieren. Mit Schreiben vom 1. Juli 198,Model 1 Inference,0.6205911,0.6395841,0.62994444
GRESt-AT-031,GRESt-AT-031,"Ja. Gemäß § 5 Abs. 3 Z 1 GrEStG sind Leistungen, die der Erwerber des Grundstückes anderen Personen als dem Veräußerer als Gegenleistung dafür gewährt, dass sie auf den Erwerb verzichten, der Gegenleistung hinzuzurechnen.","grundlage der Grunderwerbsteuer? Antwort: Ja. Erwägungen Aus den Erwägungen: 2. Die Beschwerdeführerin macht geltend, dass die von ihr angeführten Grundsätze nicht anwendbar seien, weil sie sich auf das Obergericht des Kantons Bern bezieht. Sie rügt eine Verletzung des Art. 4 BV (Art. 85 lit. a OG) und stellt folgende Rügen: a) Das Obergericht habe die Anwendung der in Art. 3 Abs. 1 und 2 des Bundesgesetzes über die Besteuerung des Einkommens und Vermögens (Einführungsgesetz vom 6. Oktober 1972 [EGG; SR 642",Model 1 Inference,0.6256829,0.6638602,0.6442064
