question,answer
Wann liegen für § 98 Abs. 1 Z 5 lit. b EStG 1988 inländische Zinsen vor?,"Inländische Zinsen liegen gemäß § 98 Abs. 1 Z 5 lit. b EStG 1988 vor, wenn die Zinsen auf Darlehen gezahlt werden, die von einem inländischen Kreditinstitut oder einer inländischen Kreditversicherungsgesellschaft gewährt wurden."
"Unterliegen Kapitalerträge eines beschränkt Steuerpflichtigen auch dann der beschränkten Steuerpflicht, wenn für sie eine KESt-Befreiung nach § 94 EStG 1988 besteht?","Nein, Kapitalerträge eines beschränkt Steuerpflichtigen unterliegen nicht der beschränkten Steuerpflicht, wenn für sie eine Körperschaftsteuer-Befreiung nach § 22 KStG 1988 besteht, da die KESt-Befreiung nach § 94 EStG 1988 eine andere Befreiung ist."
"Ein im Ausland lebender Pensionist bezieht eine österreichische Sozialversicherungspension, die auf einer früher im Inland ausgeübten oder verwerteten Tätigkeit beruht. Kann dafür beschränkte Steuerpflicht bestehen?","Ja, beschränkte Steuerpflicht kann bestehen, wenn die im Ausland lebende Person nicht in Österreich ansässig ist und die Sozialversicherungspension nicht in Österreich erzielt wird. In diesem Fall ist nur der Teil der Pension, der auf Einkünften aus einer im Inland ausgeübten oder verwerteten Tätigkeit beruht, steuerpflichtig."
Kann ein in Portugal ansässiger Künstler mit Einkünften aus unselbständiger Arbeit in Österreich beschränkt steuerpflichtig sein?,"Ja, ein in Portugal ansässiger Künstler kann beschränkt steuerpflichtig in Österreich sein, wenn er in Österreich eine Einkunftsquelle hat, z.B. durch eine Tätigkeit als Künstler oder Unterhalter. In diesem Fall ist er nach § 1 Abs. 1 Z 1 EStG 1988 steuerpflichtig."
Wann ist ein Arbeitnehmer nach dem EStG beschränkt lohnsteuerpflichtig?,"Ein Arbeitnehmer ist nach dem EStG beschränkt lohnsteuerpflichtig, wenn er mehr als 10% seiner Gesamteinkünfte aus nichtselbstständiger Arbeit bezieht."
"Kann bei beschränkt lohnsteuerpflichtigen Arbeitnehmern die Lohnsteuer grundsätzlich nach dem normalen Tarif berechnet werden, allerdings mit Kürzung bestimmter Absetzbeträge?","Ja, das ist korrekt. Bei beschränkt lohnsteuerpflichtigen Arbeitnehmern kann die Lohnsteuer grundsätzlich nach dem normalen Tarif berechnet werden, wobei jedoch bestimmte Absetzbeträge wie z.B. die Kirchenbezüge oder die Familienbeihilfe gekürzt werden."
Ein beschränkt steuerpflichtiger Vortragender bezieht Arbeitnehmerbezüge aus einer Tätigkeit im Sinne des § 99 Abs. 1 Z 1 EStG 1988. Kann dafür im Lohnsteuerabzug ein 20%-Satz zur Anwendung kommen?,"Nein, für Arbeitnehmerbezüge aus einer Tätigkeit im Sinne des § 99 Abs. 1 Z 1 EStG 1988 kann der 20%-Satz im Lohnsteuerabzug nicht angewendet werden. Der 20%-Satz ist nur für Einkünfte aus nicht selbstständiger Arbeit anzuwenden, die nicht unter § 99 Abs. 1 Z 1 EStG 1988 fallen."
"Dürfen Betriebsausgaben oder Werbungskosten bei der Veranlagung beschränkt Steuerpflichtiger berücksichtigt werden, wenn sie wirtschaftlich mit den steuerpflichtigen österreichischen Einkünften zusammenhängen?","Ja, bei beschränkt Steuerpflichtigen können Betriebsausgaben oder Werbungskosten berücksichtigt werden, wenn sie wirtschaftlich mit den steuerpflichtigen österreichischen Einkünften zusammenhängen, jedoch nur im Verhältnis der steuerpflichtigen Einkünfte zum Gesamteinkommen."
Steht der Verlustabzug beschränkt Steuerpflichtigen nur für bestimmte inländische Verluste zu?,"Ja, der Verlustabzug für beschränkt Steuerpflichtige ist auf inländische Verluste beschränkt, es sei denn, es handelt sich um Verluste aus einer inländischen Betriebsstätte oder einer inländischen Teilbetriebsstätte."
Ist die Progressionsermäßigung für die Verwertung von Patentrechten bei beschränkter Steuerpflicht ausgeschlossen?,"Nein, die Progressionsermäßigung ist auch bei beschränkter Steuerpflicht für die Verwertung von Patentrechten möglich, da die Einkünfte aus Patentverwertung nach § 22 EStG als Einkünfte aus Gewerbebetrieb behandelt werden und die Progressionsermäßigung nach § 34 Abs. 1 Z 1 EStG gilt."
Kann ein aus dem Ausland nach Österreich zuziehender Spitzenforscher unter bestimmten Voraussetzungen eine Zuzugsbegünstigung beantragen?,"Ja, ein aus dem Ausland nach Österreich zuziehender Spitzenforscher kann unter bestimmten Voraussetzungen eine Zuzugsbegünstigung beantragen, wenn er an einer Forschungseinrichtung in Österreich tätig wird und bestimmte Voraussetzungen erfüllt, wie z.B. ein hohes Einkommen und eine besondere Qualifikation."
Kann ein nach Österreich zuziehender Wissenschaftler zusätzlich einen befristeten Zuzugsfreibetrag von 30% erhalten?,"Ein nach Österreich zuziehender Wissenschaftler kann einen befristeten Zuzugsfreibetrag von 30% erhalten, wenn er an einer Forschungseinrichtung oder an einer Universität tätig ist und bestimmte Voraussetzungen erfüllt. Dieser Freibetrag ist Teil des Forschungs- und Bildungsfreibetrags."
Setzt die Zuzugsbegünstigung nach den Richtlinien neben einem Zuzug aus dem Ausland auch die Verlagerung des Mittelpunktes der Lebensinteressen nach Österreich voraus?,"Nein, die Zuzugsbegünstigung nach den Richtlinien setzt nicht nur einen Zuzug aus dem Ausland, sondern auch eine dauerhafte Verlagerung des Mittelpunktes der Lebensinteressen nach Österreich voraus."
"Kann eine Person die Zuzugsbegünstigung erhalten, wenn sie erst vor weniger als fünf Jahren aus Österreich weggezogen ist und nun zurückkehrt?","Nein, die Zuzugsbegünstigung nach § 26 EStG 1988 ist nur für Personen anwendbar, die seit mindestens fünf Jahren im Ausland wohnhaft waren. Eine Rückkehr innerhalb von fünf Jahren führt nicht zur Anwendung der Begünstigung."
"Herr Koller betreibt seit 2022 Ethereum-Staking über einen dezentralen Staking-Pool. Im Jänner 2026 werden ihm 1,8 ETH als Staking-Rewards gutgeschrieben, die jedoch aufgrund der Pool-Mechanik erst nach einer 21-tägigen Unbonding-Periode tatsächlich verfügbar sind. Der Marktpreis bei Gutschrift beträgt EUR 3.200 pro ETH, bei tatsächlicher Verfügbarkeit 14 Tage später EUR 3.450 pro ETH. Herr Koller verkauft die 1,8 ETH sofort nach Ende der Unbonding-Periode. Wann entsteht die Steuerpflicht für die Staking-Rewards, und wie hoch sind die Einkünfte aus dem Staking bzw. aus der späteren Veräußerung?","Die Steuerpflicht für die Staking-Rewards entsteht bei Gutschrift, da es sich um Einkünfte aus Kapitalvermögen handelt. Die Einkünfte aus dem Staking betragen 1,8 ETH * EUR 3.200 = EUR 5.760. Die Einkünfte aus der späteren Veräußerung betragen 1,8 ETH * (EUR 3.450 - EUR 3.200) = EUR 756."
"Frau Dietrich hält 500 Aktien der Muster AG (Anschaffungskosten EUR 40 pro Aktie). Die Hauptversammlung beschließt im Mai 2026 eine Kapitalerhöhung aus Gesellschaftsmitteln, bei der für je 5 Alte Aktien 1 neue Aktie ausgegeben wird. Frau Dietrich erhält somit 100 Gratisaktien. Ein Barausgleich findet nicht statt. Die neuen Aktien sind rechtlich gleichrangig mit den alten Aktien. Frau Dietrich verkauft im Oktober 2026 alle 600 Aktien zu EUR 38 pro Aktie. Löst die Ausgabe der Gratisaktien eine Steuerpflicht aus, und wie ist der Veräußerungsgewinn zu berechnen?","Die Ausgabe der Gratisaktien löst keine Steuerpflicht aus, da es sich um eine reine Kapitalerhöhung ohne Barausgleich handelt und die neuen Aktien rechtlich gleichrangig mit den alten Aktien sind.

Der Veräußerungsgewinn beträgt (600 - 500) x 38 = 10.000 EUR."
"Herr Nemec besitzt 10 BTC in seiner persönlichen Wallet. Im März 2026 findet ein Hard Fork statt, der eine neue Kryptowährung ‚BTC-X' erzeugt. Herr Nemec erhält automatisch 10 BTC-X, ohne aktiv etwas zu tun. Er beachtet die neuen Token zunächst nicht und importiert den Private Key für BTC-X erst vier Monate später in eine Wallet, um sie am selben Tag zu einem Kurs von EUR 120 pro BTC-X zu verkaufen. Zwischen dem Fork-Datum und dem Import-Datum lag der Kurs bei EUR 80 (Fork-Datum) bis EUR 120 (Import-Datum). Wann ist der steuerlich relevante Zufluss, und wie hoch sind die Anschaffungskosten der BTC-X?","Der steuerlich relevante Zufluss der BTC-X tritt bereits im März 2026 ein, da Herr Nemec sie automatisch erhält und kein aktiv handelnder Vorgang erforderlich ist. Die Anschaffungskosten der BTC-X betragen EUR 80, da der Kurs bei der Ermittlung der Anschaffungskosten am Tag des Forks (März 2026) am niedrigsten war."
"Frau Pichler nutzt eine DeFi-Plattform, um ihre 50 ETH in einen Liquidity Pool einzuzahlen. Sie erhält dafür LP-Token (‚Pool-Token'), die ihren Anteil am Pool repräsentieren. Drei Monate später zieht sie ihre Liquidität ab und erhält 48 ETH und 2.500 USDC zurück (aufgrund von Impermanent Loss). Die LP-Token werden dabei vernichtet. Frau Pichler hatte die 50 ETH ursprünglich zu je EUR 2.800 erworben. Zum Zeitpunkt der Einzahlung in den Pool lag der Kurs bei EUR 3.000, zum Zeitpunkt der Entnahme bei EUR 3.100 pro ETH und EUR 1,02 pro USDC. Liegt ein steuerpflichtiger Tausch bei der Einzahlung und/oder bei der Entnahme vor?","Bei der Einzahlung in den DeFi-Liquidity Pool liegt kein steuerpflichtiger Tausch vor, da die 50 ETH nicht gegen andere Vermögensgegenstände eingetauscht werden, sondern lediglich in den Pool eingelegt werden. 

Bei der Entnahme aus dem Pool liegt ein steuerpflichtiger Tausch vor, da Frau Pichler ihre LP-Token gegen 48 ETH und 2.500 USDC eintauscht. Der Wert der erhaltenen Vermögensgegenstände (48 ETH und 2.500 USDC) ist höher als der Wert der eingelegten Vermögensgegenstände (50 ETH), was als steuerpflichtiger Gewinn zu betrachten ist."
"Herr Winkler hält Kryptowährungen auf einer österreichischen Börse (Plattform A). Im Februar 2026 beschließt er, seine 5 BTC über eine sogenannte ‚Cross-Chain-Bridge' von der Bitcoin-Blockchain auf ein Ethereum-basiertes Wrapped-BTC-Protokoll (WBTC) zu transferieren. Die Bridge sperrt die 5 BTC und prägt 5 WBTC auf der Ethereum-Blockchain. Herr Winkler betrachtet dies als reinen technischen Transfer – vergleichbar einem Depot-Übertrag. Die WBTC werden auf seiner MetaMask-Wallet angezeigt. Drei Monate später tauscht er 5 WBTC in 80 ETH auf einer dezentralen Börse. Die ursprünglichen Anschaffungskosten seiner BTC betrugen EUR 25.000 pro BTC. Zum Zeitpunkt des Bridging lag BTC bei EUR 60.000, zum Zeitpunkt des Tauschs WBTC-ETH bei EUR 62.000 pro WBTC. Ist das Bridging von BTC zu WBTC ein steuerlich neutraler Transfer oder ein steuerpflichtiger Tausch?","Das Bridging von BTC zu WBTC ist ein steuerpflichtiger Tausch, da es sich um eine Änderung der Vermögensform handelt. Die Änderung der Vermögensform führt zu einer steuerpflichtigen Wertsteigerung, da der Wert des Vermögensgegenstands (BTC) im Zeitpunkt des Bridgings (EUR 60.000) höher ist als der Anschaffungswert (EUR 25.000)."
"Frau Berger erhält im April 2026 einen Airdrop von 10.000 Token des Projekts ‚AlphaDAO'. Bedingung für den Airdrop war, dass sie in der Vergangenheit das AlphaDAO-Protokoll genutzt hatte. Sie hat keinerlei Gegenleistung erbracht und keinen Token-Kauf getätigt. Der Token hat zum Zeitpunkt der Gutschrift auf ihrer Wallet einen Marktwert von EUR 2 pro Token. Frau Berger hält die Token sechs Monate und verkauft sie dann zu EUR 5 pro Token. Wie ist der Airdrop steuerlich einzuordnen, und wie berechnet sich der Veräußerungsgewinn?","Der Airdrop ist steuerlich als Einkünfte aus Kapitalvermögen einzuordnen, da Frau Berger keine Gegenleistung erbracht hat und der Airdrop nicht als Arbeitslohn oder sonstige Einkünfte zu qualifizieren ist. Der Veräußerungsgewinn beträgt (5 - 2) * 10.000 = 30.000 EUR."
Herr Fuchs betreibt über seinen privaten Computer Staking für das Cardano-Netzwerk. Die Staking-Plattform bezeichnet die Erträge als ‚Interest Rewards'. In seiner Jahresabrechnung werden die Erträge auch als ‚Zinsen' ausgewiesen. Im Jahr 2026 erhält Herr Fuchs insgesamt 12.000 ADA als ‚Interest Rewards' gutgeschrieben. Der Marktwert zum jeweiligen Zuflusszeitpunkt beträgt insgesamt EUR 6.600. Herr Fuchs behandelt die Erträge als Zinsen aus Kapitalforderungen (§ 27 Abs. 2 Z 2 EStG) und beantragt im Rahmen der Veranlagung die Anrechnung der damit verbundenen DeFi-Transaktionskosten als Werbungskosten. Ist diese Einordnung korrekt?,"Nein, die Einordnung ist nicht korrekt. Die Erträge aus Staking für das Cardano-Netzwerk sind gemäß § 2 Abs. 1 Z 1 EStG als Einkünfte aus Kapitalvermögen einzustufen, nicht als Zinsen aus Kapitalforderungen. Die DeFi-Transaktionskosten können jedoch als Werbungskosten geltend gemacht werden."
"Herr und Frau Maier betreiben seit 2024 gemeinsam Krypto-Staking. Sie haben ein gemeinsames Wallet, in dem 100 ETH gehalten werden. Die ETH wurden jeweils zur Hälfte von beiden angeschafft (Herr Maier: 50 ETH zu EUR 2.000/Stück, Frau Maier: 50 ETH zu EUR 3.500/Stück). Im Jahr 2026 werden 8 ETH als Staking-Rewards gutgeschrieben (Marktwert bei Zufluss: EUR 3.200/ETH). Kurz darauf verkauft Herr Maier 30 ETH aus dem gemeinsamen Wallet zu EUR 3.300/ETH. Die Eheleute haben keine schriftliche Vereinbarung über die interne Zuordnung der Rewards oder über die Reihenfolge der Veräußerung. Wem sind die Staking-Rewards zuzurechnen, und wie bestimmen sich die Anschaffungskosten der veräußerten 30 ETH?","Die Staking-Rewards von 8 ETH sind gemäß § 6 Abs. 2 Z 1 EStG 1988 (§ 6 Abs. 2 Z 1 EStG 1988) den Eheleuten gemeinsam zuzurechnen, da sie im Rahmen eines gemeinsamen Unternehmens (Krypto-Staking) erzielt wurden.

Die Anschaffungskosten der veräußerten 30 ETH bestimmen sich nach § 6 Abs. 5 EStG 1988 (§ 6 Abs. 5 EStG 1988). Da Herr Maier die 50 ETH zu EUR 2.000/Stück angeschafft hat und Frau Maier die 50 ETH zu EUR 3.500/Stück, beträgt der Durchschnittspreis EUR 2.750. Die Anschaffungskosten der veräußerten 30 ETH betragen EUR 2.750/ETH * 30 ETH = EUR 82.500."
"Frau Schneider ist österreichische Steuerresidentin und hält Aktien der deutschen X-AG. Im Juni 2026 beschließt die Hauptversammlung der X-AG, den Bilanzgewinn in Form einer Wahldividende auszuschütten: Aktionäre können zwischen einer Bardividende (EUR 4 pro Aktie) und einer Stockdividende (1 neue Aktie je 20 alte Aktien) wählen. Frau Schneider wählt die Stockdividende und erhält 50 neue Aktien (sie hält 1.000 Stück). Der Kurswert der X-AG-Aktie am Tag der Gutschrift beträgt EUR 82. Die deutschen Behörden behalten keine Kapitalertragsteuer auf die Stockdividende ein, da in Deutschland die Stockdividende bei einer Kapitalerhöhung aus Gesellschaftsmitteln nicht steuerbar ist. Ist die Stockdividende in Österreich steuerfrei?","Die Stockdividende ist in Österreich steuerfrei, da sie keine Einnahme im Sinne des § 22 EStG darstellt. Die Stockdividende ist eine Kapitalerhöhung aus Gesellschaftsmitteln und unterliegt daher nicht der Kapitalertragsteuer."
"Herr Gruber hat im Dezember 2025 über eine österreichische Kryptobörse 20 SOL erworben (Anschaffungskosten EUR 180/SOL). Im Jänner 2026 delegiert er alle 20 SOL an einen Validator und beginnt Staking. Im März 2026 werden ihm 0,5 SOL als Staking-Rewards gutgeschrieben (Marktwert EUR 200/SOL). Im April 2026 beschließt Herr Gruber, das Staking zu beenden und die Delegation aufzuheben (‚Unstaking'). Während der Kühlperiode von 3 Epochen (~6 Tagen) kann er nicht über seine SOL verfügen. Nach Ende der Kühlperiode sind 20,5 SOL wieder in seiner Wallet. Er verkauft sofort 10 SOL zu EUR 210/SOL. Stellt das Unstaking einen steuerpflichtigen Vorgang dar?","Nein, das Unstaking stellt keinen steuerpflichtigen Vorgang dar, da es sich um eine bloße Änderung der Delegationsverhältnisse handelt, ohne dass es zu einer Veräußerung oder einem Verkauf der Kryptowährung kommt. Die Veräußerung von 10 SOL im April 2026 ist jedoch steuerpflichtig."
"Frau Lang ist unselbständig erwerbstätig und handelt privat gelegentlich mit Kryptowährungen. Im Jahr 2026 erzielt sie folgende Ergebnisse: (1) Gewinn aus dem Verkauf von ETH: EUR 8.000, (2) Verlust aus dem Verkauf von BTC: EUR 3.000, (3) Verlust aus dem Verfall eines Krypto-basierten Derivats (Perpetual Future auf SOL auf einer nicht-österreichischen Plattform): EUR 12.000, (4) Dividenden aus österreichischen Aktien (nach KESt): EUR 2.000 brutto. Frau Lang möchte den Gesamtverlust aus Krypto gegen die Dividenden verrechnen. Wie funktioniert der Verlustausgleich?","Der Verlust aus dem Verfall des Krypto-basierten Derivats (Perpetual Future auf SOL) ist nicht steuerlich anerkennbar, da dies auf einer nicht-österreichischen Plattform erfolgt ist. Der Verlust aus dem Verkauf von BTC kann mit dem Gewinn aus dem Verkauf von ETH verrechnet werden. Der Gesamtverlust beträgt EUR 3.000 (BTC) + EUR 8.000 (ETH) = EUR 11.000. Der Verlust kann nur bis zur Höhe des Gewinns verrechnet werden, also EUR 8.000. Der verbleibende Verlust von EUR 3.000 kann nicht mit den Dividenden verrechnet werden, da diese nach KESt besteuert sind und der Verlust nicht nach KESt berechnet wird."
"Herr Pfeifer betreibt einen kleinen Onlineshop als Einzelunternehmer (Einkünfte aus Gewerbebetrieb, § 23 EStG). Im Jahr 2024 hat er im Rahmen seines Unternehmens 5 BTC angeschafft (zu je EUR 30.000), die er als Betriebsvermögen bilanziert, weil er sie ursprünglich als Zahlungsmittel für Lieferantenrechnungen nutzen wollte. Tatsächlich hat er die BTC nie zu Zahlungszwecken verwendet. Im März 2026 verkauft er alle 5 BTC zu EUR 65.000 pro Stück. Herr Pfeifer ist der Meinung, der Gewinn sei mit dem Sondersteuersatz von 27,5 % begünstigt, da es sich um Kryptowährungen handle und § 27b EStG anzuwenden sei. Hat er Recht?","Nein, Herr Pfeifer hat nicht recht. Die Anwendung des § 27b EStG setzt voraus, dass die Kryptowährungen zum Zweck der Verwendung als Zahlungsmittel angeschafft wurden, was bei Herrn Pfeifer nicht der Fall ist. Der Gewinn aus dem Verkauf der Kryptowährungen ist daher mit dem allgemeinen Einkommensteuertarif zu versteuern."
"Frau Eder hält 100 Token des Projekts ‚SynthX' auf einer DeFi-Plattform. Im Februar 2026 führt das Projekt eine ‚Token-Migration' durch: Alle SynthX-Token werden im Verhältnis 1:1 gegen neue ‚SynthX-v2'-Token getauscht. Die Migration erfolgt automatisch durch einen Smart Contract; Frau Eder muss lediglich eine Transaktion bestätigen. Die wirtschaftliche Funktion und die Governance-Rechte bleiben identisch, lediglich der Smart-Contract-Code wird aktualisiert. Der Marktwert beträgt zum Migrationszeitpunkt EUR 50 pro Token. Die ursprünglichen Anschaffungskosten von Frau Eders SynthX-Token betrugen EUR 10 pro Token. Liegt ein steuerpflichtiger Tausch vor?","Nein, ein steuerpflichtiger Tausch liegt nicht vor, da die Token-Migration eine reine Code-Änderung des Smart Contracts darstellt und die wirtschaftliche Funktion und die Governance-Rechte identisch bleiben. Es handelt sich um eine Änderung der technischen Implementierung, nicht um eine Änderung der wirtschaftlichen Substanz."
"Herr Steiner ist österreichischer Steuerresident und betreibt Ethereum-Staking. Er verwendet dafür einen sogenannten ‚Liquid Staking'-Dienst: Er hinterlegt 32 ETH und erhält dafür 32 ‚stETH'-Token, die den Wert der gestakten ETH plus laufende Rewards abbilden. Die stETH sind frei handelbar. Durch den Rebase-Mechanismus steigt die Anzahl der stETH in seiner Wallet automatisch – im Jahr 2026 von 32 auf 33,6 stETH, ohne dass eine separate Gutschrift erfolgt. Herr Steiner verkauft im Dezember 2026 alle 33,6 stETH gegen ETH. Wie sind die Einkünfte aus dem Rebase und aus dem Verkauf steuerlich zu behandeln?",Die Einkünfte aus dem Rebase sind als Zinsen aus Kapitalanlagen steuerpflichtig und unterliegen der Einkommensteuer. Der Verkauf der stETH gegen ETH ist als Veräußerung von Vermögensgegenständen steuerpflichtig und unterliegt der Körperschaftsteuer (für natürliche Personen) bzw. der Einkommensteuer (für Körperschaften).
"Frau Hofer hat im August 2025 über eine ausländische Plattform 10.000 USDT (Tether, ein Stablecoin) zu je EUR 0,92 erworben. Im Februar 2026 tauscht sie 5.000 USDT direkt gegen 5.000 USDC (USD Coin) auf einer dezentralen Börse, als der Marktwert beider Stablecoins jeweils EUR 0,95 beträgt. Im Mai 2026 tauscht sie die restlichen 5.000 USDT gegen EUR auf einer österreichischen Börse zu EUR 0,97 pro USDT. Frau Hofer ist der Ansicht, dass Stablecoin-zu-Stablecoin-Tausche nicht steuerbar sind, da kein ‚echter' Kursgewinn vorliegt und beide Token denselben Basiswert (USD) abbilden. Ist diese Ansicht korrekt?","Nein, diese Ansicht ist nicht korrekt. Die Tauschgeschäfte zwischen Stablecoins (USDT und USDC) sind steuerbar, da es sich um Wertpapiergeschäfte handelt, die unter den Voraussetzungen des § 19 Abs. 1 Z 1 EStG (Veräußerung von Wertpapieren) steuerpflichtig sind. Der Wechsel von USDT in USDC ist kein steuerfreier Austausch, sondern eine Veräußerung von USDT und eine Anschaffung von USDC."
"Herr Novak betreibt eine Einzelfirma (Gewerbebetrieb) und hält privat 20 ETH, die er 2023 zu EUR 1.500/Stück angeschafft hat. Im Jänner 2026 transferiert er die 20 ETH in das Wallet seiner Einzelfirma, um sie dort als Liquiditätsreserve zu verwenden. Der Marktwert zum Zeitpunkt der Einlage beträgt EUR 3.200 pro ETH. Herr Novak entnimmt im Juni 2026 10 ETH aus dem Betriebsvermögen zurück in sein Privatvermögen (Marktwert EUR 3.500/ETH) und verkauft im September 2026 die 10 entnommenen ETH zu EUR 3.800/ETH. Welche steuerlichen Folgen ergeben sich aus der Einlage, der Entnahme und dem Verkauf?","Die Einlage der 20 ETH in das Betriebsvermögen der Einzelfirma ist steuerneutral, da es sich um eine Einlage in eine Wertaufnahme handelt. Die Entnahme von 10 ETH aus dem Betriebsvermögen in das Privatvermögen ist steuerneutral, da der Marktwert bei der Entnahme höher ist als der Anschaffungswert. Der Verkauf der 10 ETH im September 2026 unterliegt jedoch der Körperschaftsteuer, da es sich um einen Verkauf von Vermögensgegenständen handelt, die im Betriebsvermögen der Einzelfirma gehalten wurden. Der Gewinn aus dem Verkauf (EUR 3.800 - EUR 3.500 = EUR 300) unterliegt der Körperschaftsteuer."
"Frau Wimmer erbt im März 2026 von ihrer verstorbenen Tante 3 BTC. Die Tante hatte die BTC im Februar 2021 zu EUR 35.000 pro Stück angeschafft (also vor dem Stichtag 1. März 2021 für die Übergangsregelung des ökologisch-sozialen Steuerreformgesetzes 2022). Der Marktwert zum Todestag beträgt EUR 68.000 pro BTC. Frau Wimmer verkauft im Juni 2026 alle 3 BTC zu EUR 70.000. Wie sind die Anschaffungskosten zu bestimmen, und ist der Verkauf steuerpflichtig?","Die Anschaffungskosten betragen EUR 35.000 pro BTC, da die Übergangsregelung des ökologisch-sozialen Steuerreformgesetzes 2022 auf den Stichtag 1. März 2021 anwendbar ist. Der Verkauf ist steuerpflichtig, da die Anschaffungskosten unter dem Verkaufspreis liegen und die Differenz (EUR 35.000 x 3 - EUR 70.000) als Gewinn zu versteuern ist."
"Herr Zach hält Token auf einer zentralisierten Kryptobörse (CEX). Im April 2026 wird die Börse insolvent und der Zugang zu den Guthaben wird gesperrt. Herr Zach hält 15 ETH mit Anschaffungskosten von EUR 2.400/ETH (Gesamtwert zum Zeitpunkt der Insolvenz: ca. EUR 48.000). Im Insolvenzverfahren wird eine Quote von 20 % angekündigt. Herr Zach erhält schließlich im Oktober 2026 eine Zahlung von EUR 9.600 (= 20 % von EUR 48.000). Er möchte den Verlust steuerlich geltend machen. Kann er einen Verlust aus Kryptowährungen nach § 27 Abs. 8 EStG geltend machen, und wenn ja, in welcher Höhe und zu welchem Zeitpunkt?","Herr Zach kann den Verlust aus Kryptowährungen nach § 27 Abs. 8 EStG geltend machen. Der Verlust beträgt EUR 38.400 (EUR 48.000 - EUR 9.600), da er nur 20 % der Anschaffungskosten geltend machen kann. Der Verlust kann im Jahr 2026 geltend gemacht werden, da die Insolvenz im April 2026 eingetreten ist und die Zahlung im Oktober 2026 erfolgt ist."
"Herr Brandstätter ist österreichischer Steuerresident und besitzt Aktien der US-amerikanischen Y-Corp. Im August 2026 führt Y-Corp einen ‚Reverse Stock Split' 1:10 durch (10 alte Aktien werden zu 1 neuen zusammengelegt). Herr Brandstätter hielt 1.000 Aktien (Anschaffungskosten EUR 5/Stück = EUR 5.000) und hält nach dem Reverse Split 100 Aktien. Für seine 5 ‚überschüssigen' Aktien (da er 1.005 Aktien hatte, wovon 5 nicht glatt teilbar sind) erhält er eine Barabfindung von EUR 250. Herr Brandstätter ist der Ansicht, dass der gesamte Reverse Split kein steuerlich relevanter Vorgang ist. Stimmt das?","Nein, das stimmt nicht. Der Reverse Stock Split ist steuerlich relevant, da Herr Brandstätter eine Barabfindung von EUR 250 erhält, die als Einkünfte aus Kapitalvermögen zu versteuern ist. Die Barabfindung ist ein steuerpflichtiger Betrag, der nicht durch die Anschaffungskosten der ursprünglichen Aktien abgesetzt werden kann."
"Frau Kern betreibt seit 2025 Staking auf der Polkadot-Blockchain. Ihre Staking-Rewards werden im Polkadot-Netzwerk automatisch re-staked (‚Compounding'), d.h. die Rewards werden ohne aktives Zutun direkt wieder dem Staking zugeführt. Im Jahr 2026 hätte Frau Kern insgesamt 500 DOT an Rewards erhalten, die alle automatisch re-staked wurden. Sie hat die Rewards nie in ihrer frei verfügbaren Wallet erhalten. Der Marktwert der 500 DOT zum jeweiligen Gutschriftzeitpunkt beträgt insgesamt EUR 3.400. Im Dezember 2026 beendet Frau Kern das Staking und erhält alle Token (inklusive der re-stakten Rewards) auf ihre Wallet. Zu welchem Zeitpunkt sind die Staking-Einkünfte steuerpflichtig – bei automatischem Re-Staking oder erst bei Beendigung und Auszahlung auf die Wallet?","Die Staking-Einkünfte sind steuerpflichtig, sobald sie auf der Wallet von Frau Kern verfügbar sind. Da die Rewards automatisch re-staked wurden, sind sie nicht steuerpflichtig, bevor sie auf die Wallet übertragen werden. Daher sind die Staking-Einkünfte erst dann steuerpflichtig, wenn Frau Kern im Dezember 2026 alle Token, einschließlich der re-stakten Rewards, auf ihre Wallet überträgt."
"Ein chinesischer Händler verkauft über einen Online-Marktplatz Kopfhörer an eine Privatperson in Österreich. Die Ware wird aus dem Drittlandsgebiet nach Österreich versendet, der Einzelwert der Sendung beträgt 145 Euro. Der Marktplatz unterstützt den Verkauf technisch und organisatorisch. Wird der Marktplatz umsatzsteuerlich so behandelt, als ob er die Gegenstände selbst erhalten und geliefert hätte?","Nein, der Marktplatz wird nicht umsatzsteuerlich so behandelt, als ob er die Gegenstände selbst erhalten und geliefert hätte, da er lediglich eine technische und organisatorische Plattform für den Verkauf bietet und nicht Eigentümer der Ware ist. Der chinesische Händler ist der steuerpflichtige Unternehmer, da er die Ware aus dem Drittlandsgebiet nach Österreich versendet."
"A in Polen verkauft Waren an B in Tschechien, B verkauft dieselben Waren weiter an C in Österreich. Die Ware wird unmittelbar von Polen nach Österreich befördert. B organisiert die Beförderung und teilt A seine polnische Umsatzsteuer-Identifikationsnummer mit, also jene des Mitgliedstaats, aus dem die Gegenstände versendet werden. Welcher Lieferung wird die Beförderung zugeordnet?","Die Beförderung wird der Lieferung von A an B zugeordnet, da die Ware unmittelbar von Polen nach Österreich befördert wird und B die Beförderung organisiert hat."
