id,answer,retrieved_sources,retrieved_refs,retrieved_context;;;;;;;;;;;;;;;;;;;;
"VAT-DOM-010,Keine sichre Antwort im Kontxt gefunden. | VAT-DOM.txt | nothing_found,VAT-DOM.txt,nothing_found,""(6) In den nachstehend angeführten Fällen hat der Unternehmer den Ausfuhrnachweis in folgender Weise zu führen: 1. Im Falle des Abholens durch eine vom liefernden Unternehmer ausgestellte und mit der zollamtlichen Ausgangsbestätigung versehene Ausfuhrbescheinigung, wenn der Gegenstand der Lieferung nicht für unternehmerische Zwecke erworben und im persönlichen Reisegepäck ausgeführt wird. 2. im Falle der Beförderung des Gegenstandes in das Drittland durch a) eine Bescheinigung des Ausgangs der Waren im Sinne des Artikel 334 Durchführungsverordnung (EU) Nr. 2015/2447 der Kommission vom 24. November 2015 mit Einzelheiten zur Umsetzung von Bestimmungen der Verordnung (EU) Nr. 952/2013 des Europäischen Parlaments und des Rates zur Festlegung des Zollkodex der Union oder die mit der zollamtlichen Ausgangsbestätigung versehene schriftliche Anmeldung in der Ausfuhr,""";;;;;;;;;;;;;;;;;;;;
"VAT-DOM-011,Keine sicherge Antwort im Kont-ext gefunden. | VAT-DOM.txt | nothing_found,VAT-DOM.txt,nothing_found,""(4) Hat der Unternehmer die Bearbeitung oder die Verarbeitung eines vom Auftraggeber beigestellten Gegenstandes übernommen und verwendet er hiebei Stoffe, die er selbst beschafft, so ist die Leistung als Lieferung anzusehen, wenn es sich bei den Stoffen nicht nur um Zutaten oder sonstige Nebensachen handelt (Werklieferung). Das gilt auch dann, wenn die Gegenstände mit dem Grund und Boden fest verbunden werden. (5) Hat ein Abnehmer dem Lieferer die Nebenerzeugnisse oder Abfälle, die bei der Bearbeitung oder Verarbeitung des ihm übergebenen Gegenstandes entstehen, zurückzugeben, so beschränkt sich die Lieferung auf den Gehalt des Gegenstandes an den Bestandteilen, die dem Abnehmer verbleiben. Das gilt auch dann, wenn der Abnehmer an Stelle der bei der Bearbeitung oder Verarbeitung entstehenden Nebenerzeugnisse oder Abfälle Gegenstände gleicher Art zurückgibt, wie sie in seinem Unternehmen regelmäßig anfallen.""";;;;;;;;;;;;;;;;;;;;
"VAT-DOM-012,""Die Leistung sollte als Lieferungen behandelt werden, da selbstbeschaffte Motoreneinheiten und Steuerungsgeräte nicht nur als Nebensachen betrachtet werden können. | VAT-DOM.txt | nothing_found"",VAT-DOM.txt,nothing_found,""(4) Hat der Unternehmer die Bearbeitung oder die Verarbeitung eines vom Auftraggeber beigestellten Gegenstandes übernommen und verwendet er hiebei Stoffe, die er selbst beschafft, so ist die Leistung als Lieferung anzusehen, wenn es sich bei den Stoffen nicht nur um Zutaten oder sonstige Nebensachen handelt (Werklieferung). Das gilt auch dann, wenn die Gegenstände mit dem Grund und Boden fest verbunden werden. (5) Hat ein Abnehmer dem Lieferer die Nebenerzeugnisse oder Abfälle, die bei der Bearbeitung oder Verarbeitung des ihm übergebenen Gegenstandes entstehen, zurückzugeben, so beschränkt sich die Lieferung auf den Gehalt des Gegenstandes an den Bestandteilen, die dem Abnehmer verbleiben. Das gilt auch dann, wenn der Abnehmer an Stelle der bei der Bearbeitung oder Verarbeitung entstehenden Nebenerzeugnisse oder Abfälle Gegenstände gleicher Art zurückgibt, wie sie in seinem Unternehmen regelmäßig anfallen.""";;;;;;;;;;;;;;;;;;;;
"VAT-DOM-013,Keine sicherge Antwort im Konticht gefunden. | VAT-DOM.txt | nothing_found,VAT-DOM.txt,nothing_found,""– Elektrizität, – Wärme oder Kälte über Wärme- oder Kältenetze an einen Unternehmer, dessen Haupttätigkeit in Bezug auf den Erwerb dieser Gegenstände in deren Weiterlieferung besteht und dessen eigener Verbrauch dieser Gegenstände von untergeordneter Bedeutung ist, gilt dort ausgeführt, wo der Abnehmer sein Unternehmen betreibt. Wird die Lieferung jedoch an die Betriebsstätte des Unternehmers ausgeführt, so ist stattdessen der Ort der Betriebsstätte maßgebend. (14) Fällt die Lieferung von – Gas über ein Erdgasnetz im Gebiet der Gemeinschaft oder jedes an ein solches Netz angeschlossene Netz, – Elektrizität, – Wärme oder Kälte über Wärme- oder Kältenetze""";;;;;;;;;;;;;;;;;;;;
"VAT-DOM-014,Keine sichene Antwort im Kontxt gefunden. | VAT-DOM.txt | nothing_found,VAT-DOM.txt,nothing_found,""(9) Gelangt der Gegenstand der Lieferung bei der Beförderung oder Versendung an den Abnehmer oder in dessen Auftrag an einen Dritten aus dem Drittlandsgebiet in das Gebiet eines Mitgliedstaates, so ist diese Lieferung als im Einfuhrland ausgeführt zu behandeln, wenn der Lieferer oder sein Beauftragter Schuldner der bei der Einfuhr zu entrichtenden Umsatzsteuer ist. (10) Ein Tausch liegt vor, wenn das Entgelt für eine Lieferung in einer Lieferung besteht. (11) Wird ein Gegenstand an Bord eines Schiffes, in einem Luftfahrzeug oder in einer Eisenbahn während einer Beförderung innerhalb der Gemeinschaft geliefert, so gilt der Abgangsort des jeweiligen Personenbeförderungsmittels im Gemeinschaftsgebiet als Ort der Lieferung.""";;;;;;;;;;;;;;;;;;;;
"VAT-DOM-015,""Die Vermietung erfolgt an dem Ort, an dem die Kundin das Boot tatsächlich übernimmt in Split. Da dies mit ihrem Wohnsitz übereinstimmend ist, trifft der erste Teil des Kontextes zu. | VAT-DOM.txt | nothing_found"",VAT-DOM.txt,nothing_found,""a) von nicht mehr als 90 Tagen bei Wasserfahrzeugen, b) von nicht mehr als 30 Tagen bei allen anderen Beförderungsmitteln. 2. Die Vermietung eines Beförderungsmittels, ausgenommen die kurzfristige Vermietung im Sinne der Z 1, wird an dem Ort ausgeführt, an dem der Leistungsempfänger seinen Wohnsitz, Sitz oder gewöhnlichen Aufenthalt hat, soweit diese Leistung an einen Nichtunternehmer im Sinne des Abs. 5 Z 3 erbracht wird. Die Vermietung eines Sportbootes wird bei Vorliegen der Voraussetzungen des ersten Satzes jedoch an dem Ort ausgeführt, an dem das Sportboot dem Leistungsempfänger tatsächlich zur Verfügung gestellt wird, wenn dieser Ort mit dem Ort, von dem aus der Unternehmer sein Unternehmen betreibt, oder mit dem Ort der Betriebsstätte, wenn die Leistung von der Betriebsstätte ausgeführt wird, übereinstimmt.""";;;;;;;;;;;;;;;;;;;;
"VAT-DOM-016,Keine sichene Antwort im Konticht gefunden. | VAT-DOM.txt | § 24,VAT-DOM.txt,§ 24,""2. was ein anderer als der Empfänger dem Unternehmer für die Lieferung oder sonstige Leistung gewährt. (3) Nicht zum Entgelt gehören die Beträge, die der Unternehmer im Namen und für Rechnung eines anderen vereinnahmt und verausgabt (durchlaufende Posten). (4) Bei der Ermittlung der Bemessungsgrundlage für Lieferungen von Kunstgegenständen, Sammlungsstücken, Antiquitäten oder bestimmten anderen beweglichen körperlichen Gegenständen ist § 24 (Differenzbesteuerung) zu beachten. (5) Werden Rechte übertragen, die mit dem Besitz eines Pfandscheines verbunden sind, so gilt als Entgelt der Preis des Pfandscheines zuzüglich der Pfandsumme. Beim Spiel mit Gewinnmöglichkeit und bei der Wette ist Bemessungsgrundlage das Entgelt für den einzelnen Spielabschluß oder für die einzelne Wette, wobei ein ausbezahlter Gewinn das Entgelt nicht mindert.""";;;;;;;;;;;;;;;;;;;;
"VAT-DOM-017,Keine sichene Antwort im Kont-ext gefunden. | VAT-DOM.txt | nothing_found,VAT-DOM.txt,nothing_found,""(4) Hat der Unternehmer die Bearbeitung oder die Verarbeitung eines vom Auftraggeber beigestellten Gegenstandes übernommen und verwendet er hiebei Stoffe, die er selbst beschafft, so ist die Leistung als Lieferung anzusehen, wenn es sich bei den Stoffen nicht nur um Zutaten oder sonstige Nebensachen handelt (Werklieferung). Das gilt auch dann, wenn die Gegenstände mit dem Grund und Boden fest verbunden werden. (5) Hat ein Abnehmer dem Lieferer die Nebenerzeugnisse oder Abfälle, die bei der Bearbeitung oder Verarbeitung des ihm übergebenen Gegenstandes entstehen, zurückzugeben, so beschränkt sich die Lieferung auf den Gehalt des Gegenstandes an den Bestandteilen, die dem Abnehmer verbleiben. Das gilt auch dann, wenn der Abnehmer an Stelle der bei der Bearbeitung oder Verarbeitung entstehenden Nebenerzeugnisse oder Abfälle Gegenstände gleicher Art zurückgibt, wie sie in seinem Unternehmen regelmäßig anfallen.""";;;;;;;;;;;;;;;;;;;;
"VAT-DOM-018,Keine sicherge Answer im Kontext finden. | VAT-DOM.txt | § 6,VAT-DOM.txt,§ 6,""3. die auf den eingeführten Gegenstand entfallenden Nebenkosten wie Beförderungs-, Versicherungs-, Verpackungskosten, Provisionen und Maklerlöhne bis zum ersten Bestimmungsort im Gebiet eines Mitgliedstaates der Europäischen Union. Das gilt auch, wenn sich diese Nebenkosten aus der Beförderung nach einem anderen in der Gemeinschaft gelegenen Bestimmungsort ergeben, der im Zeitpunkt des Entstehens der Einfuhrumsatzsteuer bekannt ist. (Anm.: Z 4 aufgehoben durch BGBl. Nr. 756/1996) (5) Für die Umrechnung von Werten in fremder Währung gelten die entsprechenden Vorschriften über den Zollwert der Waren. (6) Die Umsatzsteuer (Einfuhrumsatzsteuer) gehört nicht zur Bemessungsgrundlage. Steuerbefreiungen § 6. (1) Von den unter § 1 Abs. 1 Z 1 fallenden Umsätzen sind steuerfrei: 1. Die Ausfuhrlieferungen (§ 7) und die Lohnveredlungen an Gegenständen der Ausfuhr (§ 8)"; 2. die Umsätze für die Seeschiffahrt und für die Luftfahrt (§ 9);"
VAT-DOM-019,Keine sichergehr Antwort im Kont ext gefunden. | VAT-DOM.txt | § 1,VAT-DOM.txt,§ 1,– die Vermietung von Grundstücken an Vergütungsberechtigte im Sinne des § 1 Abs. 1 Z 1 IStVG für ihren amtlichen Gebrauch und – die Vermietung von Grundstücken für Wohnzwecke an Vergütungsberechtigte im Sinne des § 1 Abs. 1 Z 2 IStVG, so weit sie ihrem persönlichen Gebrauch dienen. § 1 Abs. 3 IStVG (Grundsatz der Gleichbehandlung) ist sinngemäß anzuwenden. Die Voraussetzungen für die Steuerbefreiung müssen vom Unternehmer durch eine vom Bundesminister für auswärtige Angelegenheiten nach amtlichem Vordruck ausgestellte, ihm vom Abnehmer auszuhändigende Bescheinigung nachgewiesen werden. Der Bundesminister für Finanzen trifft im Einvernehmen mit dem Bundesminister für auswärtige Angelegenheiten durch Verordnung die nähere Regelung hinsichtlich der Bescheinigung. e) die Lieferungen und sonstigen Leistungen, die an die Kommission oder an Agenturen oder Einrichtungen, die nach Unionsrecht errichtet worden sind, ausgeführt bzw. erbracht werden. Voraussetzung ist, dass diese""";;;;;;;;;;;;;;;;;;
"VAT-DOM-020,Keine sichene Antwort im Kontxt gefunden. | VAT-DOM.txt | nothing_found,VAT-DOM.txt,nothing_found,""(2) Inland ist das Bundesgebiet. Ausland ist das Gebiet, das hienach nicht Inland ist. Wird ein Umsatz im Inland ausgeführt, so kommt es für die Besteuerung nicht darauf an, ob der Unternehmer österreichischer Staatsbürger ist, seinen Wohnsitz oder seinen Sitz im Inland hat, im Inland eine Betriebsstätte unterhält, die Rechnung ausstellt oder die Zahlung empfängt.""";;;;;;;;;;;;;;;;;;;;
"VAT-DOM-021,Keine sichene Antwort im Kont ext gefunden. | VAT-DOM.txt | § 1,VAT-DOM.txt,§ 1,""– die Vermietung von Grundstücken an Vergütungsberechtigte im Sinne des § 1 Abs. 1 Z 1 IStVG für ihren amtlichen Gebrauch und – die Vermietung von Grundstücken für Wohnzwecke an Vergütungsberechtigte im Sinne des § 1 Abs. 1 Z 2 IStVG, so weit sie ihrem persönlichen Gebrauch dienen. § 1 Abs. 3 IStVG (Grundsatz der Gleichbehandlung) ist sinngemäß anzuwenden. Die Voraussetzungen für die Steuerbefreiung müssen vom Unternehmer durch eine vom Bundesminister für auswärtige Angelegenheiten nach amtlichem Vordruck ausgestellte, ihm vom Abnehmer auszuhändigende Bescheinigung nachgewiesen werden. Der Bundesminister für Finanzen trifft im Einvernehmen mit dem Bundesminister für auswärtige Angelegenheiten durch Verordnung die nähere Regelung hinsichtlich der Bescheinigung. e) die Lieferungen und sonstigen Leistungen, die an die Kommission oder an Agenturen oder Einrichtungen, die nach Unionsrecht errichtet worden sind, ausgeführt bzw. erbracht werden. Voraussetzung ist, dass diese""";;;;;;;;;;;;;;;;;;;;
"VAT-DOM-022,""Ja, die internen Managementleistungs-Inhalte könnten allein als Innenleistung gezählt werden und nicht als UMSATZ zwischen beiden Unternehmensstellen betrachtet. | VAT-DOM.txt | nothing_found"",VAT-DOM.txt,nothing_found,""2. wenn eine juristische Person dem Willen eines Unternehmers derart untergeordnet ist, daß sie keinen eigenen Willen hat. Eine juristische, Person ist dem Willen eines Unternehmers dann derart untergeordnet, daß sie keinen eigenen Willen hat (Organschaft), wenn sie nach dem Gesamtbild der tatsächlichen Verhältnisse finanziell, wirtschaftlich und organisatorisch in sein Unternehmen eingegliedert ist. Die Wirkungen der Organschaft sind auf Innenleistungen zwischen den im Inland gelegenen Unternehmensteilen beschränkt. Diese Unternehmensteile sind als ein Unternehmen zu behandeln. Hat der Organträger seine Geschäftsleitung im Ausland, gilt der wirtschaftlich bedeutendste Unternehmensteil im Inland als Unternehmer.""";;;;;;;;;;;;;;;;;;;;
"VAT-DOM-023,Keine sicherge Antwort im Kont ext gefunden. | VAT-DOM.txt | nothing_found,VAT-DOM.txt,nothing_found,""(2) Ein tauschähnlicher Umsatz liegt vor, wenn das Entgelt für eine sonstige Leistung in einer Lieferung oder in einer sonstigen Leistung besteht. (3) Überläßt ein Unternehmer einem Auftraggeber, der ihm einen Stoff zur Herstellung eines Gegenstandes übergeben hat, an Stelle des herzustellenden Gegenstandes einen gleichartigen Gegenstand, wie er ihn in seinem Unternehmen aus solchem Stoff herzustellen pflegt, so gilt die Leistung des Unternehmers als sonstige Leistung (Werkleistung), wenn das Entgelt für die Leistung nach Art eines Werklohnes unabhängig vom Unterschied zwischen dem Marktpreis des empfangenen Stoffes und dem des überlassenen Gegenstandes berechnet wird. (4) Besorgt ein Unternehmer eine sonstige Leistung, so sind die für die besorgte Leistung geltenden Rechtsvorschriften auf die Besorgungsleistung entsprechend anzuwenden. Ort der sonstigen Leistung (5) Für Zwecke der Anwendung der Abs. 6 bis 16 und Art. 3a gilt""";;;;;;;;;;;;;;;;;;;;
"VAT-DOM-024,Keine sichergehr Antwort im Kont ext gefunden. | VAT-DOM.txt | § 2,VAT-DOM.txt,§ 2,""Unternehmer, Unternehmen § 2. (1) Unternehmer ist, wer eine gewerbliche oder berufliche Tätigkeit selbständig ausübt. Das Unternehmen umfaßt die gesamte gewerbliche oder berufliche Tätigkeit des Unternehmers. Gewerblich oder beruflich ist jede nachhaltige Tätigkeit zur Erzielung von Einnahmen, auch wenn die Absicht, Gewinn zu erzielen, fehlt oder eine Personenvereinigung nur gegenüber ihren Mitgliedern tätig wird. (2) Die gewerbliche oder berufliche Tätigkeit wird nicht selbständig ausgeübt, 1. soweit natürliche Personen, einzeln oder zusammengeschlossen, einem Unternehmen derart eingegliedert sind, daß sie den Weisungen des Unternehmers zu folgen, verpflichtet sind";"
VAT-DOM-025,Keine sichene Antwort im Konticht gefunden. | VAT-DOM.txt | § 3,VAT-DOM.txt,§ 3,(3a) 1. Unternehmer, die Einfuhr-Versandhandelsumsätze (§ 3 Abs. 8a), bei denen der Einzelwert der Waren je Sendung 150 Euro nicht übersteigt, durch die Nutzung einer elektronischen Schnittstelle, beispielsweise eines Marktplatzes, einer Plattform, eines Portals oder Ähnlichem, unterstützen, werden behandelt, als ob sie diese Gegenstände selbst erhalten und geliefert hätten. 2. Unternehmer, die die Lieferung von Gegenständen innerhalb der Gemeinschaft durch einen Unternehmer, der im Gemeinschaftsgebiet weder sein Unternehmen betreibt noch eine Betriebsstätte hat, an einen Nichtunternehmer durch die Nutzung einer elektronischen Schnittstelle, beispielsweise eines Marktplatzes, einer Plattform, eines Portals oder Ähnlichem, unterstützen, werden behandelt, als ob sie diese Gegenstände selbst erhalten und geliefert hätten.""";;;;;;;;;;;;;;;;;;;
"VAT-DOM-026,Die Honorare des Arztes qualifiziert einkommen-steuerlich als selbständige Arbeit und daher umsatz-steuerlich entsprechend zur Lieferung unter Verwendung des § 3 Abs. 1 lit a EStG. | VAT-DOM.txt | § 29,VAT-DOM.txt,§ 29,""1. die von Funktionären im Sinne des § 29 Z 4 des Einkommensteuergesetzes 1988 in Wahrnehmung ihrer Funktionen ausgeübte Tätigkeit";" 2. eine Tätigkeit, die auf Dauer gesehen Gewinne oder Einnahmenüberschüsse nicht erwarten läßt (Liebhaberei). (6) Als Unternehmer gilt auch ein in einem Dienstverhältnis zu einer Krankenanstalt stehender Arzt, soweit er in Ausübung seiner ärztlichen Tätigkeit Entgelte vereinnahmt, die gemäß § 22 Z 1 lit. b des Einkommensteuergesetzes 1988 zu den Einkünften aus selbständiger Arbeit zählen. Lieferung § 3. (1) Lieferungen sind Leistungen, durch die ein Unternehmer den Abnehmer oder in dessen Auftrag einen Dritten befähigt, im eigenen Namen über einen Gegenstand zu verfügen. Die Verfügungsmacht über den Gegenstand kann von dem Unternehmer selbst oder in dessen Auftrag durch einen Dritten verschafft werden. (2) Einer Lieferung gegen Entgelt gleichgestellt wird die Entnahme eines Gegenstandes durch einen Unternehmer aus seinem Unternehmen""";;;;;;;;;;;;;;;;;;;
"VAT-DOM-027,Keine sicherge Answer im Kontext finden. | VAT-DOM.txt | § 24,VAT-DOM.txt,§ 24,""2. was ein anderer als der Empfänger dem Unternehmer für die Lieferung oder sonstige Leistung gewährt. (3) Nicht zum Entgelt gehören die Beträge, die der Unternehmer im Namen und für Rechnung eines anderen vereinnahmt und verausgabt (durchlaufende Posten). (4) Bei der Ermittlung der Bemessungsgrundlage für Lieferungen von Kunstgegenständen, Sammlungsstücken, Antiquitäten oder bestimmten anderen beweglichen körperlichen Gegenständen ist § 24 (Differenzbesteuerung) zu beachten. (5) Werden Rechte übertragen, die mit dem Besitz eines Pfandscheines verbunden sind, so gilt als Entgelt der Preis des Pfandscheines zuzüglich der Pfandsumme. Beim Spiel mit Gewinnmöglichkeit und bei der Wette ist Bemessungsgrundlage das Entgelt für den einzelnen Spielabschluß oder für die einzelne Wette, wobei ein ausbezahlter Gewinn das Entgelt nicht mindert.""";;;;;;;;;;;;;;;;;;;;
"VAT-DOM-028,Der Drittbetrug von 8. 000 € gehört zur Sollinneinnahme und somit zur Bemessung der Umsatzsteuer. | VAT-DOM.txt | § 4,VAT-DOM.txt,§ 4,""behandelt werden. Bemessungsgrundlage für die Lieferungen, sonstigen Leistungen und den Eigenverbrauch § 4. (1) Der Umsatz wird im Falle des § 1 Abs. 1 Z 1 nach dem Entgelt bemessen. Entgelt ist alles, was der Empfänger einer Lieferung oder sonstigen Leistung aufzuwenden hat, um die Lieferung oder sonstige Leistung zu erhalten (Solleinnahme)";" dazu gehören insbesondere auch Gebühren für Rechtsgeschäfte und andere mit der Errichtung von Verträgen über Lieferungen oder sonstige Leistungen verbundene Kosten, die der Empfänger einer Lieferung oder sonstigen Leistung dem Unternehmer zu ersetzen hat. (2) Zum Entgelt gehört auch, 1. was der Empfänger einer Lieferung oder sonstigen Leistung freiwillig aufwendet, um die Lieferung oder sonstige Leistung zu erhalten, 2. was ein anderer als der Empfänger dem Unternehmer für die Lieferung oder sonstige Leistung gewährt.""";;;;;;;;;;;;;;;;;;;
"VAT-DOM-029,Keine sicherge Antwort im Kont ext gefunden. | VAT-DOM.txt | nothing_found,VAT-DOM.txt,nothing_found,""(4) Hat der Unternehmer die Bearbeitung oder die Verarbeitung eines vom Auftraggeber beigestellten Gegenstandes übernommen und verwendet er hiebei Stoffe, die er selbst beschafft, so ist die Leistung als Lieferung anzusehen, wenn es sich bei den Stoffen nicht nur um Zutaten oder sonstige Nebensachen handelt (Werklieferung). Das gilt auch dann, wenn die Gegenstände mit dem Grund und Boden fest verbunden werden. (5) Hat ein Abnehmer dem Lieferer die Nebenerzeugnisse oder Abfälle, die bei der Bearbeitung oder Verarbeitung des ihm übergebenen Gegenstandes entstehen, zurückzugeben, so beschränkt sich die Lieferung auf den Gehalt des Gegenstandes an den Bestandteilen, die dem Abnehmer verbleiben. Das gilt auch dann, wenn der Abnehmer an Stelle der bei der Bearbeitung oder Verarbeitung entstehenden Nebenerzeugnisse oder Abfälle Gegenstände gleicher Art zurückgibt, wie sie in seinem Unternehmen regelmäßig anfallen.""";;;;;;;;;;;;;;;;;;;;
"VAT-DOM-030,Keine sicherge Antwort im Kont ext gefunden. | VAT-DOM.txt | § 6,VAT-DOM.txt,§ 6,""3. die auf den eingeführten Gegenstand entfallenden Nebenkosten wie Beförderungs-, Versicherungs-, Verpackungskosten, Provisionen und Maklerlöhne bis zum ersten Bestimmungsort im Gebiet eines Mitgliedstaates der Europäischen Union. Das gilt auch, wenn sich diese Nebenkosten aus der Beförderung nach einem anderen in der Gemeinschaft gelegenen Bestimmungsort ergeben, der im Zeitpunkt des Entstehens der Einfuhrumsatzsteuer bekannt ist. (Anm.: Z 4 aufgehoben durch BGBl. Nr. 756/1996) (5) Für die Umrechnung von Werten in fremder Währung gelten die entsprechenden Vorschriften über den Zollwert der Waren. (6) Die Umsatzsteuer (Einfuhrumsatzsteuer) gehört nicht zur Bemessungsgrundlage. Steuerbefreiungen § 6. (1) Von den unter § 1 Abs. 1 Z 1 fallenden Umsätzen sind steuerfrei: 1. Die Ausfuhrlieferungen (§ 7) und die Lohnveredlungen an Gegenständen der Ausfuhr (§ 8)"; 2. die Umsätze für die Seeschiffahrt und für die Luftfahrt (§ 9);"
VAT-DOM-031,Keine sicherge Antwort im Kont ext gefunden. | VAT-DOM.txt | nothing_found,VAT-DOM.txt,nothing_found,(2) Ein tauschähnlicher Umsatz liegt vor, wenn das Entgelt für eine sonstige Leistung in einer Lieferung oder in einer sonstigen Leistung besteht. (3) Überläßt ein Unternehmer einem Auftraggeber, der ihm einen Stoff zur Herstellung eines Gegenstandes übergeben hat, an Stelle des herzustellenden Gegenstandes einen gleichartigen Gegenstand, wie er ihn in seinem Unternehmen aus solchem Stoff herzustellen pflegt, so gilt die Leistung des Unternehmers als sonstige Leistung (Werkleistung), wenn das Entgelt für die Leistung nach Art eines Werklohnes unabhängig vom Unterschied zwischen dem Marktpreis des empfangenen Stoffes und dem des überlassenen Gegenstandes berechnet wird. (4) Besorgt ein Unternehmer eine sonstige Leistung, so sind die für die besorgte Leistung geltenden Rechtsvorschriften auf die Besorgungsleistung entsprechend anzuwenden. Ort der sonstigen Leistung (5) Für Zwecke der Anwendung der Abs. 6 bis 16 und Art. 3a gilt""";;;;;;;;;;;;;;;;;;
"VAT-DOM-032,Keine sichene Antwort im Konticht gefunden. | VAT-DOM.txt | nothing_found,VAT-DOM.txt,nothing_found,""(2) Einer Lieferung gegen Entgelt gleichgestellt wird die Entnahme eines Gegenstandes durch einen Unternehmer aus seinem Unternehmen – für Zwecke, die außerhalb des Unternehmens liegen, – für den Bedarf seines Personals, sofern keine Aufmerksamkeiten vorliegen, oder – für jede andere unentgeltliche Zuwendung, ausgenommen Geschenke von geringem Wert und Warenmuster für Zwecke des Unternehmens. Eine Besteuerung erfolgt nur dann, wenn der Gegenstand oder seine Bestandteile zu einem vollen oder teilweisen Vorsteuerabzug berechtigt haben. (3) Beim Kommissionsgeschäft liegt zwischen dem Kommittenten und dem Kommissionär eine Lieferung vor. Bei der Verkaufskommission gilt die Lieferung des Kommittenten erst mit der Lieferung durch den Kommissionär als ausgeführt. (3a)""";;;;;;;;;;;;;;;;;;;;
"VAT-DOM-033,""Bei Beweglichen körpereigenen Gegenständenen wie Kunstgegenstände, Sammlungenstücke oder Antiquitäts gibt es eine spezielle Bewertungsregelnach § 26 UStG, die Differenzbestimmung angibt. | VAT-DOM.txt | § 24"",VAT-DOM.txt,§ 24,""2. was ein anderer als der Empfänger dem Unternehmer für die Lieferung oder sonstige Leistung gewährt. (3) Nicht zum Entgelt gehören die Beträge, die der Unternehmer im Namen und für Rechnung eines anderen vereinnahmt und verausgabt (durchlaufende Posten). (4) Bei der Ermittlung der Bemessungsgrundlage für Lieferungen von Kunstgegenständen, Sammlungsstücken, Antiquitäten oder bestimmten anderen beweglichen körperlichen Gegenständen ist § 24 (Differenzbesteuerung) zu beachten. (5) Werden Rechte übertragen, die mit dem Besitz eines Pfandscheines verbunden sind, so gilt als Entgelt der Preis des Pfandscheines zuzüglich der Pfandsumme. Beim Spiel mit Gewinnmöglichkeit und bei der Wette ist Bemessungsgrundlage das Entgelt für den einzelnen Spielabschluß oder für die einzelne Wette, wobei ein ausbezahlter Gewinn das Entgelt nicht mindert.""";;;;;;;;;;;;;;;;;;;;
"VAT-DOM-034,""Beförderuns-, Versicherungskosten und Verpackungsgebühren sind nach §5 UStA in die Befassungsgrundlage einbeziehbar. | VAT-DOM.txt | § 6"",VAT-DOM.txt,§ 6,""3. die auf den eingeführten Gegenstand entfallenden Nebenkosten wie Beförderungs-, Versicherungs-, Verpackungskosten, Provisionen und Maklerlöhne bis zum ersten Bestimmungsort im Gebiet eines Mitgliedstaates der Europäischen Union. Das gilt auch, wenn sich diese Nebenkosten aus der Beförderung nach einem anderen in der Gemeinschaft gelegenen Bestimmungsort ergeben, der im Zeitpunkt des Entstehens der Einfuhrumsatzsteuer bekannt ist. (Anm.: Z 4 aufgehoben durch BGBl. Nr. 756/1996) (5) Für die Umrechnung von Werten in fremder Währung gelten die entsprechenden Vorschriften über den Zollwert der Waren. (6) Die Umsatzsteuer (Einfuhrumsatzsteuer) gehört nicht zur Bemessungsgrundlage. Steuerbefreiungen § 6. (1) Von den unter § 1 Abs. 1 Z 1 fallenden Umsätzen sind steuerfrei: 1. Die Ausfuhrlieferungen (§ 7) und die Lohnveredlungen an Gegenständen der Ausfuhr (§ 8)"; 2. die Umsätze für die Seeschiffahrt und für die Luftfahrt (§ 9);"
VAT-DOM-035,Keine sichre Antwort im Kontxt gefunden. | VAT-DOM.txt | nothing_found,VAT-DOM.txt,nothing_found,2. wenn eine juristische Person dem Willen eines Unternehmers derart untergeordnet ist, daß sie keinen eigenen Willen hat. Eine juristische, Person ist dem Willen eines Unternehmers dann derart untergeordnet, daß sie keinen eigenen Willen hat (Organschaft), wenn sie nach dem Gesamtbild der tatsächlichen Verhältnisse finanziell, wirtschaftlich und organisatorisch in sein Unternehmen eingegliedert ist. Die Wirkungen der Organschaft sind auf Innenleistungen zwischen den im Inland gelegenen Unternehmensteilen beschränkt. Diese Unternehmensteile sind als ein Unternehmen zu behandeln. Hat der Organträger seine Geschäftsleitung im Ausland, gilt der wirtschaftlich bedeutendste Unternehmensteil im Inland als Unternehmer.""";;;;;;;;;;;;;;;;;;
"VAT-DOM-036,""Diese Tätigkeit kann als Personenbeförgerleistung nach § 4 Nr. 17 UStG eingeordnet werden, da es sich um eine Befördung innerhalb des Bundesgebietes handelt, unabhängig vom Standort der Betreiber. | VAT-DOM.txt | nothing_found"",VAT-DOM.txt,nothing_found,""c) die Einräumung von Rechten zur Nutzung von Grundstücken";" d) die sonstigen Leistungen zur Vorbereitung oder zur Koordinierung von Bauleistungen (zB die Leistungen von Architekten und Bauaufsichtsbüros). (10) Eine Personenbeförderungsleistung wird dort ausgeführt, wo die Beförderung bewirkt wird. Erstreckt sich eine Beförderungsleistung sowohl auf das Inland als auch auf das Ausland, so fällt der inländische Teil der Leistung unter dieses Bundesgesetz. Als inländischer Teil der Leistung gilt auch die Beförderung auf den von inländischen Eisenbahnverwaltungen betriebenen, auf ausländischem Gebiet gelegenen Anschlussstrecken, sowie die Beförderung auf ausländischen Durchgangsstrecken, soweit eine durchgehende Abfertigung nach Inlandstarifen erfolgt. Gleiches gilt für eine Güterbeförderungsleistung, wenn der Leistungsempfänger ein Nichtunternehmer im Sinne des Abs. 5 Z 3 ist.""";;;;;;;;;;;;;;;;;;;
