id,answer;;;;;
"""ESTG-NEW-014,""Der Rebase-Modus führt zu einer Steuerschuld nach Paragraph 10 Abs 1 KStG, da die stETH-Abgabegrundsatz nicht mehr gleich dem Wert der ETH ist. Der Verkauf der stETH führt zu einer Steuerschuld nach Paragraph 10 Abs 2 KStG, weil die Veräußerungsgewinne nicht mit der Abgabegrundsatzunterschiede abgezogen werden können.""";;;;;
"""ESTG-NEW-015,""Nein. Eine Tauschaktion zwischen Stablecoins ist grundsätzlich steuerbar, weil sich der Wert des Stablecoins nicht aufgrund der Tauschaktion auf den aktuellen Marktpreis beruhen kann. Die Steuerpflicht gilt auch für Tauschaktionen zwischen Stablecoins und anderen Finanzmarktköpfen, wenn der Wert des Stablecoins nicht auf dem Markt beruht.""";;;;;
"""ESTG-NEW-016,§-1-Abs-4-Ermittlung des Steuersatzes nach §-1-Abs-7: Steuersatz für den Eingang: 100 % Steuersatz für den Abzug: 100 % Steuersatz für den Verkauf: 100 % Steuersatz für die Verluste: 100 % Steuersatz für die Gewinne: 100 % Steuersatz für die Verluste: 100 % Steuersatz für die Gewinne: 100 %";;;;;
"""ESTG-NEW-017,""Die Anschaffungskosten sind auf die Anschaffungszeitpunkt des Verlustes zu bestimmen. Da die Tante im Februar 2021 die BTC angeschafft hatte, sind die Anschaffungskosten im Jahr 2021 zu bestimmen. Die Anschaffungskosten sind daher EUR 10.500 pro Stück. Der Verkauf ist steuerfrei.""";;;;;
"""ESTG-NEW-018,Nein. Der Verlust ist nicht steuerbar gemäß § 27 Abs 8 EStG. Der Verlust liegt ausschließlich vor dem Ansässigkeitsstaat Österreich vor.";;;;;
"""ESTG-NEW-019,""Nein. Der Reverse Stock Split ist ein steuerlich relevanter Vorgang, da die Anzahl der Aktien um mehr als 50 % gesteigert wurde. Die Barabfindung für die überschüssigen Aktien ist daher nicht zulässig.""";;;;;
"""ESTG-NEW-020,""Die Steuerpflicht liegt bei den automatischen Einnahmen aus der re-stakten Rewards, da sie nicht durch die Person selbst gewährt wurden. Die Steuerpflicht beginnt mit dem Tag des Beendens des Staking und endet mit der Auszahlung auf die Wallet.""";;;;;
"""VAT-DOM-001,""Ja. Der Marktplatz ist als Dienstleister des Verkäufers zu bezeichnen. Da der Verkäufer die Ware selbst nicht selbst versenden und nicht selbst abholen konnte, liegt ein Verkehrsgüterverkehr vor. Umsetzungstechnik und -organisatorische Leistungen sind nicht steuerpflichtig.""";;;;;
"""VAT-DOM-002,""Die Beförderung ist für die Ware im Ausland zuständig, da sie von einem anderen Mitgliedstaat ausführt. Die Ware wurde von Polen nach Österreich befördert, also zählt die Beförderung zur Lieferung in der anderen Mitgliedstaat.""";;;;;
"""VAT-DOM-003,Nein. Es liegt keine Lieferung oder andere Leistung vor. Der Unternehmer hat den Auftraggeber nur einen Teil seines eigenen Bestands an Schmuckstücken zur Verfügung gestellt.";;;;;
VAT-DOM-004,Nein. Der Leistungsort liegt nicht im Inland. Die weiterverrechnete Besteuerung ist daher nicht zulässig.;;;;;
"""VAT-DOM-005,""Nein. Der Leistungsort liegt nicht im Inland, da die Teilnahme durch Livestream erfolgt. Die Tatsache, dass der Unternehmer ausländisch wohnt, ist nicht relevant. Es besteht kein Ansässigkeitsstaat.""";;;;;
"""VAT-DOM-006,""Ja. Der Verarbeiter liegt unter Paragraph 10 Abs 2 Z 3 EStG vor, da er die Abfälle als Abzug von dem übergebenen Material betrachtet. Es besteht keine Ausnahme gemäß Paragraph 10 Abs 2 Z 4 EStG, weil kein Wettbewerb vorliegt.""";;;;;
"""VAT-DOM-007,""Nein. Der Ort der Lieferung ist der Ort des Abkommens, also Österreich. Es liegt kein abweichendes Verhältnis vor, da die Verkäufe nicht aufgrund einer unvorhergesehenen Situation erfolgen. Die Verkäufe sind daher nicht innerstaatlich, sondern internationell durchgeführt.""";;;;;
"""VAT-DOM-008,""§-1-Abs-2-EStG-Ermittlung des Steuersatzes erfolgt nach Paragraph 3 Abs 1 EStG. Es liegt eine ausschließliche Verwertung vor, da die Wiederverkäufe ausschließlich mit der Elektrizität aus der Lieferung erfolgen. Der Steuersatz beträgt daher 0 %.""";;;;;
VAT-DOM-009,§-1-Abs-3-Ermittlung und Steuerpflichtige: §-1-Abs-4-Ermittlung und Steuerpflichtige: §-2-Abs-1-Unternehmer: §-2-Abs-2-Unternehmer: §-2-Abs-3-Unternehmer: §-2-Abs-4-Unternehmer: §-2-Abs-5-Unternehmer: §-2-Abs-6-Unternehmer: §-2-Abs-7-Unternehmer:;;;;;
"""VAT-DOM-010,""Nein. Der Ort der Lieferung liegt nicht im Inland Österreich, da die Verfügungsmacht erst nach der Einbringung der Maschine in Graz erfolgte. Es besteht daher kein Ansässigkeitsstaat und kein abweichendes Steuersubjekt. Die Veräußerung ist innerörtlich unabhängig von der Verfügungsmacht. Die Veräußerung ist daher nicht steuerpflichtig.""";;;;;
"""VAT-DOM-011,""Nein. Es liegt keine Lieferung vor, da die Waren bereits im Lager des Kommissionärs waren und nicht mehr auf dem Wege des Verkäufers an den Endkunden weitergegeben wurden. Die Lieferung ist daher erst nach Übermittlung an den Endkunde als ausgeführt zu schätzen.""";;;;;
"""VAT-DOM-012,""Die Leistung ist als Lieferung zu behandeln. Da die Leistung ausschließlich zur Herstellung des eigenen Produkts diente, ist sie nicht als sonstige Leistung zu beurteilen. Die Leistung ist daher als Lieferung zu beurteilen.""";;;;;
VAT-DOM-013,§-1-Abs-2-EStG: Es liegt keine Wiederverkäufebeleistung vor. Die Leistungen sind als Energieversorgung zu bezeichnen.;;;;;
"""VAT-DOM-014,""Die Vermittlung erfolgte im Inland Österreich, da die Maschine auf demselben Tag wie die Verfügungsmacht in Belgien an die Privatperson geliefert wurde. Die Veranlassung zur Vermittlung war daher nicht gegeben.""";;;;;
"""VAT-DOM-015,""§ 20 Abs 1 EStG beschränkt die Veranlassungsgrundlage für das Steuersubjekt auf den Verkauf oder den Leihvertrag eines Vermietungsgeschäfts. Da kein Verkauf erfolgt, liegt keine Veranlassung vor.""";;;;;
"""VAT-DOM-016,""Ja. Es liegt eine Lieferung vor, weil die Anlage bereits eingesetzt wurde und damit bereits Teil des Eigentums ist. Lieferungen vor Veräußerung sind grundsätzlich nicht möglich.""";;;;;
"""VAT-DOM-017,""§-1-Abs-3-Ermittlungsgesetz: Die Verwertung ist grundsätzlich nicht zu veranlassten, wenn die Wirtschaftliche Leistungsfähigkeit der verwerteten Ware nicht wesentlich beeinträchtigt wird. Es liegt keine Verwertungsverbot, weil die Verwertung nur zur Vergrößern der Wirtschaftlichen Leistungsfähigkeit führt.""";;;;;
"""VAT-DOM-018,""§ 4 Abs 1 EStG beschränkt die Anwendung des OECD-MA nur auf Tätigkeiten, bei denen die Gesellschafterstaaten eine direkte Beteiligung an den Tätigkeiten haben. Da die Beratungsgesellschaft ausschließlich für die italienische Betriebsstätte verwendet wird, liegt keine direkte Beteiligung vor. Der OECD-MA greift nicht an.""";;;;;
"""VAT-DOM-019,""Nein. Eine Leistung ist eine wirtschaftliche Tätigkeit, die nicht als Teil einer sonstigen Leistung dient. Eine Leistung ist nur dann möglich, wenn der Leistungsnehmer einen anderen Zweck erzielen kann. Hier ist der Nachbar lediglich dazu veranlasst worden, den Nachteil seines eigenen Rechts zu vermeiden. Es handelt sich um eine Leistung, die nicht als solche dient.""";;;;;
"""VAT-DOM-020,""Nein. Der Leistungsort liegt im Inland, weil die Anwendung der Schweizer Gesetzgebung aufgrund des Unternehmens nicht unternehmerisch ist. Es besteht keine Ausnahme gemäß Paragraph 10 Abs 2 Z 3 KStG.""";;;;;
"""VAT-DOM-021,""Nein. § 1 Abs 1 Z 1 UStG greift nur die Verwaltung und Betriebe, die ausschließlich für den Unternehmer dienlich sind. Die Vermietung von Flächen ist nicht ausschließlich für den Unternehmer dienlich. Es liegt daher keine Verwaltung oder Betriebe vor.""";;;;;
"""VAT-DOM-022,""Ja. Die Tochter ist ein Unternehmensunternehmen des Unternehmers, da sie eine eigenständige Tätigkeit durchführt und keine ausschließliche Veranlassung zur Einbeziehung der Mutter hat. Die Innenleistungen sind daher Umsätze des Unternehmers.""";;;;;
"""VAT-DOM-023,""Nein. Die Einnahmen sind nicht wirtschaftlich erzielt, weil sie nicht aus der Leistungsfähigkeit des Unternehmens resultieren. Es liegt daher keine Unternehmerschaft vor.""";;;;;
"""VAT-DOM-024,""§-4-Abs-1-Ermittlung der Gewinnermittlung laut §-4-Abs-2. Es liegt keine Selbständigkeit vor, da kein Eigenvermögen vorhanden ist. Ein besonderer Beruf oder eine besondere Fertigkeit ist nicht zu beobachten. Es handelt sich um eine Tätigkeit des Unternehmens, die nicht ausschließlich für den Unternehmer selbst dient. Es liegt daher eine Tätigkeit des Unternehmens vor, die ausschließlich für den Unternehmer selbst nicht dient.""";;;;;
"""VAT-DOM-025,Nein. Der Unternehmer kann die 3.000 Euro nicht in seine Bemessungsgrundlage einbeziehen. Der Betrag ist als Steuersubjekt des Steuersatzes für den Gewinnen zu berücksichtigen.";;;;;
VAT-DOM-026,§ 4 Abs 3 UStG 1988 beschränkt sich auf die Einkünfte aus selbständiger Arbeit. Die Honorare des Arztes sind daher nicht steuerfrei. Der Steuerpflichtige ist jedoch durch § 4 Abs 5 UStG 1988 mit der Steuer auf die Einkünfte aus der Selbständigkeit abgesetzt.;;;;;
"""VAT-DOM-027,""§ 1 Abs 1 UStG beschränkt sich auf Betriebe, wobei der Betrieb im Sinne des § 1 Abs 1 UStG eine wirtschaftliche Tätigkeit ist. Der Eigenverbrauch ist daher nicht unter dem Betrieb zu verstehen. Die Zahlung ist somit als Privatverbrauch zu beurteilen.""";;;;;
"""VAT-DOM-028,""Der Drittbetrag ist als Abzug aus dem sonstigen Einkommen zu beurteilen. Da die Entgeltzahlung durch den Konzernunternehmer nicht aufgrund eines abweichenden Wettbewerbsverhältnisses erfolgt, sondern aufgrund einer direkten Leistungserbringung, ist der Abzug als Abzug aus dem sonstigen Einkommen zu beurteilen. Der Abzug beträgt somit 8.000 Euro.""";;;;;
"VAT-DOM-029,""Nach dem Grundsatz der Wirtschaftlichkeit ist die Bemessungsgrundlage des Vertrags der wirtschaftlichen Leistungsfähigkeit der betrieblichen Seite zu bestimmen. Da die betriebliche Seite als Unternehmer betrachtet wird, sind die wirtschaftlichen Leistungen der Maschine und der Rohstoffe als Bemessungsgrundlage des Vertrags anzusehen.""";;;;;
"VAT-DOM-030,""§ 5 UStG grundsätzlich berücksichtigt den vollständigen Wert des Gegenstandes. Da der Entgelt für die Bearbeitung nicht als Einkunftsquelle des Unternehmens eingesetzt wird, liegt keine Bemessungsgrundlage nach Paragraph 1 Abs 2 UStG vor. Es liegt eine Bemessungsgrundlage nach Paragraph 1 Abs 3 UStG vor.""";;;;;
"""VAT-DOM-031,§-1-Abs-3-Ermittlung und Steuererklärung §-1-Abs-4-Ermittlung und Steuererklärung";;;;;
"""VAT-DOM-032,""§ 4 Abs 1 UStG ordnet die tatsächliche Leistung als Bemessungsgrundlage an. Da der Gesellschafter lediglich einen Teil der tatsächlichen Leistung erzielt, ist der gesamte Betrag als tatsächliche Leistung zu bezeichnen.""";;;;;
"""VAT-DOM-033,""§ 4 Abs 2 UStG beschränkt sich auf den Vergleichseinkauf als Bemessungsgrundlage. Es liegt keine Bemessungsgrundlage vor, weil kein vergleichbarer Gegenstand im Markt zu finden ist.""";;;;;
"""VAT-DOM-034,""Die Beförderungs- und Versicherungskosten sind nicht in die Bemessungsgrundlage einzubringen, da sie bereits bei der Entstehung des Einfuhrumsatzes bestehen. Die Verpackungskosten fallen nicht ein, weil sie nicht mit der Ware zusammengefasst werden können.""";;;;;
"""VAT-DOM-035,""Die Tätigkeit ist nicht eigenverantwortlich ausgeübt, da sie von der Gesellschaftergesellschaft durch die Aufsichtsbehörde kontrolliert wird. Die Tätigkeit ist auch nicht selbständige unternehmerische Tätigkeit, da sie keine Eigenverwaltungsgeschäfte umfasst. Die Tätigkeit ist daher als Berufserfahrung zu beurteilen.""";;;;;
"""VAT-DOM-036,""§ 2 UStG beschränkt sich auf Tätigkeiten als Unternehmer. Eine Tätigkeit als Unternehmer ist grundsätzlich eine Tätigkeit als Gewinner einer wettbewerbsfähigen Tätigkeit. Da der Bund keine wettbewerbsfähige Tätigkeit ausübt, ist die Tätigkeit des Bundes als Bundesorgan nicht als Unternehmer zu bezeichnen.""";;;;;
"""VAT-DOM-037,""§ 4 Abs 3 UStG bestimmt, dass eine freiwillige Übernahme von Kosten als Einkunftsquelle des Unternehmers betrachtet wird. Es liegt keine Veranlassung vor, die Zahlung als Einnahme des Körpers zu bezeichnen.""";;;;;
"""VAT-DOM-038,""Ja. Der Eigenverbrauch ist nur steuerbar, wenn er ausschließlich für den Unternehmer selbst dienstbar ist und nicht für andere Zwecke des Unternehmens dient. Da der Eigenverbrauch für Zwecke des Unternehmens dient, ist er nicht steuerbar.""";;;;;
"""VAT-DOM-039,""Nein. Die Einfuhrumsatzsteuer ist nicht Teil der Bemessungsgrundlage, sondern eine Ausnahmeart des Steuersatzes gemäß Paragraph 10 Abs 2 UStG.""";;;;;
"""VAT-DOM-040,""§ 2 Abs 1 UStG besagt, dass eine Tätigkeit als solche begründet ist, wenn sie nicht nur aufgrund der Art der Leistungserbringung, sondern auch aufgrund der Art der Leistungspflichterfüllung ausschließlich gegen einen bestimmten Personenkreis ausgeübt wird. Die Tätigkeit ist daher grundsätzlich grundsätzlich nur gegenüber Mitgliedern möglich.""";;;;;
"""VAT-DOM-041,""Nein. § 7 UStG gelten nur für Lieferungen ausländischer Abnehmer. Da die Lieferung von Österreich nach Deutschland nicht ausländisch ist, sind die Steuern nach § 7 UStG nicht anwendbar.""";;;;;
"VAT-DOM-042,""§-1-Abs-3-UStG: Abzugsrecht für die Einkünfte aus der Leistungsvermittlung über eine Ware über eine Zweigniederlassung besteht nur dann, wenn die Zweigniederlassung als solche selbständig betrieblich tätig ist und nicht nur als Unternehmertätigkeit des Ansässigen eingeschlossen wird.""";;;;;
"""VAT-DOM-043,§-4-Abs-3-Ermittlung der Einkünfte: §-4-Abs-5-Ermittlung der Einkünfte: §-4-Abs-6-Ermittlung der Einkünfte: §-4-Abs-7-Ermittlung der Einkünfte: §-4-Abs-8-Ermittlung der Einkünfte: §-4-Abs-9-Ermittlung der Einkünfte: §-4-Abs-10-Ermittlung der Einkünfte:";;;;;
"""VAT-DOM-044,§-1-Abs-2-Ermittlung von Einkünften aus der Leasing- und Verwaltungsertragsvergabe laut OECD-MA: §-1-Abs-2-Ermittlung von Einkünften aus der Leasing- und Verwaltungsertragsvergabe laut OECD-MA: §-1-Abs-2-Ermittlung von Einkünften aus der Leasing- und Verwaltungsertragsvergabe laut OECD-MA: §-1-Abs-2-Ermittlung von Einkün";;;;;
"""VAT-DOM-045,""Nein. Die Steuerfreigabe ist nur möglich, wenn der Unternehmer die Ware am Zeitpunkt der Lieferung oder des Vertragsabkommens mit dem Kunden bekanntgibt. Da der Unternehmer die Ware erst nach acht Monaten bekanntgeben muss, kann die Steuerfreiheit nicht sofort beansprucht werden.""";;;;;
"""VAT-DOM-046,""Ja. Es liegt eine Lohnveredlung an Gegenständen der Ausfuhr vor, weil die Maschinenteile im Gemeinschaftsgebiet erworben wurden und nicht in einem anderen Staate erworben wurden. Die Lohnveredlung ist daher nicht abzugsfähig gemäß Paragraph 10 Abs 2 Z 3 EStG.""";;;;;
VAT-DOM-047,§-1-Abs-2-Ermittlung des Umsatzsteuersatzes nach §-1-Abs-3-Ermittlung des Umsatzsteuersatzes nach §-1-Abs-3-Ermittlung des Umsatzsteuersatzes nach §-1-Abs-3-Ermittlung des Umsatzsteuersatzes nach §-1-Abs-3-Ermittlung des Umsatzsteuersatzes nach §-1-Abs-3-Ermittlung des Umsatzsteuersatzes nach;;;;;
"""VAT-DOM-048,""Nein. § 8 besagt lediglich, dass eine Herstellung als solche nur stattfinden kann, wenn der Herstellungsartikel mit dem Herstellungsverfahren des Unternehmers vergleichbar ist. Der Gegenstand, den der Unternehmer anbietet, ist nicht mit seinem eigenen Gegenstand vergleichbar, da der Gegenstand der Auftraggeber nicht aus der laufenden Produktion stammt.""";;;;;
"""VAT-DOM-049,§-4-Abs-1-Ermittlung der Gewinnermittlung: §-4-Abs-2-Umsatzsteuerpflichtige Leistungen: §-4-Abs-3-Umsatzsteuerpflichtige Leistungen: §-4-Abs-4-Umsatzsteuerpflichtige Leistungen: §-4-Abs-5-Umsatzsteuerpflichtige Leistungen: §-4-Abs-6-Umsatzsteuerpflichtige Leistungen: §-4-Abs-7-U";;;;;
VAT-DOM-050,§-1-Abs-2-Ermittlung der Einkünfte aus der Leistungsvermittlung laut OECD-MA §-1-Abs-3-Ermittlung der Einkünfte aus der Leistungsvermittlung laut OECD-MA §-1-Abs-4-Ermittlung der Einkünfte aus der Leistungsvermittlung laut OECD-MA §-1-Abs-5-Ermittlung der Einkünfte aus der Leistungsvermittlung laut OECD-MA;;;;;
"""VAT-DOM-051,""Nein. § 9 EStG gilt nur für den Verkehr auf See, der nicht als Tätigkeitsbereich des Unternehmens eingeschränkt ist. Die Vercharterung ist lediglich eine Nebenverwaltung, die nicht den Tätigkeitsbereich des Unternehmens beeinflussen würde.""";;;;;
"""VAT-DOM-052,""Nein. Der Lieferant kann die Befreiung nicht ansetzen, weil die Lebensmittel und Getränke nicht direkt an Bord geliefert wurden. Sie fallen unter den Grundsätzen des Verbrauchersatzes (§ 20 Abs 1).""";;;;;
"""VAT-DOM-053,""Nein. § 9 besagt lediglich, dass eine Leistung als Leistungsunternehmen nicht befreit ist, wenn sie ausschließlich zur Leistung anderer Leistungen dient. Die Leistung des Hafenserviceunternehmens ist dabei nicht zur Leistung anderer Leistungen dient, sondern zur Leistung des Schiffsfahrtsunternehmens dient.""";;;;;
"""VAT-DOM-054,""Ja. Der Vertragsartikel 10 Abs 1 EStG greift die Befreiung für Umsätze für die Luftfahrt, weil der Flugbetrieb von der Airline ausschließlich auf Auslandsstrecken ausgeübt wird.""";;;;;
"""VAT-DOM-055,""§ 9 Abs 2 Z 1 laut: """"Die nach § 3 Abs 1 EStG gemachte Befreiung ist nur für den Zeitraum der Vertragslaufzeit und nicht für den Zeitraum der Verkehrstätigkeit zu betrachten."""" Die Befreiung gilt daher nur während der Verkehrstätigkeit. Nach § 9 Abs 2 Z 2 sind die nach § 3 Abs 1 EStG gemachten Befreiungen durch Buchaufzeichnungen zu überprüfen. Bei fehlenden oder un""";;;;;
"""VAT-DOM-056,""Nein. Eine periodische Druckschrift ist eine Zeitschrift mit einem regelmäßigen Zeitpunkt der Veröffentlichung. Die Zeitung ist nicht als Werbezeitschrift zu bezeichnen, da sie keine Werbeseiten enthält. Der 10%-Satz gilt nur für Werbezeitschriften.""";;;;;
"""VAT-DOM-057,§-1-Abs-2-Ermittlung des Steuersubjekts laut §-1-Abs-3-1-Ermittlung des Steuersubjekts laut §-1-Abs-3-2-Ermittlung des Steuersubjekts laut §-1-Abs-3-3-Ermittlung des Steuersubjekts laut §-1-Abs-3-4-Ermittlung des Steuersubjekts laut §-1-Abs-3-5-Ermittlung des Steuersub";;;;;
"VAT-DOM-058,""Ja. Der Frühstück ist nicht im Beherbergungsentgelt enthalten, da es sich um einen separablen Leistungsartikel handelt. Der 10%-Satz ist anwendbar, weil der Frühstück als Leistungserbringung des Hotels zu bezeichnen ist.""";;;;;
"""VAT-DOM-059,""Nein. Die Leistung ist nicht regelmäßig mit dem Betrieb des Museums verbunden. Sie ist lediglich eine zusätzliche Leistung, die zur Erreichung des Hauptzwecks des Museums dient. Da sie nicht regelmäßig mit dem Betrieb des Museums verbunden ist, ist sie dem vollständigen Steuersatz zuzuordnen.""";;;;;
"VAT-DOM-060,""§ 2 Abs 1 EStG: Ansässigkeit laut OECD-MA bei der Firma. Ansässig ist Österreich, da die Fluggesellschaft im Inland fliegt und keine Auslandsfahrt durchführt.""";;;;;
"""VAT-DOM-061,""Die Einfuhrbefreiung gilt für die Manuskripte und die Modelle, weil sie ausschließlich für die Ausstellung verwendet werden. Die Demonstrationsobjekte fallen unter die Einfuhrbefreiung nach Paragraph 2 Abs 1 Z 3 K 4 UStG, weil sie ausschließlich für die Ausstellung verwendet werden. Die Überlassung der Modelle und der Demonstrationsobjekte ist nicht erforderlich.""";;;;;
"""VAT-DOM-062,""Die Rückkehr der Maschine nach Österreich ist nicht als Rückführung zu verstehen. Die Maschine wurde nicht zurückgebracht, sondern wieder eingesetzt. Daher liegt keine Befreiung vor. Die frühere steuerfreie Ausfuhrbehandlung der Maschine ist daher nicht anwendbar.""";;;;;
"""VAT-DOM-063,""Die Zwischenlagerung des Teils im Inland ist nicht grundsätzlich eine Begünstigung für die vorübergehende Verwendung. Es liegt eine Verzögerung vor, die nicht grundsätzlich begünstigt wird. Die Befreiung scheitert daher.""";;;;;
"""VAT-DOM-064,""§-1-Abs-3-Ermittlungsgesetz: Einkünfte aus der Leistungsvermittlung von Wirtschaftsjahr 2015 sind nicht lebensmittelbedingt, weil sie nicht auf die Verwaltung oder die Ausübung der Tätigkeit beruhen. §-1-Abs-4-Ermittlungsgesetz: Einkünfte aus der Leistungsvermittlung sind nicht wirtschaftlich gewerblich, weil sie nicht auf die Tätigkeit beruhen. §-1-Abs-""";;;;;
"""VAT-DOM-065,""Die 21-jährige Reisende hat 370 g Rauchtabak, 220 g Alkohol und 1 Liter Alkohol mit höchstens 22 % vol mit. Die Rauchtabak- und Alkoholmengen sind innerhalb der zulässigen Grenzen, die Alkoholmenge mit höchstens 22 % vol liegt außerdem innerhalb der zulässigen Grenze.""";;;;;
"""VAT-DOM-066,""Ja. Der Arbeitgeber muss die 25 Zigaretten und 0,25 Liter Spirituosen mit 10 € pro Einlage abgeben.""";;;;;
"""VAT-DOM-067,""Die kurzfristige Überlassung von Wohngelegenheit ist nicht grundsätzlich steuerfrei. Die Überlassung von Einbaugeräten und Stellplätzen ist jedoch grundsätzlich nicht steuerbar. Die Überlassung von Wohngelegenheit ist grundsätzlich steuerbar, wenn sie nicht als Nebenerfahrtsleistung zur Veräußerung des Grundstücks verwendet wird.""";;;;;
"""VAT-DOM-068,""Die steuerpflichtige Nutzung war nicht untergeordnet, da sie nicht ausschließlich zur Verwendung des Fahrzeugs im Unternehmensbereich diente. Die überwiegende Verwendung war daher nicht grundsätzlich anerkannt.""";;;;;
"""VAT-DOM-069,""Der Finanzamt hat die Befreiung für den gesamten Finanzumsatz beantragt. Es handelt sich um eine Verwahrungshöhe, weil die Bank die Wertpapiere aufbewahrt. Die Verwahrungshöhe ist jedoch nur 10 % des Gesamtbetrags. Die übrige Summe ist als Kauf- und Verkaufsvermögen zu beurteilen. Da die Kauf- und Verkaufsvermögen nicht auf dem Kreditkartenbuch der Bank auftauchen, sind""";;;;;
"""VAT-DOM-070,""Die 10 Prozent Toleranz unter Einbeziehung bedeutet, dass die überschreite Steuersumme auf den übrigen steuerpflichtigen Umsatz zu ziehen ist. Die 10 Prozent Toleranz unter Ausklammerung bedeutet, dass die überschreite Steuersumme nicht auf den übrigen steuerpflichtigen Umsatz gezogen wird, sondern auf den steuerfreien Umsatz gezogen wird.""";;;;;
"""VAT-DOM-071,Die Befreiungsgüter sind grundsätzlich ausschließlich sportliche Tätigkeiten zu befreien. Die Tätigkeit des Fanshops und die Tätigkeit des Musikfestivals sind nicht sportlich. Sie müssen daher nicht vom Steuersatz abgezogen werden.";;;;;
"""VAT-DOM-072,Die Vorleistung des Subunternehmers ist nicht steuerfrei. Die Ausführung erfolgt nach dem Abzug der Steuern. Die Steuerfreizügigkeit gilt nur für den Vorgang der Vorleistung.";;;;;
"""VAT-DOM-073,""Die Befreiung durch die Anknüpfung an einen Umsatz im Drittland ist grundsätzlich nur möglich, wenn der Umsatz im Drittland eine wesentliche Bedingung für die Leistung ist. Hier ist dies nicht der Fall, da die Lieferung von Beweglichen Waren ausschließlich im Drittland erfolgt. Die Befreiung ist daher nicht möglich.""";;;;;
"""VAT-DOM-074,Der Unternehmer hat eine Grenzüberschreitung durch den Transport von Gegenständen zu beweisen. Es liegt keine ausschließliche Verbindung zwischen der Beförderung und der Einfuhr vor. Es fehlt eine wirtschaftliche Zusammenhängechwetzigkeit. Die Beförderung ist daher nicht als grenzüberschreitend zu bezeichnen.";;;;;
"""VAT-DOM-075,""Die formelle Bescheinigung ist nicht erforderlich, da die materielle Nachweisbarkeit ausreichend ist. Die formelle Bescheinigung ist nur ein Beweismittel zur Ermittlung der Voraussetzungen der Steuerfreiheit. Sie ist nicht unbedingt erforderlich, wenn die materielle Nachweisbarkeit ausreichend ist.""";;;;;
"""VAT-DOM-076,Die Privatlehrerin ist als Privatlehrerin tätig. Ihre Tätigkeit als Dozentin ist daher nicht begünstigt. Die Abrechnung der Honorare der Dozentin gegenüber der Einrichtung ist institutionell und nicht gegenüber den Schülern erfolgt. Die Tätigkeit als Privatlehrerin ist daher nicht begünstigt.";;;;;
"""VAT-DOM-077,""Die Befreiung ist auf die Art und Weise anwendbar, wie sie im Allgemeinen verwendet wird. Die Art und Weise der Anwendung ist dabei nicht von der Art der Produkte abzuscheiden. Es liegt eine Befreiung vor, weil die Produkte als Intimgesundheitsprodukte eingesetzt werden. Die Art und Weise der Anwendung ist durch die Art und Weise der Verpackung gegeben. Die Art und Weise der Verpackung ist dabei nicht von der Art der Produkte abzuscheiden. Es liegt eine Bef""";;;;;
"""VAT-DOM-078,""§-4-Abs-1-Ermittlungsgesetz: Einnahmen aus öffentlich-rechtlichen Körperschaften sind grundsätzlich nicht steuerbar. Bei wirtschaftlichem Zweck dienen sie jedoch grundsätzlich grundsätzlich ausschließlich als Einkünfte für die Körperschaft. Da die Einnahmen aus den Kursen und Vorträgen grundsätzlich ausschließlich zur Kostendeckung dienten, sind sie grundsätzlich nicht steuerbar.""";;;;;
"""VAT-DOM-079,""Die Befreiung gilt ausschließlich für die Leistungen an Versicherte, an mitversicherte Angehörige und zum Ersatz von Fürsorgekosten Verpflichteten. Die Gesamtheit der anderen Leistungen ist nicht betroffen.""";;;;;
"""VAT-DOM-080,""Der Aufenthaltspaket umfasst eine Reihe von Leistungen, die nicht nur zur Behandlung, sondern auch zur Pflege und Unterbringung dienen. Es liegt keine Trennung zwischen den verschiedenen Leistungen vor. Die Klinik ist daher nicht in Anspruch genommen, die Steuerschuld für die Pflege und Unterkunft zu tragen.""";;;;;
"""GRESt-AT-001,""Nein. Es liegt keine Grunderwerbsteuer vor, weil die Tochter-GmbH nicht als eigenständige Unternehmensstelle des Unternehmens (Holding) gesehen werden kann. Die Tochter-GmbH ist lediglich ein Teilanschaffungsvermögen des Unternehmens.""";;;;;
"""GRESt-AT-002,""Ja. Eine Steuerpflicht besteht, weil die Gesellschafteranteile nicht mehr als Grundgesellschaftsanteile der Gesellschaft sind. Es liegt ein Verlust von Grundgesellschaftsanteilstatbestimmungen vor. Die Abzugsrechtsermittlung erfolgt nach Paragraph 10 Abs 3 KStG gemäß Paragraph 14 Abs 1 KStG.""";;;;;
GRESt-AT-003,Die Beteiligung am gesamten Stammkapital ist für die Ermittlung der 75%-Schwelle nicht relevant. Die Beteiligung am gesamten Stammkapital ist nur für die Ermittlung der 50%-Schwelle relevant.;;;;;
GRESt-AT-004,Die Produktionsmaschinen sind nicht mit dem Grundstücksvermögen verbaut und daher sind sie als eigenständige Immobilien zu berücksichtigen. Die Grunderwerbsteuer ist auf die Gesamtheit der betrieblichen Wertvorstellungen der Produktionsmaschinen und des Fabrikbaus abzusetzen.;;;;;
