task_id,row_key,prompt,answer,reference_answer,sources,correctness_score,groundedness_score,legal_reasoning_score,completeness_score,comprehension_score,hallucination_flag,grounding_citations,comments
21,93e6f2c31dbc8b8e,Werden bei der laufenden Lohnsteuerberechnung für beschränkt lohnsteuerpflichtige Arbeitnehmer dieselben Absetzbeträge berücksichtigt wie bei unbeschränkt Steuerpflichtigen?,der Arbeitnehmer durch das Massenbeförderungsmittel sind in der Regel steuerpflichtig.,"Nein. Bei beschränkt lohnsteuerpflichtigen Arbeitnehmern sind nach § 70 Abs. 2 Z 1 EStG 1988 bestimmte Absetzbeträge, insbesondere nach § 33 Abs. 3a und § 33 Abs. 4 Z 1 und 2 EStG 1988, nicht zu berücksichtigen.",§ 70 Abs. 2 Z 1 EStG 1988,0,0,0,0,1,0,"„Die Lohnsteuer wird berechnet: Soweit nicht Z 2 zur Anwendung kommt, nach § 33 Abs. 5 sowie Abs. 6 und § 66 mit der Maßgabe, dass Absetzbeträge nach § 33 Abs. 3a und § 33 Abs. 4 Z 1 und Z 2 nicht zu berücksichtigen sind.“","Die Antwort hat keinen Bezug zur Frage nach Absetzbeträgen bei beschränkt lohnsteuerpflichtigen Arbeitnehmern. Sie beantwortet die Frage nicht und nennt auch nicht, dass bestimmte Absetzbeträge nicht zu berücksichtigen sind."
22,941440d299b9e237,"Kann bei beschränkt lohnsteuerpflichtigen Arbeitnehmern die Lohnsteuer grundsätzlich nach dem normalen Tarif berechnet werden, allerdings mit Kürzung bestimmter Absetzbeträge?","Ja, das ist möglich, sofern die Voraussetzungen erfüllt sind (§ 33 Abs. 4 Z 1 EStG).","Ja, das kann nach § 70 Abs. 2 Z 1 EStG 1988 gemacht werden. Soweit nicht die Sonderregel des § 70 Abs. 2 Z 2 gilt, wird die Lohnsteuer nach den Tarifvorschriften berechnet, wobei bestimmte Absetzbeträge nicht zu berücksichtigen sind.",§ 70 Abs. 2 Z 1 EStG 1988,3,2,2,2,4,1,"„Soweit nicht Z 2 zur Anwendung kommt, nach § 33 Abs. 5 sowie Abs. 6 und § 66 mit der Maßgabe, dass Absetzbeträge nach § 33 Abs. 3a und § 33 Abs. 4 Z 1 und Z 2 nicht zu berücksichtigen sind.“","Die Antwort kommt im Ergebnis grundsätzlich richtig zu „Ja“, verweist aber auf die falsche Bestimmung. Maßgeblich ist § 70 Abs. 2 Z 1 EStG, nicht § 33 Abs. 4 Z 1 EStG. Außerdem bleibt offen, dass bestimmte Absetzbeträge gerade nicht zu berücksichtigen sind."
23,94337df447815645,"Ein ausländischer Gewerbetreibender hat in Österreich keine Betriebsstätte, aber einen ständigen Vertreter. Können dadurch in Österreich beschränkt steuerpflichtige gewerbliche Einkünfte entstehen?","Ja, ein ausländischer Gewerbetreibender mit ständigem Vertreter in Österreich kann in Österreich steuerpflichtige gewerbliche Einkünfte erwirtschaften (z.B. durch den Verkauf von Waren oder Dienstleistungen). Relevantes Gesetz: § 1 Abs. 1, 3 KStG (Steuergesetz) und § 24 Abs. 1 KStG (Kapitalerwerbssteuergesetz).

§ 1 Abs. 1 KStG definiert Steuerpflichtige als jene natürliche oder juristische Personen, die in Österreich steuerpflichtige Einkünfte erwirtschaften.

§ 1 Abs. 3 KStG ergänzt dies durch die Definition von Steuerpflichtigen, die in Österreich keinen ständigen Wohn",Ja. Auch ein im Inland bestellter ständiger Vertreter begründet nach § 98 Abs. 1 Z 3 EStG 1988 bei gewerblichen Einkünften eine inländische Anknüpfung für die beschränkte Steuerpflicht.,§ 98 Abs. 1 Z 3 EStG 1988,3,2,2,2,4,1,"„Einkünfte aus Gewerbebetrieb (§ 23), für den im Inland eine Betriebsstätte unterhalten wird oder für den im Inland ein ständiger Vertreter bestellt ist“","Die Antwort kommt im Ergebnis grundsätzlich zu „Ja“, nennt aber falsche und unpassende KStG-Verweise. Maßgeblich ist § 98 Abs. 1 Z 3 EStG, wonach auch ein ständiger Vertreter im Inland eine beschränkte Steuerpflicht für gewerbliche Einkünfte begründen kann."
24,94d1ce0c78f98040,Ein Gesellschafter einer Bau-Offenen-Gesellschaft (OG) arbeitet zusätzlich stundenweise als Bauleiter auf den Baustellen der OG und erhält dafür einen tariflichen Stundenlohn ausbezahlt. Kann er diese Einkünfte als Einkünfte aus nichtselbstständiger Arbeit (Lohnsteuer) geltend machen?,"Ja, der Gesellschafter kann die für die Tätigkeit als Bauleiter gezahlten Stundenlohn-Einkünfte als Einkünfte aus nichtselbstständiger Arbeit (Lohnsteuer) versteuern lassen, sofern die Tätigkeit nicht als selbstständig gilt. Die Abgrenzung zwischen selbstständiger und nichtselbstständiger Arbeit hängt von Umständen wie der Dauer, der Verantwortung und der Unabhängigkeit ab.","Nein. Gemäß § 23 Z 2 EStG zählen Vergütungen, die ein Mitunternehmer von der Gesellschaft für seine Tätigkeit im Dienste der Gesellschaft bezieht, ausnahmslos zu den Einkünften aus Gewerbebetrieb. Ein steuerrechtliches Dienstverhältnis zur eigenen Mitunternehmerschaft ist nicht möglich.",§ 23 EStG 1988,1,1,1,1,3,0,"„Gewinnanteile der Gesellschafter von Gesellschaften, bei denen die Gesellschafter als Mitunternehmer anzusehen sind, sowie die Vergütungen, die die Gesellschafter von der Gesellschaft für ihre Tätigkeit im Dienste der Gesellschaft bezogen haben.“","Die Antwort kommt zum falschen Ergebnis. Vergütungen eines Mitunternehmers für Tätigkeiten im Dienst der OG zählen nach § 23 EStG zu den Einkünften aus Gewerbebetrieb und nicht zu nichtselbständiger Arbeit. Die Antwort bleibt bei einer allgemeinen Abgrenzung, obwohl die Quelle hier eine klare Sonderregel enthält.
"
25,9511b0ca5ce69948,Herr Fuchs betreibt über seinen privaten Computer Staking für das Cardano-Netzwerk. Die Staking-Plattform bezeichnet die Erträge als ‚Interest Rewards'. In seiner Jahresabrechnung werden die Erträge auch als ‚Zinsen' ausgewiesen. Im Jahr 2026 erhält Herr Fuchs insgesamt 12.000 ADA als ‚Interest Rewards' gutgeschrieben. Der Marktwert zum jeweiligen Zuflusszeitpunkt beträgt insgesamt EUR 6.600. Herr Fuchs behandelt die Erträge als Zinsen aus Kapitalforderungen (§ 27 Abs. 2 Z 2 EStG) und beantragt im Rahmen der Veranlagung die Anrechnung der damit verbundenen DeFi-Transaktionskosten als Werbungskosten. Ist diese Einordnung korrekt?,"Die Einordnung der Erträge als Zinsen aus Kapitalforderungen ist korrekt. Die Anrechnung der DeFi-Transaktionskosten als Werbungskosten ist jedoch nicht möglich, da diese nicht direkt mit den Zinsen zusammenhängen.","Nein. Ungeachtet der Bezeichnung durch die Plattform als ‚Interest' oder ‚Zinsen' handelt es sich bei Staking-Rewards steuerlich nicht um Zinsen aus Kapitalforderungen gemäß § 27 Abs. 2 Z 2 EStG, sondern um Einkünfte aus der Überlassung von Kryptowährungen gemäß § 27b Abs. 2 EStG. Die Bezeichnung durch die Plattform ist für die steuerliche Qualifikation irrelevant; maßgeblich ist die rechtliche Natur des Vorgangs. Da es sich um Einkünfte gemäß § 27b handelt, gilt das Abzugsverbot für Aufwendungen gemäß § 20 Abs. 2 EStG iVm der Sondersatzbesteuerung nach § 27a Abs. 1 EStG. Die DeFi-Transaktionskosten sind daher nicht als Werbungskosten abzugsfähig. Die Einkünfte von EUR 6.600 unterliegen dem besonderen Steuersatz von 27,5 %.",§ 27b Abs. 2 EStG; § 27 Abs. 2 Z 2 EStG; § 27a Abs. 1 EStG; § 20 Abs. 2 EStG,2,1,1,2,3,1,"„Zinsen, und andere Erträgnisse aus Kapitalforderungen jeder Art, beispielsweise aus Darlehen, Anleihen, Hypotheken, Einlagen, Guthaben bei Kreditinstituten“
„Zu den Einkünften aus Kryptowährungen gehören laufende Einkünfte aus Kryptowährungen sowie Einkünfte aus realisierten Wertsteigerungen von Kryptowährungen nach Maßgabe des § 27b.“ 
„Aufwendungen und Ausgaben [dürfen] nicht abgezogen werden, soweit sie in unmittelbarem wirtschaftlichen Zusammenhang stehen mit Einkünften im Sinne des § 27 Abs. 4a, auf die der besondere Steuersatz gemäß § 27a Abs. 1 Z 2 angewendet wird.“","Die Antwort ist im Hauptpunkt falsch, weil Staking-Erträge nicht als Zinsen aus Kapitalforderungen einzuordnen sind, sondern zu den Einkünften aus Kryptowährungen gehören. Richtig ist nur das Ergebnis, dass die Transaktionskosten nicht als Werbungskosten abzugsfähig sind; die Begründung dafür bleibt aber ungenau."
26,953963638e7e29f4,"""Christian führt ein Bed & Breakfast in Österreich. Christian ist aber australischer Staatsbürger. Wo ist die Leistung steuerpflichtig?""",Die Leistungen des von einem Ausländer wie Christian erbrachten Bed & Breakfasts in Österreich sind nach § 10 Abs. 2 EStDAG steuerpflichtig.,"""In Österreich. Es handelt sich um eine Beherbergungsleistung (B2C). Gemäß § 3a Abs. 9 UStG 1994 wird eine sonstige Leistung im Zusammenhang mit einem Grundstück dort ausgeführt, wo das Grundstück gelegen ist. Sonstige Leistungen im Zusammenhang mit einem Grundstück sind auch: [...] b) die Beherbergung in der Hotelbranche oder in Branchen mit ähnlicher Funktion (zB in Ferienlagern oder auf Campingplätzen). [...|""",§ 3a Abs. 9 UStG 1994,1,0,0,1,2,1,"„Eine sonstige Leistung im Zusammenhang mit einem Grundstück wird dort ausgeführt, wo das Grundstück gelegen ist.“
„Sonstige Leistungen im Zusammenhang mit einem Grundstück sind auch: die Beherbergung in der Hotelbranche oder in Branchen mit ähnlicher Funktion.“","Die Antwort nennt zwar Österreich als Ergebnis, begründet dies aber mit einer falschen und nicht passenden Rechtsgrundlage. Maßgeblich ist nicht die Staatsbürgerschaft von Christian, sondern der Ort des Grundstücks nach § 3a Abs. 9 UStG."
27,95842080b2ba87f6,"Ein Produzent übergibt Waren an einen Kommissionär, der sie im eigenen Namen, aber für Rechnung des Produzenten verkaufen soll. Die Waren befinden sich bereits im Lager des Kommissionärs, wurden aber noch nicht an den Endkunden verkauft. Gilt die Lieferung des Produzenten an den Kommissionär bereits als ausgeführt?","In Österreichen ist gemeldet, dass in unserer Regel gegenseitig mit dem Gesetzliche Steuergesellschaften (GSt) betroffen wird und dieses regelt zudem keine Erlaubnis abbildet worden sowieso. Dennoch muss ihn erstattete Ingenieure oder Facharbeitende von unternehmen direkt entsteht. Der Antrag vorgeworfen wurdest du hilfreichgestellte Zinslagen steuert - insbesondere vom kostengünstige Vorsitzender-Regul","Nein. Beim Kommissionsgeschäft liegt zwar zwischen Kommittenten und Kommissionär eine Lieferung vor. Bei der Verkaufskommission gilt die Lieferung des Kommittenten aber erst mit der Lieferung durch den Kommissionär als ausgeführt. Solange der Kommissionär noch nicht an den Endkunden geliefert hat, gilt die Lieferung des Produzenten noch nicht als ausgeführt.",§ 3 Abs. 3 UStG 1994,0,0,0,0,1,1,„Beim Kommissionsgeschäft liegt zwischen dem Kommittenten und dem Kommissionär eine Lieferung vor. Bei der Verkaufskommission gilt die Lieferung des Kommittenten erst mit der Lieferung durch den Kommissionär als ausgeführt.“,"Die Antwort ist sprachlich unverständlich und beantwortet die Frage nicht. Nach § 3 Abs. 3 UStG gilt die Lieferung des Produzenten bei der Verkaufskommission erst als ausgeführt, wenn der Kommissionär an den Endkunden liefert."
28,959c290cf3a03cea,„Ein Unternehmer beauftragt im eigenen Namen eine IT-Dienstleistung bei einem Dritten und stellt sie seinem Kunden weiter in Rechnung. Wie wird diese Leistung behandelt?“,Die IT-Dienstleistung ist als Dienstleistung im Sinne des § 1 Abs. 1 EStG 1988 zu behandeln. Die Beauftragung und die Übertragung der Leistung an den Kunden sind als Beauftragungsgeschäftsleistung im Sinne des § 1 Abs. 1 EStG 1988 zu,"„Als Besorgungsleistung, wobei die Rechtsvorschriften der besorgten IT-Leistung entsprechend anzuwenden sind.“",§ 3a Abs. 4 UStG 1994,1,1,0,1,2,1,"„Besorgt ein Unternehmer eine sonstige Leistung, so sind die für die besorgte Leistung geltenden Rechtsvorschriften auf die Besorgungsleistung entsprechend anzuwenden.“","Die Antwort erkennt zwar grob, dass es um eine Dienstleistung geht, nennt aber fälschlich das EStG statt § 3a Abs. 4 UStG. Die Behandlung als Besorgungsleistung und die Anwendung der Rechtsvorschriften der besorgten IT-Leistung fehlen."
29,95dfb5ee4a9a80bf,"Ein Auftraggeber übergibt einem Verarbeiter Silbergranulat zur Herstellung spezieller Kontakte. Vertraglich ist vereinbart, dass der Auftraggeber die bei der Verarbeitung entstehenden Silberreste und Schleifabfälle an den Verarbeiter zurückzugeben hat. Tatsächlich gibt der Auftraggeber am Ende nicht exakt diese konkreten Rückstände zurück, sondern Silberabfälle gleicher Art, wie sie in seinem Unternehmen regelmäßig anfallen. Erstreckt sich die Lieferung des Verarbeiters trotzdem auf den gesamten ursprünglichen Silbergehalt des übergebenen Materials?","Ja, gemäß § 18 Abs. 2 UStG erstreckt sich die Lieferung des Verarbeiters auch auf die Mengen, die im Rahmen der Verarbeitung abgetrennt wurden (§ 4 Abs. 3 Z 6 EStG). Daher gilt das gesamte Material als eingesetzt, wenn der Verarbeiter die Rückgabe der abgetrennten Mengen nicht mehr erfordert.","Nein. Muss ein Abnehmer dem Lieferer die bei der Bearbeitung oder Verarbeitung entstehenden Nebenerzeugnisse oder Abfälle zurückgeben, beschränkt sich die Lieferung auf den Gehalt des Gegenstandes an den Bestandteilen, die dem Abnehmer verbleiben. Das gilt auch dann, wenn der Abnehmer statt der konkret entstandenen Nebenerzeugnisse oder Abfälle Gegenstände gleicher Art zurückgibt, wie sie in seinem Unternehmen regelmäßig anfallen.",§ 3 Abs. 5 UStG 1994,0,0,0,1,2,1,"„Hat ein Abnehmer dem Lieferer die Nebenerzeugnisse oder Abfälle, die bei der Bearbeitung oder Verarbeitung des ihm übergebenen Gegenstandes entstehen, zurückzugeben, so beschränkt sich die Lieferung auf den Gehalt des Gegenstandes an den Bestandteilen, die dem Abnehmer verbleiben. Das gilt auch dann, wenn der Abnehmer an Stelle der bei der Bearbeitung oder Verarbeitung entstehenden Nebenerzeugnisse oder Abfälle Gegenstände gleicher Art zurückgibt, wie sie in seinem Unternehmen regelmäßig anfallen.“","Die Antwort kommt zum falschen Ergebnis und nennt unpassende Rechtsgrundlagen. Nach § 3 Abs. 5 UStG erstreckt sich die Lieferung gerade nicht auf den gesamten ursprünglichen Silbergehalt, wenn Abfälle oder gleichartige Gegenstände zurückzugeben sind."
30,95e2812337ca05dc,"Mitarbeiter B bekommt von seinem Arbeitgeber ein E-Bike zur Verfügung gestellt. Manchmal nutzt er dieses Rad für private Ausfahrten. Mitarbeiter B hat dabei keine Bedenken bei der privaten Nutzung, da der Sachbezug des E-Bikes Null beträgt. Sind diese Fahrten steuerlich irrelevant?","Die Annahme von Mitarbeiter B, dass der Sachbezug für die private Nutzung des E-Bikes Null beträgt, ist steuerrechtlich nicht korrekt, da die private Nutzung eines vom Arbeitgeber zur Verfügung gestellten Wirtschaftsgutes grundsätzlich einen steuerpflichtigen Sachbezug gemäß § 11 Abs 1 EStG darstellt. Die Bewertung dieses geldwerten Vorteils richtet sich in Österreich nach der Sachbezugswerte-Verordnung (SachbezugswV), welche für die private Nutzung von Fahrrädern, einschließlich E-Bikes, spezifische Monatswerte festlegt; dabei wird der Sachbezugswert in der Regel auf Basis des Anschaffungspreises des E-Bikes ermittelt (z. B. durch einen prozentualen Monatswert des Bruttokaufpreises). Da die SachbezugswV für E-Bikes explizite Werte vorsieht, ist der Sachbezug nicht Null, und die privaten Fahrten sind somit nicht steuerlich irrelevant, sondern führen zu einem zu versteuernden Einkommen, das zudem der Sozialversicherungspflicht unterliegt und über die Lohnabrechnung abgerechnet werden muss.","Laut § 4b SachbezugsVO ist die private Nutzung des E-Bikes, da auch der Sachbezug des E-Bikes Null ist ebenso mit Null anzusetzen. Somit auch steuerlich nicht weiter relevant.",§ 4b SachbezugsVO,0,0,0,1,3,1,"„Besteht für den Arbeitnehmer die Möglichkeit, ein arbeitgebereigenes Fahrrad oder Kraftrad mit einem CO2-Emissionswert von 0 Gramm pro Kilometer für nicht beruflich veranlasste Fahrten einschließlich Fahrten zwischen Wohnung und Arbeitsstätte zu benützen, ist ein Sachbezugswert von Null anzusetzen.“",Die Antwort behauptet das Gegenteil der Quelle. Nach § 4b SachbezugsVO ist für die private Nutzung eines arbeitgebereigenen E-Bikes ein Sachbezugswert von Null anzusetzen. Die Aussagen zu einem steuerpflichtigen Sachbezug und einer Bewertung nach Anschaffungspreis sind daher falsch und hallucinated.
31,95fc7a7f45e30ad0,Eine erfolgreiche Rockband (freiberuflich tätig als Künstler) verkauft bei ihren Konzerten in großem Stil T-Shirts und Kappen mit ihrem Logo. Der Umsatz aus diesem Merchandise-Verkauf macht mittlerweile 50 % ihrer Gesamteinnahmen aus. Ist der Verkauf der T-Shirts steuerlich als Gewerbebetrieb zu werten?,Der Verkauf der T-Shirts ist steuerlich als Gewerbebetrieb zu werten. Das Gesetz sieht die Werbungskostenpauschalbeträge als Sonderregelung für den Bereich der Werbungskostenpauschalbeträge.,"Ja, der Verkauf von Merchandise-Artikeln ist ein Gewerbebetrieb gemäß § 23 Z 1 EStG. Während die musikalische Darbietung unter die selbstständige Arbeit (Künstlertätigkeit) fällt, ist der Handel mit physischen Produkten eine gewerbliche Tätigkeit (Trennungsprinzip). Die Tätigkeit ist selbstständig, nachhaltig, gewinnorientiert und am Markt platziert.",§ 23 EStG 1988,3,1,1,2,3,1,"„Einkünfte aus Gewerbebetrieb sind: Einkünfte aus einer selbständigen, nachhaltigen Betätigung, die mit Gewinnabsicht unternommen wird und sich als Beteiligung am allgemeinen wirtschaftlichen Verkehr darstellt, wenn die Betätigung weder als Ausübung der Land- und Forstwirtschaft noch als selbständige Arbeit anzusehen ist.“","Die Antwort kommt zwar zum richtigen Ergebnis, erklärt es aber nicht anhand von § 23 EStG. Der Hinweis auf Werbungskostenpauschalbeträge passt nicht zur Frage und wirkt erfunden bzw. sachfremd. Die Abgrenzung zwischen künstlerischer Tätigkeit und gewerblichem Merchandise-Verkauf fehlt."
32,98bc5d9319f537ea,Ein 60-jähriger Unternehmer überträgt seinen Gewerbebetrieb unentgeltlich an seine Tochter. Zum Betriebsvermögen gehört eine Betriebsliegenschaft im Wert von 1.200.000 Euro. Welcher Betrag bleibt steuerfrei und welche Bedingung muss die Tochter erfüllen?,"Die unentgeltliche Übertragung eines Gewerbebetriebes unterliegt gemäß § 4 Abs. 1 des Einkommensteuergesetzes (EStG) den Bestimmungen der Schenkungssteuer, die vor allem durch das Erbschafts- und Schenkungssteuergesetz (ErbStG) geregelt wird. In Österreich wurde die Schenkungssteuer jedoch abgeschafft, sodass ab 2008 keine Schenkungssteuer mehr anfällt.

Allerdings gibt es im Rahmen der Einkommensteuer und der BEG (Betriebsübergangsrichtlinien) gewisse Regelungen, die berücksichtigt werden müssen, insbesondere beim Übergang des Betriebsvermögens. 

Gemäß § 13 Abs. 1 Z 8 EStG bleibt im Zuge eines Betriebsübergangs unter bestimmten Voraussetzungen der ""Freibetrag"" von 300.000 Euro steuerfrei. Dieser Betrag bezieht sich auf den Wert des Betriebsvermögens, der bei der Übertragung steuerlich unberücksichtigt bleibt. 

Zusätzlich ist zu beachten, dass die Tochter als Nachfolgerin des Unternehmens die Voraussetzungen des § 13a EStG erfüllen muss. Das bedeutet, dass sie den Betrieb mindestens sieben Jahre lang fortführen muss, um die steuerliche Begünstigung zu erhalten. Zudem muss sie einen Teil der erworbene Betriebsliegenschaft (hier in Höhe von 1.200.000 Euro) aktiv nutzen.

Zusammenfassend:

- **Steuerfreier Betrag:** 300.000 Euro
- **Bedingung für die Tochter:** Sie muss den Betrieb mindestens sieben Jahre lang fortführen und die Betriebsliegenschaft aktiv nutzen.

Bitte beachten Sie, dass die genauen Umstände der Übertragung, wie etwa die Verhältnisse zwischen Vater und Tochter sowie die genaue Struktur des Unternehmens, auch eine Rolle spielen können und eine spezifische steuerliche Beratung in Anspruch genommen werden sollte.","Bei der unentgeltlichen Übertragung eines Betriebs bleibt ein Freibetrag von 365.000 € steuerfrei (§ 3 Abs. 1 Z 2 EStG). Voraussetzung ist, dass die Tochter den Betrieb mindestens fünf Jahre fortführt; andernfalls kommt es zur Nacherhebung.","§ 3 Abs. 1 Z 2 lit. c GrEStG 1987, § 3 Abs. 1 Z 2 lit. f GrEStG 1987",2,1,1,2,3,1,"„Die Befreiung steht nur bis zu einem Wert von 900 000 Euro (Freibetrag) zu.“
„Die Steuer ist nachzuerheben, wenn der Erwerber innerhalb von fünf Jahren nach dem Erwerb das Vermögen gemäß lit. a oder wesentliche Grundlagen davon entgeltlich oder unentgeltlich überträgt, betriebsfremden Zwecken zuführt oder wenn der Betrieb oder Teilbetrieb aufgegeben wird.“","Die Antwort erkennt zwar grundsätzlich, dass es um eine Begünstigung bei Betriebsübertragung geht, nennt aber einen falschen Freibetrag und eine falsche Frist. Nach der Quelle beträgt der Freibetrag 900.000 Euro und die Nacherhebung knüpft an Vorgänge innerhalb von fünf Jahren an. Die Verweise auf EStG, ErbStG und sieben Jahre sind nicht passend.

"
33,98e937e1eacd9d00,"Zwei Miteigentümer teilen ein Grundstück auf. Einer erhält jedoch ein deutlich wertvolleres Teilgrundstück, als es seinem bisherigen Bruchteil entspricht. Ist die gesamte Teilung steuerfrei?","Nein, die gesamte Teilung ist nicht steuerfrei. Der Wert des zu erwerbenden Mehrwert wird im Rahmen der Erwägungsbestimmung (ErB) gemäß § 10 Abs. 3 Satz 4 StGB versteuert. Die Teilung kann nur steuerfrei sein, wenn sie sich auf den gleichen Eigentümer bezieht. Die Teilung von einem Grundstück auf mehrere Teile, einschließlich eines Teils mit einem höheren Wert, kann nicht ohne Steuer erfolgen.","Nein. § 3 Abs. 2 GrEStG 1987 befreit die Teilung nur insoweit, als der Wert des erhaltenen Teilgrundstückes dem bisherigen Bruchteil am gesamten Grundstück entspricht. Soweit darüber hinaus ein Mehrerwerb vorliegt, greift diese Befreiung nicht vollständig.",§ 3 Abs. 2 GrEStG 1987,2,1,1,2,3,1,"„Wird ein Grundstück, das mehreren Miteigentümern gehört, von diesen der Fläche nach geteilt, so wird die Steuer nicht erhoben, soweit der Wert des Teilgrundstückes, das der einzelne Erwerber erhält, dem Bruchteil entspricht, mit dem er am gesamten zu verteilenden Grundstück beteiligt ist.“","Die Antwort kommt zwar zum richtigen Ergebnis, dass nicht die gesamte Teilung steuerfrei ist, begründet dies aber mit einer völlig falschen Rechtsgrundlage. Maßgeblich ist § 3 Abs. 2 GrEStG: steuerfrei ist die Teilung nur insoweit, als der erhaltene Wert dem bisherigen Bruchteil entspricht."
34,98ed2e421667ac78,"Ein Träger der Sozialversicherung verrechnet Leistungen an Versicherte, an mitversicherte Angehörige, an zum Ersatz von Fürsorgekosten Verpflichtete und an externe Unternehmen, die für eigene Projekte Gesundheitschecks einkaufen. Der Träger vertritt die Ansicht, seine öffentlich rechtliche Stellung erfasse alle diese Umsätze. Zu prüfen ist, welche Leistungsempfänger von der Befreiung gedeckt sind.","Die Leistungen an Versicherte, an mitversicherte Angehörige und an externe Unternehmen, die für eigene Projekte Gesundheitschecks einkaufen, fallen nicht unter die Steuerbefreiung. Lediglich die Leistungen an zum Ersatz von Fürsorgekosten Verpflichteten können unter bestimmten Umständen steuerfreie Bezüge sein (§ 4).","Steuerfrei sind nur die gesetzlich genannten Umsätze an die privilegierten Personengruppen sowie die Umsätze untereinander. Leistungen an sonstige außenstehende Dritte, wie hier die externen Unternehmen, sind nicht steuerfrei.",§ 6 Abs. 1 Z 7 UStG 1994,2,1,1,2,3,1,"„die Umsätze der Träger der Sozialversicherung und ihrer Verbände, der Krankenfürsorgeeinrichtungen, und der Träger des öffentlichen Fürsorgewesens untereinander und an die Versicherten, die mitversicherten Familienangehörigen, die Versorgungsberechtigten oder die Hilfeempfänger oder die zum Ersatz von Fürsorgekosten Verpflichteten“","Die Antwort erkennt zwar, dass externe Unternehmen nicht von der Befreiung gedeckt sind, schließt aber fälschlich auch Versicherte und mitversicherte Angehörige aus. Nach § 6 Abs. 1 Z 7 UStG sind gerade diese Gruppen ausdrücklich begünstigt. Der Verweis auf „§ 4“ ist außerdem nicht passend."
35,992d19bf898d0db7,Ein in einem Dienstverhältnis zu einer Krankenanstalt stehender Arzt verrechnet Sonderklassepatienten für persönlich erbrachte Behandlungen gesonderte Honorare. Diese Entgelte qualifizieren einkommensteuerlich als Einkünfte aus selbständiger Arbeit gemäß § 22 Z 1 lit. b EStG 1988. Wie ist der Arzt für diese Honorare umsatzsteuerlich einzuordnen?,Der Arzt wird für die von ihm geleisteten Behandlungsergebnisse (Eingliederungskosten) umsatzsteuerlich einsteuern können. Die Honorare werden dem Arzt nach Art. 3 Abs. 4 des Bundesgesetzes über die Umsetzung der Einführungsgesetzgebung vom 6. Oktober 1975 (UeG; SR 141.411) unter den,"Der Arzt gilt insoweit selbst dann als Unternehmer, wenn er zugleich in einem Dienstverhältnis zur Krankenanstalt steht. § 2 Abs. 6 UStG ordnet für solche vereinnahmten Entgelte ausdrücklich die Unternehmereigenschaft an.",§ 2 Abs. 6 UStG 1994,0,0,0,0,1,1,"„Als Unternehmer gilt auch ein in einem Dienstverhältnis zu einer Krankenanstalt stehender Arzt, soweit er in Ausübung seiner ärztlichen Tätigkeit Entgelte vereinnahmt, die gemäß § 22 Z 1 lit. b des Einkommensteuergesetzes 1988 zu den Einkünften aus selbständiger Arbeit zählen.“",Die Antwort ist unverständlich und hat keinen Bezug zur österreichischen Umsatzsteuerregelung. Nach § 2 Abs. 6 UStG gilt der angestellte Krankenhausarzt für diese gesondert vereinnahmten Sonderklassehonorare ausdrücklich als Unternehmer.
36,9989619dd0243161,"Eine Kommanditistin einer florierenden Logistik-KG kauft privat eine leere Lagerhalle und vermietet diese dauerhaft an die KG, an der sie beteiligt ist. Sie erhält dafür eine marktübliche monatliche Miete. Sind das Einkünfte aus Vermietung und Verpachtung?","Nein, die Einkünfte aus Vermietung und Verpachtung sind nicht gegeben, da die Kommanditistin die Lagerhalle nicht als Vermögensgegenstand für die Kasse der Logistik-KG erwirbt, sondern privat kauft und vermietet. Die Vermietung an die KG ist daher eine private Vermietung, die nicht als Einkünfte aus Vermietung und Verpachtung zu behandeln ist.","Nein. Gemäß § 23 Z 2 EStG gehören Vergütungen, die ein Mitunternehmer (hier die Kommanditistin) für die Überlassung von Wirtschaftsgütern an die Gesellschaft erhält, zwingend zu den Einkünften aus Gewerbebetrieb. Die zivilrechtliche Gestaltung als Mietvertrag wird steuerrechtlich von dieser Spezialvorschrift überlagert (Sonderbetriebsvermögen).",§ 23 EStG 1988,1,1,1,1,3,0,"„Gewinnanteile der Gesellschafter von Gesellschaften, bei denen die Gesellschafter als Mitunternehmer anzusehen sind, sowie die Vergütungen, die die Gesellschafter von der Gesellschaft für ihre Tätigkeit im Dienste der Gesellschaft, für die Hingabe von Darlehen oder für die Überlassung von Wirtschaftsgütern bezogen haben.“","Die Antwort kommt zwar zu „Nein“, begründet es aber falsch. Die Miete ist nicht deshalb keine Vermietungseinkunft, weil die Halle privat gekauft wurde, sondern weil Vergütungen eines Mitunternehmers für die Überlassung von Wirtschaftsgütern an die KG nach § 23 Z 2 EStG zu den Einkünften aus Gewerbebetrieb gehören."
