"task_id","row_key","prompt","answer","reference_answer","sources","correctness_score","groundedness_score","legal_reasoning_score","completeness_score","comprehension_score","hallucination_flag","grounding_citations","comments"
"24","d46c22973c878b5c","Ein beschränkt steuerpflichtiger Arbeitnehmer hat im selben Kalenderjahr zeitweise zwei getrennt lohnversteuerte österreichische Dienstverhältnisse. Ist eine Veranlagung vorgesehen?","Ja, beschränkt steuerpflichtige Arbeitnehmer, die im selben Kalenderjahr zwei getrennt lohnversteuerte österreichische Dienstverhältnisse haben, müssen eine Veranlagung durchführen. Die Einkünfte aus beiden Dienstverhältnissen sind zu berücksichtigen. (Rechtsgrundsatz: Steuerpflichtigkeit nach dem Einkommensteuergesetz)","Ja. Es ist eine Veranlagung § 102 Abs. 1 lit. b EStG 1988 vorgesehen, wenn im Kalenderjahr zumindest zeitweise gleichzeitig zwei oder mehrere lohnsteuerpflichtige Einkünfte bezogen wurden, die beim Lohnsteuerabzug gesondert versteuert worden sind.","§ 102 Abs. 1 Z 2 lit. b EStG 1988","3","2","3","2","5","0","“§ 102 Abs. 1 Z 2 lit. b EStG 1988: Lohnsteuerpflichtige Einkünfte gemäß § 70 Abs. 2 Z 1, wennLohnsteuerpflichtige Einkünfte gemäß Paragraph 70, Absatz 2, Ziffer eins,, wenn andere veranlagungspflichtige Einkünfte bezogen wurden, deren Gesamtbetrag 730 Euro übersteigt; im Kalenderjahr zumindest zeitweise gleichzeitig zwei oder mehrere lohnsteuerpflichtige Einkünfte, die beim Lohnsteuerabzug gesondert versteuert wurden, bezogen worden sind; beim Lohnsteuerabzug der Alleinverdienerabsetzbetrag, der Alleinerzieherabsetzbetrag oder der Familienbonus Plus berücksichtigt wurden.”","“Correctness: Right conclusion (yes), but misses key condition (simultaneous employment). Groundedness: No reference to § 102 Abs. 1 Z 2 lit. b EstG. Reasoning: Does not explain requirement of overlapping employments. Hallucination: No fabricated content”"
"25","d47d45277ac9fb94","Ein Gesellschafter mit einer Beteiligung von über 25% an einem Unternehmen bekommt ein Elektroauto sowohl für private als auch berufliche Fahrten zur Verfügung gestellt. Da er das Auto auch privat nutzt, müssen die Privatfahrten als steuerpflichtiger Sachbezug angesetzt werden?","In Österreich sind im Rahmen der Besitzsteuer- und Dienstverordnung (DV) gemäß § 26a des Regel innerhalb dieses Rechnements nachrichten. Die Steuern bestimmter betrieben sie in Anspruch aus dem Jahresumsatz oder vorab infolge den Inspektionseinheit vom Absprachenstandardslager recht abonnieren (""§26d DV""). Bei uns kann keine Vertragshaltung gegennem Kostenfunktionsfreiheit statt sein, die hoher Preise entsteht, aber","Falsch. Gemäß § 4 Abs. 1 SachbezugsVO i.V.m. § 26 EStG beträgt der Sachbezugswert Null. Ein steuerpflichtiger Vorteil ist nicht anzusetzen.","§ 26 EStG § 4 Abs. 1 SachbezugsVO","0","0","0","0","1","1","“Gemäß § 4 Abs. 1 SachbezugsVO beträgt der Sachbezugswert Null.”","“Correctness: Does not answer the question correctly. Groundedness: No reference to § 26 EStG / SachbezugsVO. Reasoning: No application to facts. Hallucination: Invented/irrelevant provisions and incoherent content”"
"26","d4bd3c26aed9f02b","Ist bei der Anrechnungsmethode die ausländische Steuer von der österreichischen Steuer abzuziehen statt die Auslandseinkünfte vollständig auszunehmen?","Die Antwort: Die ausländische Steuer wird nicht vollständig auszunehmen, sondern abhängt von der Anrechnungsmethode und kann mit zusätzlichen Voraussetzungen in einem Schritt abzuleiten.","Ja. Nach EStR 2000 Rz 34 ist das die Systematik der Anrechnungsmethode: Österreich besteuert das Einkommen, rechnet aber die im Quellenstaat erhobene Steuer auf die eigene Steuer an.","EStR 2000 Rz 34","2","1","2","1","2","0","“EStR 2000 Rz 34: Zur Vermeidung einer Doppelbesteuerung kommen grundsätzlich zwei Methoden in Frage. Nach der Befreiungsmethode gewährt der Wohnsitzstaat - regelmäßig unter Progressionsvorbehalt (siehe Rz 7588 ff) - für jene Einkünfte, die nach dem Abkommen im anderen Staat (""Quellenstaat"") besteuert werden, eine Steuerbefreiung. Wird die Anrechnungsmethode angewendet, besteuert der Wohnsitzstaat das gesamte Einkommen, rechnet jedoch jene Steuer, die im anderen Staat erhoben wird, auf seine eigene Steuer an. Zur Anrechnung ausländischer Steuern siehe Rz 7583 ff.”","“Correctness: Does not clearly state correct rule (tax credit vs exemption). Groundedness: No reference to EStR 2000 Rz 34. Reasoning: Vague and incomplete explanation. Hallucination: No fabricated provision, just unclear wording”"
"27","d4c751417afca480","Eine Liegenschaft wird vollständig unentgeltlich verschenkt, also ohne jede Gegenleistung. Welche Bemessungsgrundlage ist nach dem GrEStG grundsätzlich heranzuziehen?","Die Bemessungsgrundlage ist der Marktwert (§ 10 Abs. 1 Z 1 GrEStG). 10. 10. 2020 ## Was ist die Bemessungsgrundlage für die Liegenschaftssteuer? Die Bemessungsgrundlage für die Liegenschaftssteuer ist der Marktwert. 10. 10. 20","Mangels Gegenleistung greift § 4 Abs. 1 GrEStG 1987. Danach ist die Steuer mindestens vom Grundstückswert zu berechnen. Bei einer reinen Schenkung ist daher grundsätzlich der Grundstückswert maßgeblich.","§ 4 Abs. 1 GrEStG 1987, § 6 GrEStG 1987","1","1","1","2","3","1","“§ 4 Abs. 1 GrEStG 1987: Die Steuer ist zu berechnen vom Wert der Gegenleistung (§ 5), mindestens vom Wert des Grundstückes (§ 6).”","“Correctness: Uses market value instead of Grundstückswert. Groundedness: Wrong provision (§ 10 GrEStG not in sources). Reasoning: Does not apply § 4 Abs. 1 rule. Hallucination: Incorrect legal reference used”"
"28","d4e9bc250ee7a95d","„Ein Fotograf erstellt Bilder für ein Restaurant und bekommt dafür kostenlose Mahlzeiten. Wie ist dieser Umsatz zu qualifizieren?“","Der Fotograf erbringt ein sonstiges steuerpflichtiges Entgelt (§ 3 Abs. 1 Z 1 UStG) in Form von Dienstleistungen gegen Gegenleistung in Form von Mahlzeiten. Da die Gegenleistung nicht in Geld besteht, ist der Umsatz mit 20% USt zu berechnen. Der Fotograf hat die Möglichkeit, die Mahlzeiten als Vorleistung anzuerkennen und die USt in Rechnung zu stellen (§ 12 UStG).","„Ein tauschähnlicher Umsatz, da die sonstige Leistung durch eine Lieferung (Speisen) vergütet wird.“","§ 3a Abs. 2 UStG 1994","3","2","3","3","4","1","“§ 3a Abs. 2 UStG 1994: Ein tauschähnlicher Umsatz liegt vor, wenn das Entgelt für eine sonstige Leistung in einer Lieferung oder in einer sonstigen Leistung besteht.”","“Correctness: Recognizes exchange, but misses term “tauschähnlicher Umsatz”. Groundedness: Does not use § 3a Abs. 2 UStG, cites wrong provisions. Reasoning: Partially correct (service vs consideration), but not precise. Hallucination: Incorrect legal references used”"
"29","d5eae2c4ec98d605","Ein österreichischer Unternehmer verarbeitet in Graz Stoffe für eine Schweizer Gesellschaft. Das Umsatzgeschäft über die Lohnveredlung wurde mit der Schweizer Gesellschaft abgeschlossen; diese holt die bearbeiteten Waren in Wien ab und verbringt sie selbst in die Schweiz. Ist § 8 Abs. 1 Z 2 anwendbar?","ländischen Vertriebsunternehmen in das Drittlandsgebiet begibt (§ 3 Abs. 8). 2. Die Lohnveredlung ist nach dem Wortlaut des Gesetzes unabhängig davon, ob der Unternehmer den Gegenstand im Drittlandsgebiet befördert oder versendet, als solche zu betrachten. Das Bundesgericht hat diese Auffassung bestätigt (BGE 120 II","Ja, sofern die Schweizer Gesellschaft ein ausländischer Auftraggeber ist und sie den bearbeiteten Gegenstand vom Inland in das Drittlandsgebiet befördert oder versendet; dann greift § 8 Abs. 1 Z 2.","§ 8 Abs. 1 Z 2 UStG 1994; § 8 Abs. 2 UStG 1994","0","0","0","1","1","1","“§ 8 Abs. 1 Z 2 UStG 1994: Eine Lohnveredlung (§ 6 Abs. 1 Z 1) liegt vor, wenn der Unternehmer einen Gegenstand, den der Auftraggeber zu diesem Zweck in das Gemeinschaftsgebiet eingeführt oder zu diesem Zweck im Gemeinschaftsgebiet erworben hat, bearbeitet oder verarbeitet (§ 3 Abs. 6) oder eine sonstige Leistung im Sinne des § 3a Abs. 3 bewirkt und der Unternehmer das Umsatzgeschäft, das seiner Lohnveredlung zugrunde liegt, mit einem ausländischen Auftraggeber abgeschlossen hat, und der Auftraggeber den bearbeiteten oder verarbeiteten Gegenstand vom Inland in das Drittlandsgebiet befördert oder versendet hat.” “§ 8 Abs. 2 UStG 1994: Ein ausländischer Auftraggeber ist ein solcher, der die für den ausländischen Abnehmer geforderten Voraussetzungen (§ 7 Abs. 2) erfüllt.Ein ausländischer Auftraggeber ist ein solcher, der die für den ausländischen Abnehmer geforderten Voraussetzungen (Paragraph 7, Absatz 2,) erfüllt.”","“Correctness: Does not answer the question properly. Groundedness: No reference to § 8 Abs. 1 Z 2 UstG. Reasoning: No application to facts (export by Swiss company). Hallucination: Irrelevant/unclear legal references and fragments”"
"30","d6e43916bab12b3b","""Ein französischer Streaming-Anbieter verkauft ein Monatsabo für Filme an eine Privatperson, die in Wien lebt. Wo ist der Ort der Leistung für die Umsatzsteuer und warum?""","Die Umsatzsteuerpflicht liegt im Allgemeinen beim Anbieter des Dienstes, nicht beim Kunden. **Hier die Begründung:** * **Ort der Leistung:** Der Ort der Leistung von Dienstleistungen gemäß § 25 UStG Österreich ist der Ort, wo der Kunde den Service nutzt oder empfängt. In diesem Fall ist es Wien, da die Privatperson in Wien wohnt. * **Vertragliche Vereinbarung:** Es gibt keine ausdrücklichen Regelungen im Vertrag über die Abwicklung des monatlichen Abonnements, welche einen anderen Ort als Wien festlegen. * **Jurisdiktion:** Die Rechtsprechung hat sich bereits mit ähnlichen Fällen auseinandergesetzt (z.B. Urteil vom 17.03.2016 - Az.: 48/KÖStA/2015). Es wird anerkannt, dass der Standort des Kunden bei der Bestimmung des umsatzsteuerpflichtigen Ortes relevant ist. **Folgerung:** Der französische Streaming-Anbieter ist verpflichtet, Umsatzsteuer auf den Verkauf des Monatsabons für Filme an die Privatperson in Wien zu erheben. Das gilt auch dann, wenn der Kunde das Abonnement online abbucht. **Wichtige Hinweise:** * Diese Informationen dienen lediglich der allgemeinen Orientierung und stellen kein Rechtsgutachten dar. * Für konkrete steuerliche Fragen sollten Sie immer einen qualifizierten Steuerberater konsultieren. * Es kann je nach spezifischen Umständen weitere Faktoren zur Beur","Der Ort der Leistung liegt in Wien, da bei elektronischen Dienstleistungen an Nichtunternehmer der Leistungsort dort ist, wo der Leistungsempfänger seinen Wohnsitz oder gewöhnlichen Aufenthalt hat.","§ 3a Abs. 13 UStG 1994","4","2","4","4","4","1","“§ 3a Abs. 13 UStG 1994: Die folgenden sonstigen Leistungen werden an dem Ort ausgeführt, an dem der Leistungsempfänger seinen Wohnsitz, Sitz oder gewöhnlichen Aufenthalt hat, soweit diese Leistungen an einen Nichtunternehmer im Sinne des Abs. 5 Z 3 erbracht werden:Die folgenden sonstigen Leistungen werden an dem Ort ausgeführt, an dem der Leistungsempfänger seinen Wohnsitz, Sitz oder gewöhnlichen Aufenthalt hat, soweit diese Leistungen an einen Nichtunternehmer im Sinne des Absatz 5, Ziffer 3, erbracht werden: a)elektronisch erbrachte sonstige Leistungen sowie Telekommunikations-, Rundfunk- und Fernsehdienstleistungen; b)die in Abs. 11 lit. a genannten sonstigen Leistungen, wenn sie per Streaming übertragen oder auf andere Weise virtuell verfügbar gemacht werden.”","“Correctness: Right conclusion (place = Vienna). Groundedness: Does not use § 3a Abs. 13, cites wrong § 25. Reasoning: Correct idea (B2C digital services → customer location). Hallucination: Incorrect legal reference and invented case law”"
"31","d74b330db09d9492","Welchen steuerlichen Vorteil bietet die Unternehmensgruppe gegenüber der isolierten Besteuerung?","steuer unterliegen: - Lieferungen und Einfuhrungen von Waren - Dienstleistungen - Mietzinsen - Verpachtungen - Bereitstellung von Räumlichkeiten - Bereitstellung von Waren - Bereitstellung von Dienstleistungen - Bereitstellung von Mietzinsen - Bereitstellung von Verpachtungen - Bereitstellung von Räumlichkeiten - Bereitstellung von Waren - Bereitstellung von Dienstleistungen - Bereitstellung von Mietzinsen - Bereitstellung von Verpachtungen - Bereitstellung von Räumlichkeiten - Bereitstellung von Waren - Bereitstellung von Dienstleistungen - Bereitstellung von Mietzinsen - Bereitstellung von Verpachtungen - Bereitstellung von Räumlichkeiten - Bereitstellung von Waren - Bereitstellung von Dienstleist","Das Ergebnis der Gruppenmitglieder wird dem Gruppenträger zugerechnet, sodass Verluste eines Mitglieds mit Gewinnen eines anderen verrechnet werden können (§ 9 Abs. 1 KStG).","§ 9 Abs. 1 KStG 1988","0","0","0","0","1","1","“§ 9 Abs. 1 KStG 1988: Abweichend von § 7 können finanziell verbundene Körperschaften (Abs. 2 bis 5) nach Maßgabe des Abs. 8 eine Unternehmensgruppe bilden. Dabei wird das steuerlich maßgebende Ergebnis des jeweiligen Gruppenmitglieds (Abs. 6 und Abs. 7) dem steuerlich maßgebenden Ergebnis des beteiligten Gruppenmitglieds bzw. Gruppenträgers jenes Wirtschaftsjahres zugerechnet, in das der Bilanzstichtag des Wirtschaftsjahres des Gruppenmitgliedes fällt.Abweichend von Paragraph 7, können finanziell verbundene Körperschaften (Absatz 2 bis 5) nach Maßgabe des Absatz 8, eine Unternehmensgruppe bilden. Dabei wird das steuerlich maßgebende Ergebnis des jeweiligen Gruppenmitglieds (Absatz 6 und Absatz 7,) dem steuerlich maßgebenden Ergebnis des beteiligten Gruppenmitglieds bzw. Gruppenträgers jenes Wirtschaftsjahres zugerechnet, in das der Bilanzstichtag des Wirtschaftsjahres des Gruppenmitgliedes fällt.”","“Correctness: Does not address the advantage of group taxation. Groundedness: No reference to § 9 Abs. 1 KStG. Reasoning: No explanation of loss offset mechanism. Hallucination: Irrelevant and repetitive content (no legal meaning)”"
"32","d76e440824c5c516","Sind von Gerichten oder Verwaltungsbehörden verhängte Strafen steuerlich abzugsfähig?","Nein, die von Gerichten oder Verwaltungsbehörden verhängten Strafen sind nicht steuerlich abzugewiesen.","Nein. Strafen, Geldbußen, Verbandsgeldbußen, Abgabenerhöhungen nach dem FinStrG und Diversionsleistungen sind gemäß § 12 Abs. 1 Z 4 KStG nicht abzugsfähig.","§ 12 Abs. 1 Z 4 KStG 1988","3","2","2","1","4","0","“§ 12 Abs. 1 Z 4 KStG 1988: Bei den einzelnen Einkünften dürfen nicht abgezogen werden: Geld- und Sachzuwendungen, deren Gewährung oder Annahme mit gerichtlicher Strafe bedroht ist. Strafen und Geldbußen, die von Gerichten, Verwaltungsbehörden oder den Organen der Europäischen Union verhängt werden. Verbandsgeldbußen nach dem Verbandsverantwortlichkeitsgesetz. Abgabenerhöhungen nach dem Finanzstrafgesetz. Leistungen aus Anlass eines Rücktrittes von der Verfolgung nach der Strafprozessordnung oder dem Verbandsverantwortlichkeitsgesetz (Diversion).”","“Correctness: Right conclusion (not deductible), but too vague. Groundedness: No reference to § 12 Abs. 1 Z 4 KStG. Reasoning: No explanation or application. Completeness: Missing details (types of penalties)”"
"33","d8dc8dbb281fdb62","Wie wird eine Dividende einer ausländischen EU-Tochtergesellschaft steuerlich behandelt, wenn die Beteiligung 15 % beträgt und seit 2 Jahren gehalten wird?","Die Dividende wird steuerlich als außerbilanzielle Gewinnverwendung behandelt und ist nicht steuerpflichtig, da die Beteiligung seit 2 Jahren gehalten wird und die Beteiligung 15 % beträgt.","Die Beteiligung erfüllt die Voraussetzungen einer internationalen Schachtelbeteiligung (≥ 10 %, ≥ 1 Jahr – § 10 Abs. 2 KStG). Die Dividende ist nach § 10 Abs. 1 Z 7 KStG steuerfrei. Alternativ käme § 10 Abs. 1 Z 5 KStG (EU-Mutter-Tochter-Richtlinie) in Betracht. Nicht befreit wäre sie, wenn sie bei der Tochter abzugsfähig ist (§ 10 Abs. 4 KStG).","§ 10 Abs. 1 Z 5 und Z 7; Abs. 2 und 4 KStG 1988","3","2","3","2","4","0","„§ 10 Abs. 1 Z 5 und Z 7; Abs. 2 und 4 KStG 1988z: Gewinnanteile im Sinne der Z 1 bis 4 aus einer Beteiligung an einer ausländischen Körperschaft, die die in der Anlage 2 zum Einkommensteuergesetz 1988 vorgesehenen Voraussetzungen des Art. 2 der Richtlinie 2011/96/EU über das gemeinsame Steuersystem der Mutter- und Tochtergesellschaften verschiedener Mitgliedstaaten, ABl. Nr. L 345 vom 29.12.2011 S. 8 in der jeweils geltenden Fassung erfüllt und die nicht unter Z 7 fällt. Gewinnanteile jeder Art auf Grund einer internationalen Schachtelbeteiligung im Sinne des Abs. 2. Eine internationale Schachtelbeteiligung liegt vor, wenn unter § 7 Abs. 3 fallende Steuerpflichtige oder sonstige unbeschränkt steuerpflichtige ausländische Körperschaften, die einem inländischen unter § 7 Abs. 3 fallenden Steuerpflichtigen vergleichbar sind, nachweislich in Form von Kapitalanteilen während eines ununterbrochenen Zeitraumes von mindestens einem Jahr mindestens zu einem ZehntelEine internationale Schachtelbeteiligung liegt vor, wenn unter Paragraph 7, Absatz 3, fallende Steuerpflichtige oder sonstige unbeschränkt steuerpflichtige ausländische Körperschaften, die einem inländischen unter Paragraph 7, Absatz 3, fallenden Steuerpflichtigen vergleichbar sind, nachweislich in Form von Kapitalanteilen während eines ununterbrochenen Zeitraumes von mindestens einem Jahr mindestens zu einem Zehntel an ausländischen Körperschaften, die einer inländischen Kapitalgesellschaft vergleichbar sind, an anderen ausländischen Körperschaften, die die in der Anlage 2 zum Einkommensteuergesetz 1988 vorgesehenen Voraussetzungen des Artikels 2 der Richtlinie 2011/96/EU in der jeweils geltenden Fassung erfüllen, beteiligt sind. Die genannte Frist von einem Jahr gilt nicht für Anteile, die auf Grund einer Kapitalerhöhung erworben wurden, soweit sich das Beteiligungsausmaß dadurch nicht erhöht hat. Von der Körperschaftsteuer nicht befreit sind Gewinnanteile im Sinne des § 10 Abs. 1 Z 5 bis 7, soweit sie bei der ausländischen Körperschaft abzugsfähig sind.”","“Correctness: Right outcome (tax-free), but reasoning incomplete. Groundedness: No reference to § 10 KStG provisions. Reasoning: Does not explain Schachtelbeteiligung criteria. Completeness: Missing exceptions (e.g. § 10 Abs. 4 KStG)”"
"34","da1b2a3e2ba686e7","Ein Landwirt in Oberösterreich ist Eigentümer eines Bauernhofes mit einem Hofhaus inklusive einem Abstellplatz für landwirtschaftliche Maschinen. Zudem ist der Landwirt Eigentümer von zehn Hektar Agrarflächen. Das Land Oberösterreich hat entschieden eine neue Landstraße durch die Agrarflächen des Landwirten zu bauen. Aufgrund der drohenden Enteignung durch das Land Oberösterreich möchte der Landwirt seine Agrarflächen veräußern; dies jedoch 80% unter dem marktüblichen Wert. Außerdem möchte der Landwirt das Hofhaus seinem einzigen Sohn veräußern. Aufgrund der drohenden Enteignung, verliert das Hofhaus an Wert aufgrund der Nutzlosigkeit des Abstellplatzes. Wie ist die Grunderwerbssteuer abzuführen?","Die Grunderwerbssteuer ist auf den Veräußerungserlös der Agrarflächen anzuwenden, wobei der Veräußerungserlös um 80% des Marktwerts zu kürzen ist. Der Veräußerungserlös des Hofhauses ist jedoch um den Wert des Abstellplatzes zu kürzen, da dieser an Wert verloren hat, und der besondere Steuersatz gemäß § 30a Abs. 1 ist aufgrund der drohenden Enteignung nicht anwendbar.","Eine Enteignung ist mittels Entschädigung gemäß § 5 1 Abs. 1 GrEStG 1987 zu entschädigen. Die Gegenleistung bezieht sich jedoch ausschließlich auf die enteigneten Grundstücke. In dem Fall, bezieht sich der Sachverhalt auf die Agrarflächen. Der Erlös durch den freiwilligen Verkauf der Agrarflächen fällt jedoch nicht als Gegenleistung gemäß § 5 1 Abs. 7 GrEStG 1987 an. In dem Fall handelt es sich um eine besondere Entschädigung durch Wertminderung der nicht enteigneten Bestandteile einer wirtschaftlichen Einheit, welche nicht als Gegenleistung zu berücksichtigen ist und somit die Bemessungsgrundlage der Grunderwerbssteuer gemäß § 6 Abs. 1 GrEStG 1987 nicht beeinflusst. Der verbleibende Teil der tatsächlichen Gegenleistung für die enteigneten Flächen durch das Land Oberösterreich ist jedoch sehr wohl als Bemessungsgrundlage für die Berechnung der Grunderwerbsteuer zu berücksichtigen.","§ 5 1 Abs. 1 GrEStG 1987, §6 Abs. 1 GrEStG 1987","0","0","0","1","2","1","„§ 5 1 Abs. 1 GrEStG 1987: Gegenleistung istbei einem Kauf der Kaufpreis einschließlich der vom Käufer übernommenen sonstigen Leistungen und der dem Verkäufer vorbehaltenen Nutzungen, bei einem Tausch die Tauschleistung des anderen Vertragsteiles einschließlich einer vereinbarten zusätzlichen Leistung, bei einer Leistung an Erfüllungs Statt der Wert, zu dem die Leistung an Erfüllungs Statt angenommen wird, beim Zuschlag im Zwangsversteigerungsverfahren das Meistbot einschließlich der Rechte, die nach den Zwangsversteigerungsbedingungen bestehen bleiben, und der Beträge, um die der Ersteher bei einem Überbot sein Meistbot erhöht. An die Stelle des Meistbotes tritt das Überbot, wenn der Zuschlag dem Überbieter erteilt wird, bei der Übernahme auf Grund eines Übernahmsanerbietens der Übernahmspreis einschließlich der Rechte, die der Übernehmer ohne Anrechnung auf den Preis übernimmt, und der Kosten des Versteigerungsverfahrens, bei der Abtretung des Übereignungsanspruches die Übernahme der Verpflichtung aus dem Rechtsgeschäft, das den Übereignungsanspruch begründet hat, einschließlich der besonderen Leistungen, zu denen sich der Übernehmer dem Abtretenden gegenüber verpflichtet (Leistungen, die der Abtretende dem Übernehmer gegenüber übernimmt, sind abzusetzen), bei der Enteignung die Entschädigung. Wird ein Grundstück enteignet, das zusammen mit anderen Grundstücken eine wirtschaftliche Einheit bildet, so gehört die besondere Entschädigung für eine Wertminderung der nicht enteigneten Grundstücke nicht zur Gegenleistung; dies gilt auch dann, wenn ein Grundstück zur Vermeidung der Enteignung freiwillig veräußert wird.” “§6 Abs. 1 GrEStG 1987: Als Wert des Grundstückes ist bei land- und forstwirtschaftlichen Grundstücken der Einheitswert, wobei jener Einheitswert maßgeblich ist, der auf den dem Erwerbsvorgang unmittelbar vorausgegangenen Feststellungszeitpunkt festgestellt ist; bei allen anderen Grundstücken der Grundstückswert gemäß Abs. 4bei allen anderen Grundstücken der Grundstückswert gemäß Absatz 4 anzusetzen.”","“Correctness: Misstates tax base (uses reduced market value logic). Groundedness: No correct use of § 5 / § 6 GrEStG. Reasoning: Confuses sale, compensation, and valuation rules. Hallucination: Incorrect/irrelevant legal references (e.g. § 30a EStG)”"
"35","da314e4680b85311","Welche wesentliche Änderung brachte die Steuerreform 2000 für Spekulationsgeschäfte?","- Die zweiten Schritt in der Regel, dass beim Einkaufen an regulierter Artikel im Gesamtpreis steht und auch gleichzeitig nicht mehr kostet (§ 14a des ZPOG), sondern entsteht eine passende Anzahl von Gewinnspielfinanzierungssponsoren. Diese müssen legalisiert selbstverdiene Erwerbsteuersatzsgifts gemacht werden, sowie vorausgestelltes Absendienstgeldschaften oder Sparplanprobleme bestimmten. F","Die Verkürzung der Behaltefristen und Anpassung der Steuersätze.","EStG § 30 (alt)","0","0","0","0","1","1","“Verkürzung der Behaltefristen und Anpassung der Steuersätze.”","“Correctness: Completely off-topic answer. Groundedness: No use of § 30 EStG (alt). Reasoning: No explanation of reform effect. Hallucination: Gibberish and invented content”"
"36","dadea27ef62c7322","Wann genau entsteht die Steuerschuld bei einem gewöhnlichen Kaufvertrag über eine Immobilie?","Mit dem Zeitpunkt der Anlage der Anschaffung","Die Steuerschuld entsteht gemäß § 8 Abs. 1 GrEStG in dem Zeitpunkt, in dem der steuerpflichtige Rechtsvorgang verwirklicht wird. Bei einem Kaufvertrag ist dies bereits der Zeitpunkt des Vertragsabschlusses (Unterschrift), nicht erst die spätere Eintragung im Grundbuch.","§ 8 Abs. 1 GrEStG 1987","0","0","0","1","2","0","“§ 8 Abs. 1 GrEStG 1987: Die Steuerschuld entsteht, sobald ein nach diesem Bundesgesetz steuerpflichtiger Erwerbsvorgang verwirklicht ist.”","“Correctness: Wrong timing (not “Anlage der Anschaffung”). Groundedness: No reference to § 8 Abs. 1 GrEStG . Reasoning: No explanation of triggering event. Completeness: Missing key detail (contract conclusion timing)”"
"37","db860d721df13990","Was ist die Basispauschalierung (§ 17 EStG)?","Die Basispauschalierung (§ 17 EStG) regelt die **Pauschale zur Abgrenzung der Einkommens- und Ausgabenüberschüsse** in Bezug auf den Ertrag aus dem Betrieb eines Unternehmens. Sie dient dazu, dass Unternehmen nicht zu viel oder zu wenig Steuern zahlen müssen. **Wesentliche Punkte:** * **§ 17 Abs. 3a EStG**: Definiert die Grundlage für die Basispauschalierung. * **§ 18 EStG**: Regelt die Sonderausgaben, welche die Basispauschalierung beeinflussen können. Es ist wichtig zu beachten, dass diese Informationen nur eine allgemeine Übersicht über das österreichische Steuerrecht bieten. Für spezifische Fragen sollten Sie sich an einen Steuerberater wenden.","Eine vereinfachte Gewinnermittlung durch Abzug eines Prozentsatzes vom Umsatz als Betriebsausgaben.","EStG § 17","2","1","2","2","4","0","“…vereinfachte Gewinnermittlung durch Abzug eines Prozentsatzes vom Umsatz als Betriebsausgaben.”","“Correctness: Does not clearly state core idea (percentage-based expense deduction). Groundedness: Adds irrelevant §§ 17 Abs. 3a, 18 EstG. Reasoning: Vague explanation, not focused on mechanism. Hallucination: Incorrect/unsupported legal references”"
"38","db8a275fe9f8b48d","Ein in der Schweiz wohnender Privatanleger verkauft ein in Wien gelegenes Grundstück aus seinem Privatvermögen. Unterliegt der Veräußerungsgewinn in Österreich der beschränkten Steuerpflicht?","Ja, der Veräußerungsgewinn unterliegt in Österreich der beschränkten Steuerpflicht, da das Grundstück in Österreich liegt. Der Verkauf unterliegt der österreichischen Körperschaftsteuer (§ 25 EStG), sofern der Verkäufer nicht im Ausland steuerpflichtig ist und kein Doppelbesteuerungsabkommen mit Steuererlass vorseht.","Ja. Einkünfte aus privaten Grundstücksveräußerungen sind nach § 98 Abs. 1 Z 7 EStG 1988 beschränkt steuerpflichtig, soweit es sich um inländische Grundstücke handelt.","§ 98 Abs. 1 Z 7 EStG 1988","3","2","3","2","4","1","„§ 98 Abs. 1 Z 7 EStG 1988: Einkünfte aus privaten Grundstücksveräußerungen im Sinne des § 30, soweit es sich um inländische Grundstücke handelt.”","“Correctness: Right conclusion (yes), but wrong legal basis. Groundedness: Uses § 25 EStG instead of § 98 Abs. 1 Z 7. Reasoning: Basic logic correct (location principle), but not precise. Hallucination: Incorrect legal reference (Körperschaftsteuer / § 25 EStG)”"
"39","dbcc3fe6ba3f0d2e","Ein Kaufvertrag über ein inländisches Grundstück wird ordnungsgemäß abgeschlossen und die Grunderwerbsteuer entsteht. Zwei Jahre später heben Verkäufer und Käufer den Vertrag einvernehmlich vollständig auf, sodass der Erwerbsvorgang rückgängig gemacht wird. Kann die Steuer auf Antrag nicht festgesetzt werden?","Die Steuer kann nur auf Antrag nach Ablauf der Frist von 10 Jahren festgesetzt werden. Der Antrag ist mit der Erklärung über das Einkommen zu stellen. In diesem Fall ist die Grunderwerbsteuer nicht zu bezahlen.","Ja. Die Steuer wird gemäß § 17 Abs. 1 Z 1 GrEStG 1987 auf Antrag nicht festgesetzt, wenn der Erwerbsvorgang innerhalb von drei Jahren seit Entstehung der Steuerschuld durch Vereinbarung, durch Ausübung eines vorbehaltenen Rücktrittsrechtes oder eines Wiederkaufsrechtes rückgängig gemacht wird.","§ 17 Abs. 1 Z 1 GrEStG 1987","0","0","0","1","3","1","“§ 17 Abs. 1 Z 1 GrEStG 1987: Die Steuer wird auf Antrag nicht festgesetzt, eins wenn der Erwerbsvorgang innerhalb von drei Jahren seit der Entstehung der Steuerschuld durch Vereinbarung, durch Ausübung eines vorbehaltenen Rücktrittsrechtes oder eines Wiederkaufsrechtes rückgängig gemacht wird”","“Correctness: Wrong rule (10 years instead of 3 years). Groundedness: No reference to § 17 Abs. 1 Z 1 GrEStG. Reasoning: Does not apply reversal condition. Hallucination: Invented time limit and procedure”"
