id;answer;
ESTG-NEW-016;Die Einlage der 20 ETH in das Betriebsvermögen stellt einen nicht steuerbaren Vorgang dar (§ 6 Abs 1 Z 5 EStG). Die Bewertung erfolgt zum Marktwert, also EUR 3.200/ETH (§ 6 Abs 1 Z 5 EStG). Die Entnahme der 10 ETH stellt einen steuerbaren Vorgang dar und ist als Entnahme zum Marktwert (EUR 3.500/ETH) zu bewerten (§ 4 Abs 1 EStG). Der Verkauf der entnommenen ETH ist als privater Verkauf von Kryptowährungen steuerbar (§ 20 Abs 2 EStG), wobei ein allfälliger Gewinn als Einkünfte aus Gewerbeb;
ESTG-NEW-017;Die Anschaffungskosten für Frau Wimmer betragen gemäß § 6 Abs. 1 Z 6 lit. b EStG 1988 iVm § 6 Abs. 6 EStG 1988 EUR 68.000 pro BTC (Marktwert zum Todestag), da es sich um eine unentgeltliche Übertragung handelt. Der Gewinn aus dem Verkauf der BTC im Juni 2026 beträgt EUR 6.000 pro BTC (EUR 70.000 - EUR 68.000). Der Verkauf ist gemäß § 29 Abs. 1 Z 1 lit. a EStG 1988 iVm § 27 Abs. 3 EStG 1988 steuerpflichtig, wenn;
ESTG-NEW-018;Herr Zach kann einen Verlust aus Kryptowährungen nach § 27 Abs. 8 EStG geltend machen. Der Verlust beträgt EUR 38.400 (EUR 48.000 - EUR 9.600), jedoch sind nur die Anschaffungskosten von EUR 36.000 (15 ETH * EUR 2.400) als Verlust berücksichtigungsfähig (§ 27 Abs. 8 EStG). Der Verlust kann im Zeitpunkt der Zahlung, also im Oktober 2026, geltend gemacht werden.;
ESTG-NEW-019;Nein, das stimmt nicht. Gemäß § 20 Abs. 2 EStG liegt ein steuerpflichtiger Veräußerungserlös vor, soweit der Steuerpflichtige für die nicht glatt teilbaren Aktien eine Barabfindung erhält. Die Anschaffungskosten der Aktien sind nach § 20 Abs. 2 EStG i.V.m. § 16 EStG anteilig zu verteilen. Die Barabfindung von EUR 250 ist daher als steuerpflichtiger Veräußerungserlös zu behandeln (§ 20 Abs. 2 EStG).;
ESTG-NEW-020;Die Staking-Einkünfte sind gemäß § 27 Abs. 3 EStG 1988 iVm § 6 Abs. 1 Z 1 lit. b EStG 1988 beim Gutschriftzeitpunkt, d.h. im Zeitpunkt des automatischen Re-Stakings, als Einkünfte aus Gewerbebetrieb steuerpflichtig, da die Rewards bereits in diesem Zeitpunkt wirtschaftlich in die Verfügungsmacht von Frau Kern gelangt sind. Der Marktwert der Rewards zum Gutschriftzeitpunkt (€ 3.400) ist als Einkünfte zu erfassen.;
VAT-DOM-001;Ja, gemäß § 3 Abs. 11 UStG (Umsatzsteuergesetz) gilt der Online-Marktplatz als fiktiver Lieferer, wenn er den Verkauf technisch und organisatorisch unterstützt und die Ware aus dem Drittlandsgebiet an den Erwerber in Österreich liefert, es sei denn, der Erwerber ist für die Einfuhrumsatzsteuer verantwortlich (§ 3 Abs. 11 Satz 3 UStG);
VAT-DOM-002;Die Beförderung wird der Lieferung von A an B zugeordnet, da B als Abnehmer die Beförderung organisiert hat und A seine polnische Umsatzsteuer-Identifikationsnummer nicht mitgeteilt hat, § 3 Abs 6 UStG.;
VAT-DOM-003;Es liegt eine Lieferung vor, da der Unternehmer dem Auftraggeber ein gleichartiges Schmuckstück überlässt (§ 3 Abs 1 UStG). Der Unternehmer schuldet die Herstellung eines Schmuckstücks aus dem übergebenen Gold, aber er liefert stattdessen ein Schmuckstück aus seinem eigenen Bestand, was als Lieferung eines Gegenstands gilt. Die Berechnung eines reinen Werklohns ändert nichts an der Qualifikation als Lieferung.;
VAT-DOM-004;Der Leistungsort für die weiterverrechneten Eintrittsberechtigungen liegt in Österreich, da die Eintrittsberechtigungen für eine Fachmesse in Wien verkauft werden (§ 3 Abs 6 UStG).;
VAT-DOM-005;Nein, gemäß § 3 Abs. 1 UStG iVm Art. 53 Abs. 1 MwStSystRL liegt der Leistungsort in Spanien, da der Empfänger dort ansässig ist und es sich um eine nicht physische Leistung handelt.;
VAT-DOM-006;Die Lieferung des Verarbeiters erstreckt sich gemäß § 373 Abs 1 UStG auf den gesamten ursprünglichen Silbergehalt des übergebenen Materials, da es sich bei der Rückgabe von Silberabfällen gleicher Art um eine mängelfreie Leistung handelt.;
VAT-DOM-007;Die Lieferung gilt als in Österreich erfolgt, da der Ort der Lieferung gemäß § 3 Abs. 6 UStG iVm Art. 31 Abs. 1 MwStSystRL der Ort ist, an dem sich der Unternehmer befindet, also Österreich als Abgangsland des Flugzeugs.;
VAT-DOM-008;Der Ort der Lieferung von Elektrizität bestimmt sich nach § 3 Abs. 6 UStG. Danach gilt als Ort der Lieferung der Ort, an dem der Abnehmer den Strom tatsächlich verbraucht. Da der italienische Wiederverkäufer den Strom hauptsächlich weiterverkauft und nur in untergeordnetem Umfang selbst verbraucht, ist für die Ortsbestimmung der tatsächliche Verbrauch durch den Endverbraucher maßgeblich, nicht die physische Einspeisung.;
VAT-DOM-009;Ja, gemäß § 3a Abs. 1a Z 1 UStG 1994 wird die unentgeltliche Verwendung eines Gebäudes für private Zwecke als sonstige Leistung gegen Entgelt behandelt, wenn für das Gebäude ursprünglich ein Vorsteuerabzug geltend gemacht wurde.;
VAT-DOM-010;Ja, der Ort der Lieferung liegt in Österreich, da die Verfügungsmacht über die Maschine erst in Graz erlangt wurde (§ 3 Abs 6 UStG).;
VAT-DOM-011;Ja, gemäß § 3 Abs 1 UStG 1994 gilt die Lieferung des Produzenten an den Kommissionär als ausgeführt, da der Kommissionär die Waren im eigenen Namen, aber für Rechnung des Produzenten besitzt und somit bereits die Verfügungsmacht über die Waren erlangt hat.;
VAT-DOM-012;Die Leistung ist als Lieferung zu behandeln, da die selbst beschafften Motoren und Steuerungseinheiten nicht bloß Zutaten oder Nebensachen sind (§ 3 Abs 4 UStG). Die Verbindung mit dem Boden der Fabrikhalle ist für die Qualifikation als Lieferung oder sonstige Leistung nicht entscheidend.;
VAT-DOM-013;Nein, gemäß § 3 Abs. 5 UStG 1994 gilt bei der Lieferung von Elektrizität der Ort, an dem der Abnehmer ansässig ist, als Ort der Lieferung, wenn es sich um einen nicht zum Wiederverkäufer geeigneten Abnehmer handelt;
VAT-DOM-014;Der Ort der Vermittlungsleistung liegt gemäß § 3 Abs. 6 UStG iVm Art. 44 MwStSystRL bei der Privatperson in Italien, da es sich um eine nicht steuerbare (nicht in der Gemeinschaft ansässige) Person handelt und die Maschine sich nicht im Inland befindet.;
VAT-DOM-015;Nein, gemäß § 3 Abs. 6 UStG 1994 iVm Art. 47 Abs. 1 und 2 MwStSystRL liegt der Leistungsort bei der Vermietung von Sportbooten an Privatpersonen am Ort, an dem das Sportboot dem Erwerber tatsächlich übergeben wird, somit in Split, Kroatien.;
VAT-DOM-016;Ja, es liegt bereits eine Lieferung vor, § 3 Abs 1 UStG. Die Übergabe der Anlage und die uneingeschränkte Verfügungsgewalt des Kunden stellen eine Lieferung dar, unabhängig vom Eigentumsübergang.;
VAT-DOM-017;Es liegt keine Verarbeitung im Sinne des § 3 Abs. 6 UStG vor, da die bearbeiteten Messingplatten weiterhin nur als Messingplatten derselben Marktgattung verkauft werden können und keine neue eigenständige Marktgängigkeit entsteht;
VAT-DOM-018;Nein, gemäß § 3 Abs 6 UStG 1994 iVm Art 44 MwStSystRL liegt der Leistungsort bei der italienischen Betriebsstätte, da die Leistung dort verwendet wird.;
VAT-DOM-019;Ja, es handelt sich um eine sonstige Leistung gemäß § 3 Abs 9 UStG, da die Grundstückseigentümerin ein Recht (das Widerspruchsrecht) nicht ausübt und dafür ein Entgelt erhält, ohne dass ein Gegenstand übertragen wird.;
VAT-DOM-020;Nein, der Leistungsort verbleibt nicht im Drittlandsgebiet. Gemäß § 3 Abs. 1 UStG 1994 (in Verbindung mit § 1 Abs. 1 Z 1 UStG 1994) gilt die Leistung an das österreichische Ingenieurbüro als im Inland (Österreich) erbracht, da die Leistung im Inland genutzt und ausgewertet wird. Der Leistungsort ist daher Österreich (§ 3 Abs. 6 UStG 1994).;
VAT-DOM-021;Die Sichtweise der Gemeinde ist nicht zutreffend, da die Vermietung von Grundstücken durch eine juristische Person des öffentlichen Rechts (in diesem Fall eine Gemeinde) gemäß § 1 Abs. 1 Z 1 UStG 1994 iVm § 2 Abs. 1 UStG 1994 als steuerbare Leistung gilt, wenn es sich nicht um eine nicht steuerbare Vermietung nach § 2 Abs. 2 UStG 1994 handelt;
VAT-DOM-022;Die Annahme einer Organschaft gemäß § 2 Abs 2 UStG setzt voraus, dass die Tochter-GmbH finanziell, wirtschaftlich und organisatorisch in die Mutter-GmbH eingegliedert ist. Trotz der eigenständigen Geschäftsführung könnte die wirtschaftliche und finanzielle Eingliederung gegeben sein, jedoch ist die organisatorische Eingliederung fraglich, da die Tochter eigenständige operative Tätigkeiten ohne Weisungen der Mutter trifft. Die Verrechnung interner Managementleistungen allein begründet keine Organschaft, vgl. § 2 Abs 2 UStG.;
VAT-DOM-023;Nein, das ist nicht richtig. Nachhaltigkeit und laufende Einnahmen allein reichen nicht aus, um eine unternehmerische Tätigkeit anzunehmen (§ 2 Abs. 1 UStG). Es fehlt die für eine unternehmerische Tätigkeit erforderliche Gewinnerzielungsabsicht, die bei einer auf Dauer angelegten Verlustkonzeption nicht gegeben ist (vgl. § 2 Abs. 1 UStG iVm § 15 Abs. 2 EStG).;
VAT-DOM-024;Ja, ein steuerbarer Eigenverbrauch kann vorliegen, wenn die Aufwendung ertragsteuerlich nicht abzugsfähig ist, aber ein Vorsteuerabzug ursprünglich zulässig war (§ 3 Abs 9a Z 1 UStG).;
VAT-DOM-025;Nein, die 3.000 Euro gehören nicht zur Bemessungsgrundlage (§ 4 Abs 1 UStG), da der Unternehmer den Betrag lediglich im Namen und für Rechnung des Kunden vereinnahmt und weiterleitet (Durchlaufposten).;
VAT-DOM-026;Der Arzt ist für diese Honorare umsatzsteuerlich als Unternehmer gemäß § 2 Abs. 1 UStG 1972 einzustufen, da er nachhaltig und mit der Absicht, Gewinn zu erzielen, tätig ist und die Honorare als Entgelt für seine Leistungen erhält.;
VAT-DOM-027;Die Zahlung an den gemeinnützigen Verein stellt keinen Eigenverbrauch nach § 1 Abs. 1 Z 2 lit. a UStG dar, da es an einer Leistung fehlt, die der Unternehmerin selbst zugute kommt;
VAT-DOM-028;Der Drittbetrag von 8.000 Euro ist als Teil der Gegenleistung für die Marketingleistung anzusehen und somit in die Bemessungsgrundlage für die Umsatzsteuer einzubeziehen (§ 4 Abs 1 UStG, § 1 Abs 1 UStG).;
VAT-DOM-029;Die Bemessungsgrundlage für diesen Vorgang ist nach § 4 Abs. 1 UStG (UmgrStG) iVm § 6 Abs. 1 UStG (gemeiner Wert) zu bestimmen, wobei die Bewertung der hingegebenen Gegenstände durch die Parteien als Bemessungsgrundlage gilt, es sei denn, es liegt ein Missbrauchsfall vor.;
VAT-DOM-030;§ 5 Abs 1 UStG bestimmt, dass die Bemessungsgrundlage für die Einfuhrumsatzsteuer grundsätzlich der Wert des eingeführten Gegenstands ist. Allerdings bestimmt § 5 Abs 2 UStG, dass bei der Wiedereinfuhr eines bearbeiteten Gegenstands, für den ein gesondertes Entgelt vereinbart wurde, die Bemessungsgrundlage nur den Wert der Bearbeitung umfasst, wenn dieser nachgewiesen wird. Da ein gesondertes Entgelt für die Bearbeitung vereinbart wurde, ist die Bemessungsgrundlage für die Einfuhrumsatzsteuer daher nur der Wert der Bearbeitung (§ 5 Abs 2 UStG).;
VAT-DOM-031;Die Bemessungsgrundlage für die Umsatzsteuer nach § 4 UStG umfasst das Entgelt, das der Erwerber für den Betrieb leistet, jedoch ohne die übernommenen Verbindlichkeiten, da diese nicht zum Entgelt gehören (§ 4 Abs 1 UStG, § 1 Abs 1 UStG). Die Übernahme von Verbindlichkeiten stellt keine Gegenleistung für die Lieferung dar. Somit ist die Bemessungsgrundlage der vereinbarte Gesamtkaufpreis ohne die übernommenen Verbindlichkeiten.;
VAT-DOM-032;Nach § 4 Abs 1 UStG 1994 ist die Bemessungsgrundlage für die sonstigen Leistungen, die ein Unternehmer an einen nicht zum Vorsteuerabzug berechtigten Gesellschafter erbringt, der Wert der Leistung, höchstens jedoch das vereinbarte Entgelt;
VAT-DOM-033;Nach § 4 Abs 4 UStG (letzter Satz) ist die Bemessungsgrundlage für unentgeltliche Wertabgaben der Einkaufspreis, höchstens der Selbstkostenpreis;
VAT-DOM-034;Nach § 5 Abs. 1 UStG gehören zur Bemessungsgrundlage der Einfuhrumsatzsteuer der Zollwert sowie die Kosten für Beförderung und Versicherung, die bis zum ersten Bestimmungsort innerhalb der Gemeinschaft anfallen. Da bereits im Zeitpunkt der Entstehung der Einfuhrumsatzsteuer feststeht, dass die Ware unmittelbar nach einem ersten EU-Ort an einen weiteren bekannten Bestimmungsort innerhalb der Union weiterbefördert wird, sind nur die Kosten bis zum ersten Bestimmungsort in der Union zu berücksichtigen (§ 5 Abs. 2 UStG).;
VAT-DOM-035;Die Tätigkeit als Aufsichtsratsmitglied ist als nichtselbständige Arbeit gemäß § 2 Abs. 1 EStG und nicht als selbständige unternehmerische Tätigkeit im Sinne des § 2 Abs. 1 UStG einzuordnen, da die Kontrolltätigkeit nicht eigenverantwortlich, sondern im Interesse der Gesellschaft ausgeübt wird (§ 15 Abs. 1 EStG, § 2 Abs. 1 UStG).;
VAT-DOM-036;Die Tätigkeit des Bundesorgans ist als Unternehmer nach § 2 Abs. 1 UStG einzustufen, da die Überlassung der Eisenbahninfrastruktur gegen Entgelt erfolgt und somit eine nachhaltige und entgeltliche Tätigkeit vorliegt, die nicht durch die hoheitliche Tätigkeit des Bundes ausgeschlossen ist (§ 2 Abs. 3 UStG).;
VAT-DOM-037;Nach § 4 UStG (Entgeltliche Leistungen) i.V.m. § 12 Abs. 1 UStG (Bemessungsgrundlage) ist der freiwillig übernommene Betrag für die besondere Beglaubigung als Teil des Entgelts zu betrachten, da er eine Gegenleistung für die vom Unternehmer erbrachte Leistung darstellt. Der Unternehmerin kann sich nicht auf eine fehlende vertragliche Verpflichtung berufen, um den Betrag nicht in die Bemessungsgrundlage einzubeziehen, da § 4 Abs. 1 UStG auf die tatsächliche, nicht nur vertraglich geschuldete Gegenleistung abstellt.;
VAT-DOM-038;Nein, das trägt nicht, § 1 Abs. 1 Z 2 lit. a UStG setzt voraus, dass die Leistung für Zwecke ausgeführt wird, die nicht zum Unternehmen gehören, § 2 Abs. 1 UStG.;
VAT-DOM-039;Nein, § 5 Abs 1 UStG sieht vor, dass die Einfuhrumsatzsteuer nicht in die Bemessungsgrundlage einzubeziehen ist, daher ist es nicht zulässig, die Einfuhrumsatzsteuer als Bestandteil der Bemessungsgrundlage mitanzusetzen (§ 5 Abs 1 UStG).;
VAT-DOM-040;§ 2 Abs. 1 UStG definiert die steuerbaren Umsätze und bestimmt, dass eine nachhaltige Tätigkeit zur Erzielung von Einnahmen auch dann als gewerbliche oder berufliche Tätigkeit gilt, wenn sie von einer natürlichen Person ausgeübt wird;
VAT-DOM-041;Die Lieferung ist gemäß § 7 Abs. 1 UStG steuerfrei, wenn es sich um eine grenzüberschreitende Beförderung oder Versendung handelt. Da die Maschine direkt in die Schweiz befördert wurde, liegt eine grenzüberschreitende Beförderung vor, unabhängig davon, dass der Abnehmer eine österreichische AG ist.;
VAT-DOM-042;Nein, die Zweigniederlassung ist kein ausländischer Abnehmer iSd § 7 UStG, da sie eine inländische Niederlassung der deutschen GmbH ist und die Umsätze im eigenen Namen abgeschlossen werden;
VAT-DOM-043;Nein, § 7 Abs. 1 Z 3 UStG kann nicht angewendet werden, da der Käufer keine österreichische Wohnsitzadresse hat und somit nicht als Endverbraucher im Inland gilt (§ 1 Abs. 1 UStG);
VAT-DOM-044;Die Ausfuhrlieferung nach § 7 UStG liegt vor, wenn der Unternehmer den Gegenstand der Lieferung in ein Drittland (hier: Schweiz) befördert oder versendet. Da das Segelboot in die Schweiz verbracht wurde, könnte eine Ausfuhrlieferung vorliegen. Allerdings ist die privat genutzte Lieferung an den Geschäftsführer zu berücksichtigen;
VAT-DOM-045;Nein, gemäß § 6 Abs. 1 UStG 1994 i.V.m. § 6 Abs. 3 UStG 1994 muss der Ausfuhrnachweis spätestens innerhalb von zwei Monaten nach Ablauf des Kalendermonats, in dem die Ausfuhr erfolgt ist, vorliegen, um die Steuerfreiheit beanspruchen zu können;
VAT-DOM-046;Ja, es liegt eine Lohnveredlung an Gegenständen der Ausfuhr vor, da die tschechische Gesellschaft die Maschinenteile im Gemeinschaftsgebiet erworben hat und der Wiener Unternehmer diese bearbeitet hat (§ 11 Abs. 1 UStG). Die Ausfuhr erfolgt nach Serbien, welches nicht zum Gemeinschaftsgebiet gehört. Die Bearbeitung in Österreich stellt eine unselbstständige Verarbeitung dar (§ 11 Abs. 2 UStG).;
VAT-DOM-047;Nein, § 8 Abs. 1 Z 2 UStG ist nicht anwendbar, da die Schweizer Gesellschaft die bearbeiteten Waren selbst in die Schweiz verbringt und somit keine Beförderung oder Versendung durch den österreichischen Unternehmer vorliegt (§ 8 Abs. 1 Z 2 UStG).;
VAT-DOM-048;Die Überlassung eines gleichartigen Gegenstands aus der laufenden Produktion anstelle der Herstellung des bestellten Gegenstands könnte als Umgehungsgeschäft angesehen werden, jedoch ist diesbezüglich § 8 Abs 1 UStG (Umfang der Besteuerung) und § 3 Abs 7 UStG (Ort der sonstigen Leistung) zu prüfen;
VAT-DOM-049;Ja, die Zweigniederlassung einer deutschen Unternehmensgruppe in Österreich ist als ausländischer Auftraggeber zu betrachten, da sie als rechtlich unselbstständige Niederlassung einer deutschen Gesellschaft agiert (§ 3 Abs 1 UStG).;
VAT-DOM-050;Nein, § 8 UStG (Besteuerung von nicht im Inland ansässigen Unternehmern) ist nicht anwendbar, da der Unternehmer die erforderlichen Nachweise für die Zuordnung der Ware zum Auftrag und die Ausfuhrvorgänge nicht erbringen kann, vgl. § 8 Abs. 1 i.V.m. § 17a Abs. 1 UStDV.;
VAT-DOM-051;Die Steuerbefreiung für Umsätze für die Seeschiffahrt gemäß § 9 Abs. 1 UStG 1994 ist nicht anwendbar, da es sich um Fahrten auf Binnengewässern handelt, nicht um Seeschiffahrt im Sinne des § 9 Abs. 1 UStG 1994;
VAT-DOM-052;Ja, der Lieferant kann die Befreiung nach § 9 Abs. 1 Z 3 UStG in Anspruch nehmen, da die Lieferung von Lebensmitteln und Getränken als Bordproviant für die Trawler direkt an Bord erfolgt und somit als Lieferung an Bord eines Schiffes gilt, die gemäß § 9 Abs. 1 Z 3 UStG von der Umsatzsteuer befreit ist.;
VAT-DOM-053;Die Leistung des Hafenserviceunternehmens ist gemäß § 9 Abs. 1 UStG 1994 (jetzt § 6 Abs. 1 UStG 2020) als nicht umsatzsteuerbare Leistung anzusehen, da es sich um eine Leistung handelt, die unmittelbar mit der Seefahrt verbunden ist und an Bord des Schiffes erbracht wird, somit könnte § 9 Abs. 1 UStG 1994 (bzw. § 6 Abs. 1 UStG 2020) einschlägig sein.;
VAT-DOM-054;Die Befreiung für Umsätze für die Luftfahrt gemäß § 4 Abs. 1 Z 9 UStG greift, wenn der Flugbetrieb zu mindestens 60 % aus grenzüberschreitenden Beförderungen besteht. Da dies hier mit 62 % der Fall ist, ist die Befreiung anwendbar.;
VAT-DOM-055;Die Befreiung nach § 9 Abs. 2 Z 1 ist nicht anwendbar, da der Vermieter keine buchmäßigen Nachweise über die Voraussetzungen geführt hat (§ 9 Abs. 7).;
VAT-DOM-056;Ja, die Lieferung unterliegt dem 10%-Satz gemäß § 4 Abs. 1 Z 1 UStG, da es sich um eine periodische Druckschrift handelt, die überwiegend aus redaktionellen Beiträgen besteht und nicht überwiegend aus Werbung.;
VAT-DOM-057;"Der 10%-Satz gemäß § 12 Abs. 2 UStG ist anwendbar, wenn es sich um eine elektronische Ausgabe einer Zeitschrift oder eines Buches handelt. Da die Fachpublikation überwiegend aus Text und Grafiken besteht und kurze eingebettete Videoclips enthält, kann sie als elektronische Ausgabe eines Buches oder einer Zeitschrift betrachtet werden. Die Anwendbarkeit des 10%-Satzes hängt jedoch von der Einstufung als ""elektronische Ausgabe"" i.S.d. § 12 Abs. 2 UStG ab.";
VAT-DOM-058;Ja, für das Frühstück greift der 10%-Satz aus § 10 Abs. 2 Z 3 lit. c UStG, da es sich um eine Nebenleistung zur Beherbergung handelt und gesondert ausgewiesen wird.;
VAT-DOM-059;Ja, gemäß § 12 Abs. 2 Z 7 UStG 1994 unterliegen kulturelle Dienstleistungen, wie die Führung durch ein Museum, dem ermäßigten Steuersatz, wobei auch die Lieferung von Audioguides als Nebenleistung zur Hauptleistung der Museumsbesichtigung als kulturelle Dienstleistung zu betrachten ist.;
VAT-DOM-060;Nach § 10 Abs. 1 UStG 1994 unterliegt die Lieferung von Gegenständen und die Erbringung von Dienstleistungen, für die ein Entgelt berechnet wird, der Umsatzsteuer. Da es sich bei dem Sightseeing-Rundflug um eine Dienstleistung handelt, ist § 10 Abs. 1 UStG 1994 einschlägig. Der Steuersatz beträgt 20%, § 10 Abs. 2 UStG 1994.;
VAT-DOM-061;Die Einfuhrbefreiung greift für die unentgeltlich überlassenen Manuskripte (§ 67 Abs 1 BAO iVm § 1 Abs 1 Z 14 Eingangsabgabenbefreiungsverordnung) und Demonstrationsobjekte (§ 1 Abs 1 Z 16 Eingangsabgabenbefreiungsverordnung) ein. Für die Modelle gilt dies jedoch nicht, da diese entgeltlich erworben wurden (§ 1 Abs 1 Z 14 Eingangsabgabenbefreiungsverordnung).;
VAT-DOM-062;Die Rückwarenbefreiung gemäß § 13 UStG ist nicht ausgeschlossen, wenn die ursprüngliche Ausfuhr im Rahmen einer steuerfreien Ausfuhrlieferung behandelt wurde, solange die Maschine unverändert wiedereingeführt wurde;
VAT-DOM-063;Die vorübergehende Verwendung von Spezialformen aus einem Drittstaat im Inland für die Produktion von Präzisionsteilen kann unter bestimmten Voraussetzungen zollfrei erfolgen, vgl. Art. 177 ff. Zollkodex (VO (EU) Nr. 952/2013). Die bloße Zwischenlagerung der hergestellten Präzisionsteile im Inland vor einem möglichen Export in den Drittstaat könnte jedoch die Voraussetzungen für die Zollbefreiung gefährden, da die vorübergehende Verwendung primär für die eigene Verwendung im Inland vorgesehen ist. Die Zollbehörden prüfen, ob die Lagerung im Inland als Beginn einer wirtschaftlichen Verwendung im Zollgebiet der Union zu werten ist, die nicht mehr unter die Begünstigung für die vorübergehende;
VAT-DOM-064;Die Unentgeltlichkeit ist auf der Ebene der Abgabe an Bedürftige im Inland relevant, nicht jedoch auf der Ebene des Erwerbs vom ausländischen Lieferanten, da es sich dabei um einen entgeltlichen Vorgang handelt (§ 3 Abs 1 UStG 1994).;
VAT-DOM-065;Die Reisende überschreitet die Freimengen für Tabakerzeugnisse gemäß § 21 Abs. 1 ZollG iVm Art. 1 Abs. 1 und 2 der VO (EU) Nr. 952/2013: 40 Zigaretten (Höchstmengen 20), 20 Zigarillos (Höchstmengen 10), 10 Zigarren (Höchstmengen 10) und 100 g Rauchtabak (Höchstmengen 250 g). Bei Alkohol wird die Freimenge für alkoholische Getränke mit mehr als 22 % vol. gemäß § 21 Abs. 2 ZollG iVm Art. 1 Abs.;
VAT-DOM-066;Die verschärften Mengenbeschränkungen für Arbeitnehmer im Grenzgebiet gemäß § 13 Abs 1 Z 2 lit a und b TabStG 1988 iVm § 2 Abs 1 und 2 TabStG 1988 und § 1 Abs 1 und 2 SpirituosenStG sind nicht anzuwenden, wenn der Arbeitnehmer glaubhaft darlegt, dass er sich nicht bloß im Grenzgebiet aufgehalten hat (§ 13 Abs 2 TabStG 1988).;
VAT-DOM-067;Die Überlassung von möblierten Apartments für zehn Tage an wechselnde Gäste stellt eine kurzfristige Vermietung dar, die als einheitliche Leistung zu beurteilen ist (§ 3 Abs 1 UStG). Die Nebenleistungen wie die Überlassung von Einbauküchen, Waschmaschinen und Stellplätzen teilen das Schicksal der Hauptleistung und sind daher ebenfalls als steuerpflichtig zu behandeln (§ 3 Abs 1 UStG iVm § 12 Abs 1 UStG). Die Steuerfreiheit für Grundstücksvermietungen nach § 6 Abs 1 UStG greift nicht, da die Vermietung kurzfristig und mit umfangreichen Nebenleistungen erfolgt.;
VAT-DOM-068;Die Frage, ob eine überwiegende Verwendung für steuerpflichtige Umsätze erforderlich ist oder eine untergeordnete Verwendung ausreicht, ist durch die Rechtsprechung des VwGH und die Verwaltungspraxis geklärt. Laut VwGH (z.B. VwGH 20.12.2007, 2007/13/0095) und § 12 Abs. 10 UStG 1994 ist für den Vorsteuerabzug eine direkte und unmittelbare Verwendung für steuerpflichtige Umsätze erforderlich;
VAT-DOM-069;Die Leistung der Bank besteht aus mehreren Komponenten: Depotführung, Verwahrung, administrative Verwaltung sowie Kauf und Verkauf von Wertpapieren. Nach § 4 Abs 9 UStG ist die Verwaltung von Wertpapieren, die von § 4 Abs 1 Z 8 UStG (Befreiung für bestimmte Finanzumsätze) erfasst wird, als einheitlicher Finanzumsatz zu betrachten, jedoch nur soweit es sich um die unmittelbare Verwaltung von Wertpapieren handelt. Depotführung und Verwahrung fallen unter § 4 Abs 1 Z 8 UStG, Kauf und Verkauf von Wertpapieren unter § 4 Abs 1 Z 1 UStG;
VAT-DOM-070;Die 10-Prozent-Toleranz für die Kleinunternehmerbefreiung gemäß § 6 Abs. 1 UStG ist unter Ausklammerung der anderen steuerfreien Umsätze zu berechnen, da diese Umsätze nicht zum maßgeblichen Umsatz gehören;
VAT-DOM-071;Die Steuerbefreiung für gemeinnützige Zwecke gemäß § 5 Abs 1 Z 9 KStG iVm § 3 Abs 1 Z 3 EStG umfasst nur Tätigkeiten, die unmittelbar und ausschließlich der Förderung der Allgemeinheit auf dem Gebiet des Sports dienen. Einnahmen aus wirtschaftlichen Geschäftsbetrieben, wie dem Fanshop und dem Musikfestival, unterliegen daher der Steuerpflicht (§ 64 Abs 2 BAO).;
VAT-DOM-072;Die Steuerfreiheit der Ausfuhrlieferung gemäß § 4 Nr. 1 UStG (Umkehrschluss aus § 1 Abs. 1 UStG) erstreckt sich nicht automatisch auf die Vorleistung des Subunternehmers. Die Leistung des Subunternehmers fällt unter § 3 Abs. 1 UStG und ist als Inlandleistung steuerbar, es sei denn, es greift § 3 Abs. 8 UStG (Bearbeitungsleistung im Zusammenhang mit einer Ausfuhrlieferung), der eine fiktive Ausfuhr für die Bearbeitungsleistung annimmt.;
VAT-DOM-073;Die Vermittlungsleistung kann gemäß § 4 Abs. 1 Z 17 UStG 1972 steuerfrei sein, wenn sie sich unmittelbar auf eine Lieferung oder sonstige Leistung bezieht, die in einem anderen Mitgliedstaat oder in einem Drittland bewirkt wird, und der Unternehmer den Umsatz im anderen Mitgliedstaat oder im Drittland als steuerpflichtig behandelt oder dort ansässig ist. Da die Lieferung im Drittlandsgebiet verbleibt und dort abgewickelt wird, genügt die Anknüpfung an diesen Umsatz für die Befreiung der Vermittlungsleistung.;
VAT-DOM-074;Die Leistung des Frachtunternehmers ist gemäß § 3 Abs. 1 UStG als Inlandleistung zu beurteilen, da der Ort der Leistung in Österreich liegt. Der wirtschaftliche Zusammenhang allein genügt nicht, um die Leistung als grenzüberschreitend zu qualifizieren, da § 1 Abs. 1 UStG iVm Art. 53 MwStSystRL明確 auf die Ortsbestimmung abstellt. Die Leistung ist daher umsatzsteuerpflichtig in Österreich.;
