id,prompt,rougeL_Model1_API_Llama70B,rougeL_Model2_Finetuned_Gemma2B,rougeL_Model3_RAG_Gemma2B
VAT-DOM-004,Eine schweizerische Gesellschaft verkauft an eine deutsche GmbH Eintrittsberechtigungen für eine Fachmesse in Wien weiter. Die schweizerische Gesellschaft handelt im eigenen Namen im Rahmen einer Besorgungsleistung. Liegt der Leistungsort der weiterverrechneten Eintrittsberechtigungen in Österreich?,1.0,0.1904761904761905,0.21052631578947367
VAT-DOM-005,"Ein österreichischer Unternehmer überträgt ein wissenschaftliches Seminar ausschließlich per Livestream an eine Privatperson mit Wohnsitz in Spanien. Es gibt keine physische Teilnahme vor Ort. Liegt der Leistungsort in Österreich, weil der Unternehmer von dort streamt?",1.0,0.14840989399293286,0.13709677419354838
VAT-DOM-006,"Ein Auftraggeber übergibt einem Verarbeiter Silbergranulat zur Herstellung spezieller Kontakte. Vertraglich ist vereinbart, dass der Auftraggeber die bei der Verarbeitung entstehenden Silberreste und Schleifabfälle an den Verarbeiter zurückzugeben hat. Tatsächlich gibt der Auftraggeber am Ende nicht exakt diese konkreten Rückstände zurück, sondern Silberabfälle gleicher Art, wie sie in seinem Unternehmen regelmäßig anfallen. Erstreckt sich die Lieferung des Verarbeiters trotzdem auf den gesamten ursprünglichen Silbergehalt des übergebenen Materials?",1.0,0.166189111747851,0.14769230769230768
VAT-DOM-007,"Eine Parfümeriekette verkauft während eines Fluges von Wien nach Madrid noch vor der Landung Parfum an Bord des Flugzeugs an einen Passagier. Der Flug verläuft ohne Zwischenaufenthalt außerhalb des Gemeinschaftsgebiets. Gilt der Ort der Lieferung als in Spanien gelegen, weil dort der Kunde das Flugzeug verlässt?",1.0,0.2564102564102564,0.26612903225806456
VAT-DOM-008,"Ein österreichischer Stromhändler liefert Elektrizität an einen Wiederverkäufer in Italien, dessen Haupttätigkeit im Erwerb und in der Weiterlieferung von Elektrizität besteht; der Eigenverbrauch des italienischen Abnehmers ist nur von untergeordneter Bedeutung. Der Strom wird nicht an eine besondere Betriebsstätte geliefert. Liegt der Ort der Lieferung dort, wo der Strom physisch eingespeist wird?",1.0,0.22929936305732485,0.2577319587628866
VAT-DOM-009,Ein Unternehmer ordnet ein Bürogebäude seinem Unternehmen zu; bei Anschaffung bestand ein teilweiser Vorsteuerabzug. Später nutzt er einen Teil des Gebäudes unentgeltlich privat. Wird diese Verwendung nach § 3a Abs. 1a Z 1 einer sonstigen Leistung gegen Entgelt gleichgestellt?,1.0,0.26744186046511625,0.2347826086956522
VAT-DOM-010,"Ein Schweizer Unternehmer verkauft eine Maschine an einen österreichischen Kunden. Die Maschine wird in Zürich einem Spediteur übergeben, der sie im Auftrag des Verkäufers nach Graz transportiert. Der österreichische Kunde erlangt die Verfügungsmacht erst nach Ankunft in Graz. Liegt der Ort der Lieferung in Österreich, weil sich die Maschine dort bei Verschaffung der Verfügungsmacht befindet?",1.0,0.19494584837545129,0.20512820512820512
VAT-DOM-011,"Ein Produzent übergibt Waren an einen Kommissionär, der sie im eigenen Namen, aber für Rechnung des Produzenten verkaufen soll. Die Waren befinden sich bereits im Lager des Kommissionärs, wurden aber noch nicht an den Endkunden verkauft. Gilt die Lieferung des Produzenten an den Kommissionär bereits als ausgeführt?",1.0,0.25839793281653745,0.21604938271604937
VAT-DOM-012,"Ein Unternehmer verarbeitet vom Auftraggeber beigestellten Stahl zu einer Produktionsanlage und verwendet dabei zusätzlich selbst beschaffte Motoren und Steuerungseinheiten, die nicht bloß Zutaten oder Nebensachen sind. Die fertige Anlage wird fest mit dem Boden der Fabrikhalle verbunden. Ist die Leistung als sonstige Leistung oder als Lieferung zu behandeln?",1.0,0.15805471124620063,0.22421524663677134
VAT-DOM-013,Ein deutscher Energieversorger liefert Elektrizität an eine österreichische Papierfabrik in Linz. Die österreichische Abnehmerin ist kein Wiederverkäufer; sie verbraucht den Strom selbst in der Produktion. Liegt der Ort der Lieferung am Sitz des deutschen Lieferers?,1.0,0.19801980198019803,0.24242424242424246
VAT-DOM-014,"Eine österreichische Vermittlerin vermittelt für eine Privatperson aus Italien den Kauf einer Maschine, die sich zum Zeitpunkt der Verschaffung der Verfügungsmacht in Belgien befindet und nicht befördert oder versendet wird. Wo liegt der Ort der Vermittlungsleistung?",1.0,0.11764705882352942,0.14414414414414414
VAT-DOM-015,"Eine kroatische Bootsvermieterin vermietet einer Privatperson mit Wohnsitz in Österreich ein Sportboot für sechs Monate. Das Boot wird der Kundin in Split tatsächlich übergeben; dort befindet sich auch die Betriebsstätte, von der aus die Vermietung erfolgt. Liegt der Leistungsort wegen des Wohnsitzes der Kundin in Österreich?",1.0,0.21774193548387097,0.19161676646706585
VAT-DOM-016,"Ein Maschinenhändler verkauft eine CNC-Anlage an einen Kunden. Zivilrechtlich soll das Eigentum erst nach vollständiger Kaufpreiszahlung übergehen. Der Händler übergibt die Anlage aber sofort, der Kunde darf sie bereits uneingeschränkt in seinem Betrieb einsetzen, weitervermieten und im eigenen Namen darüber verfügen. Liegt bereits eine Lieferung vor, obwohl das Eigentum noch nicht übergegangen ist?",1.0,0.2621951219512195,0.13526570048309178
VAT-DOM-017,"Ein Unternehmer erhält vom Auftraggeber gebrauchte Messingplatten, entfernt Oxidationsschichten, glättet die Oberfläche und schneidet sie auf passende Maße zu. Nach der Behandlung können die Platten weiterhin nur als Messingplatten derselben Marktgattung verkauft werden; eine neue eigenständige Marktgängigkeit entsteht nicht. Liegt eine Bearbeitung oder Verarbeitung im Sinne des § 3 Abs. 6 vor?",1.0,0.18543046357615897,0.1531914893617021
VAT-DOM-018,"Eine irische Beratungsgesellschaft erbringt eine komplexe Compliance-Analyse für eine österreichische AG. Die Leistung ist ausschließlich für die italienische Betriebsstätte der AG bestimmt und wird dort tatsächlich verwendet; an den Sitz in Wien ist sie nicht adressiert. Liegt der Leistungsort in Österreich, weil die Empfängerin dort ihren Sitz hat?",1.0,0.19166666666666665,0.33333333333333337
VAT-DOM-019,"Eine Grundstückseigentümerin erhält von einem Nachbarn ein Entgelt dafür, dass sie für zwei Jahre auf die Ausübung eines ihr zustehenden Widerspruchsrechts gegen die Nutzung eines gemeinsamen Zufahrtswegs verzichtet und die Nutzung duldet. Es wird kein Gegenstand übertragen. Handelt es sich um eine sonstige Leistung?",1.0,0.19292604501607719,0.1572052401746725
VAT-DOM-020,"Ein schweizerischer Kanton als juristische Person des öffentlichen Rechts, der im konkreten Fall nichtunternehmerisch tätig ist, beauftragt ein österreichisches Ingenieurbüro mit einer technischen und wirtschaftlichen Beratung für eine Anlage in Österreich. Die Beratung wird im Inland genutzt und ausgewertet. Verbleibt der Leistungsort im Drittlandsgebiet, weil der Empfänger in der Schweiz sitzt?",1.0,0.09395973154362418,0.1517241379310345
VAT-DOM-021,"Eine österreichische Gemeinde betreibt kein eigenes Wasserwerk, vermietet aber mehrere in ihrem Eigentum stehende Geschäftsflächen langfristig an private Unternehmer. Sie argumentiert, die Vermietung sei mangels allgemeinen Unternehmerstatus der Gemeinde nicht von § 1 Abs. 1 Z 1 UStG erfasst. Ist diese Sichtweise zutreffend?",1.0,0.25414364640883974,0.2192691029900332
VAT-DOM-022,"Eine GmbH hält 100 % an einer inländischen Tochter-GmbH. Die Tochter ist finanziell und wirtschaftlich vollständig eingegliedert, verfügt aber über eine eigenständige Geschäftsführung, die ihre operative Tätigkeit ohne Weisungen der Mutter trifft. Die Mutter verrechnet der Tochter interne Managementleistungen und beruft sich auf Organschaft, sodass diese Innenleistungen nicht als Umsätze zwischen zwei Unternehmern zu behandeln seien. Trägt das allein?",1.0,0.1368421052631579,0.16430594900849857
VAT-DOM-023,"Eine Person verkauft über viele Jahre hinweg regelmäßig selbst hergestellte Spezialmodelle an Sammler. Sie erzielt fortlaufend Einnahmen, kalkuliert aber bewusst so niedrig, dass nach ihrer auf Dauer angelegten Konzeption niemals ein Gewinn oder Einnahmenüberschuss entstehen kann. Sie meint, schon die Nachhaltigkeit und die laufenden Einnahmen machten sie zwingend zur Unternehmerin. Ist das nach § 2 UStG richtig?",1.0,0.19101123595505617,0.171875
VAT-DOM-024,"Ein Unternehmer bewirtet einen wichtigen Geschäftspartner in einem Restaurant. Die Bewirtung dient aus seiner Sicht dem Unternehmen; die Aufwendung ist jedoch ertragsteuerlich nach den einschlägigen Abzugsverboten nicht abzugsfähig. Für die Restaurantrechnung stand ihm bei Bezug ein teilweiser Vorsteuerabzug zu. Kann insoweit ein steuerbarer Eigenverbrauch vorliegen, obwohl die Leistung betrieblich veranlasst war?",1.0,0.11221122112211221,0.13793103448275862
VAT-DOM-025,"Ein Unternehmer erhält von seinem Kunden 20.000 Euro Honorar für eine Leistung. Zusätzlich zahlt der Kunde 3.000 Euro an eine Behörde, wobei der Unternehmer diesen Betrag lediglich im Namen und für Rechnung des Kunden vereinnahmt und an die Behörde weiterleitet. Der Unternehmer möchte die 3.000 Euro in seine Bemessungsgrundlage einbeziehen, weil der Betrag wirtschaftlich mit dem Auftrag zusammenhängt. Ist das zutreffend?",1.0,0.13114754098360654,0.2713178294573643
VAT-DOM-026,Ein in einem Dienstverhältnis zu einer Krankenanstalt stehender Arzt verrechnet Sonderklassepatienten für persönlich erbrachte Behandlungen gesonderte Honorare. Diese Entgelte qualifizieren einkommensteuerlich als Einkünfte aus selbständiger Arbeit gemäß § 22 Z 1 lit. b EStG 1988. Wie ist der Arzt für diese Honorare umsatzsteuerlich einzuordnen?,1.0,0.20261437908496732,0.17573221757322174
VAT-DOM-027,"Eine Unternehmerin überweist an einen gemeinnützigen Verein einen reinen Geldbetrag, um dessen kulturelle Tätigkeit zu unterstützen. Sie will den Vorgang als Eigenverbrauch nach § 1 Abs. 1 Z 2 lit. a UStG behandeln, weil die Zahlung betrieblich motiviert war und bei ihr mit dem Unternehmen zusammenhängt. Welche Einordnung ist nach dem Gesetz vorzunehmen?",1.0,0.17791411042944785,0.2627118644067797
VAT-DOM-028,"Eine Agentur erbringt eine entgeltliche Marketingleistung. Laut Vertrag schuldet der Kunde 50.000 Euro. Zusätzlich verpflichtet sich ein Konzernunternehmen des Kunden, weitere 8.000 Euro direkt an die Agentur zu zahlen, damit die Leistung zu diesen Konditionen erbracht wird. Wie ist dieser Drittbetrag bei der Bemessungsgrundlage einzuordnen?",1.0,0.16608996539792387,0.18473895582329317
VAT-DOM-029,Ein Unternehmer überträgt eine Maschine auf einen Lieferanten und erhält dafür im Gegenzug Rohstoffe. Zusätzlich fließt kein Geld. Beide Parteien bewerten die jeweils hingegebenen Gegenstände gesondert. Nach welchem Grundsatz ist die Bemessungsgrundlage dieses Vorgangs zu bestimmen?,1.0,0.16722408026755853,0.13913043478260873
VAT-DOM-030,Eine österreichische Gesellschaft führt einen zuvor aus Österreich ausgeführten Gegenstand nach einer Bearbeitung im Drittlandsgebiet wieder ein. Für die Bearbeitung wurde ein gesondertes Entgelt vereinbart. Die Gesellschaft möchte die Einfuhrumsatzsteuer auf Basis des vollen Wertes des wiedereingeführten Gegenstands bemessen. Welche Bemessungsgrundlage gibt § 5 UStG für diesen Fall vor?,1.0,0.25,0.2
VAT-DOM-031,"Ein Unternehmer veräußert einen gesondert geführten Betrieb im Ganzen an einen Erwerber. Im Kaufvertrag wird ein einheitlicher Gesamtkaufpreis vereinbart; zusätzlich übernimmt der Erwerber sämtliche betriebsbezogenen Verbindlichkeiten. Für die Bemessungsgrundlage will der Veräußerer die übernommenen Schulden vom Entgelt abziehen, weil sie wirtschaftlich Teil des Kaufpreises seien. Wie ist die Bemessungsgrundlage nach § 4 UStG zu bestimmen?",1.0,0.15789473684210525,0.20100502512562815
VAT-DOM-032,"Eine Kapitalgesellschaft stellt ihrem Gesellschafter eine sonstige Leistung zu einem Preis in Rechnung, der deutlich unter dem Marktpreis liegt. Der Gesellschafter ist nicht zum Vorsteuerabzug berechtigt. Die Gesellschaft meint, für die Umsatzsteuer sei trotzdem allein das tatsächlich vereinbarte Entgelt maßgeblich, weil genau dieser Betrag bezahlt werde. Welche Bemessungsgrundlage ordnet § 4 UStG in dieser Konstellation an?",1.0,0.18181818181818185,0.1749049429657795
VAT-DOM-033,"Ein Unternehmer entnimmt einen Gegenstand aus seinem Unternehmen für private Zwecke. Für einen gleichartigen Gegenstand existiert kein aktueller Einkaufspreis am Markt. Er möchte die Bemessungsgrundlage daher mit null ansetzen, weil kein Vergleichseinkauf möglich sei. Welche Bewertungsregel greift nach § 4 UStG?",1.0,0.20253164556962028,0.15609756097560976
VAT-DOM-034,"Ein Unternehmer lässt Ware aus einem Drittland nach Österreich einführen. Neben dem Zollwert fallen bis zum ersten Bestimmungsort in der Union Beförderungs-, Versicherungs- und Verpackungskosten an. Bereits im Zeitpunkt der Entstehung der Einfuhrumsatzsteuer steht fest, dass die Ware unmittelbar nach einem ersten EU-Ort an einen weiteren bekannten Bestimmungsort innerhalb der Union weiterbefördert wird. Welche Nebenkosten sind nach § 5 UStG in die Bemessungsgrundlage einzubeziehen?",1.0,0.24615384615384617,0.24742268041237112
VAT-DOM-035,"Eine natürliche Person ist Mitglied des Aufsichtsrats einer Aktiengesellschaft und erhält für diese Tätigkeit Vergütungen samt Reisekostenersätzen. Sie argumentiert, die Kontrolltätigkeit werde eigenverantwortlich ausgeübt und sei daher eine selbständige unternehmerische Tätigkeit im Sinne des § 2 Abs. 1 UStG. Wie ist diese Tätigkeit nach dem Gesetz einzuordnen?",1.0,0.21727019498607245,0.2360655737704918
VAT-DOM-036,"Ein Bundesorgan duldet gegen laufendes Entgelt die Benützung eines Teils staatlicher Eisenbahninfrastruktur durch ein privates Unternehmen. Das Organ argumentiert, der Bund handle hoheitlich und sei daher mangels gewerblicher oder beruflicher Tätigkeit nicht Unternehmer. Wie ist diese Tätigkeit nach § 2 UStG einzuordnen?",1.0,0.1373134328358209,0.19494584837545129
VAT-DOM-037,"Eine Unternehmerin erbringt eine entgeltliche Leistung. Der Kunde übernimmt zusätzlich freiwillig die Kosten einer für den Vertrag erforderlichen besonderen Beglaubigung, ohne dass diese Zahlung ursprünglich vertraglich geschuldet war. Die Unternehmerin möchte diesen Betrag nicht in die Bemessungsgrundlage einbeziehen, weil die Übernahme rein freiwillig erfolgt sei. Wie ist der Betrag nach § 4 UStG zu behandeln?",1.0,0.16883116883116883,0.16363636363636366
VAT-DOM-038,"Ein Unternehmer verwendet für Zwecke des Unternehmens eine bezogene Leistung, die nach § 12 Abs. 2 UStG nicht als für das Unternehmen ausgeführt gilt. Die damit zusammenhängende Ausgabe ist zugleich ertragsteuerlich nicht abzugsfähig. Er will dennoch einen steuerbaren Eigenverbrauch nach § 1 Abs. 1 Z 2 lit. a UStG annehmen, weil beide Tatbestandsmerkmale wirtschaftlich auf eine private Sphäre hindeuten. Trägt das?",1.0,0.3422818791946309,0.21641791044776118
VAT-DOM-039,"Eine Ware wird aus einem Drittstaat nach Österreich eingeführt. Der Importeur möchte bei der Ermittlung der Bemessungsgrundlage die Einfuhrumsatzsteuer selbst als Bestandteil der Bemessungsgrundlage mitansetzen, weil sie anlässlich der Einfuhr anfällt und wirtschaftlich zu den Importkosten gehört. Ist das nach § 5 UStG zulässig?",1.0,0.22297297297297297,0.17813765182186236
VAT-DOM-040,"Eine natürliche Person erbringt fortlaufend Leistungen ausschließlich gegenüber ihren Vereinsmitgliedern und erzielt daraus laufende Einnahmen. Sie wendet ein, eine Tätigkeit nur gegenüber Mitgliedern könne schon begrifflich keine gewerbliche oder berufliche Tätigkeit sein. Welche Aussage trifft § 2 Abs. 1 UStG für diesen Fall?",1.0,0.21301775147928995,0.20973782771535582
VAT-DOM-041,"Ein österreichischer Unternehmer verkauft eine Maschine an eine österreichische AG und befördert sie mit eigenem Lkw direkt in die Schweiz. Ist die Lieferung nach § 7 UStG steuerfrei, obwohl der Abnehmer nicht ausländisch ist?",1.0,0.1914191419141914,0.17435897435897435
VAT-DOM-042,Eine in Deutschland ansässige GmbH schließt das Umsatzgeschäft über eine Ware über ihre im Inland gelegene Zweigniederlassung in eigenem Namen ab; die Ware wird anschließend in die Schweiz verbracht. Ist diese Zweigniederlassung ausländischer Abnehmer iSd § 7?,1.0,0.18888888888888888,0.20233463035019456
VAT-DOM-043,"Ein Käufer kauft Waren für 120 Euro zur privaten Verwendung, bleibt tatsächlich während eines mehrmonatigen Aufenthalts in Wien, hat aber in seinem Reisepass eine Anschrift in Basel eingetragen; er führt die Waren im persönlichen Reisegepäck binnen der Frist aus. Kann § 7 Abs. 1 Z 3 angewendet werden?",1.0,0.1902173913043478,0.20350877192982456
VAT-DOM-044,"Eine luxemburgische Gesellschaft bestellt in Österreich Waren zur Ausrüstung eines Segelboots, das der Geschäftsführer privat nutzt; das Boot wird danach in die Schweiz verbracht. Greift die Ausfuhrlieferung nach § 7?",1.0,0.1411764705882353,0.20512820512820512
VAT-DOM-045,"Ein Unternehmer liefert an einen Schweizer Privatkunden, der die Ware im persönlichen Reisegepäck ausführt. Der Unternehmer weiß schon bei der Lieferung, dass der Ausfuhrnachweis erst nach acht Monaten vorliegen wird, und will die Steuerfreiheit sofort beanspruchen. Darf er das?",1.0,0.18656716417910446,0.22608695652173913
VAT-DOM-046,"Ein Unternehmer in Wien erhält von einer tschechischen Gesellschaft Maschinenteile, die diese zuvor zu diesem Zweck im Gemeinschaftsgebiet erworben hat. Der Wiener Unternehmer bearbeitet die Teile in Österreich und befördert die fertig veredelten Teile selbst von Wien nach Serbien. Liegt eine Lohnveredlung an Gegenständen der Ausfuhr vor?",1.0,0.16666666666666669,0.15966386554621848
VAT-DOM-047,Ein österreichischer Unternehmer verarbeitet in Graz Stoffe für eine Schweizer Gesellschaft. Das Umsatzgeschäft über die Lohnveredlung wurde mit der Schweizer Gesellschaft abgeschlossen; diese holt die bearbeiteten Waren in Wien ab und verbringt sie selbst in die Schweiz. Ist § 8 Abs. 1 Z 2 anwendbar?,1.0,0.32934131736526945,0.2947368421052632
VAT-DOM-048,"Ein Unternehmer erhält von einem Auftraggeber Stoffe zur Herstellung eines Gegenstands. Statt des herzustellenden Gegenstands überlässt er einen gleichartigen Gegenstand aus seiner laufenden Produktion, rechnet nach Werklohn ab und exportiert den Gegenstand anschließend selbst in die Türkei. Fällt dieser Vorgang unter § 8, obwohl der Unternehmer nicht „klassisch“ verarbeitet hat?",1.0,0.1933534743202417,0.2943722943722944
VAT-DOM-049,"Ein österreichischer Veredler bearbeitet Ware für eine „XYZ GmbH, Zweigniederlassung Wien“ einer deutschen Unternehmensgruppe. Die Zweigniederlassung hat das Umsatzgeschäft im eigenen Namen abgeschlossen; nach der Bearbeitung wird die Ware in die Schweiz verbracht. Ist die Zweigniederlassung ein ausländischer Auftraggeber?",1.0,0.23693379790940766,0.15322580645161293
VAT-DOM-050,Ein Unternehmer bearbeitet Waren für einen französischen Auftraggeber und exportiert sie anschließend in das Drittlandsgebiet. Alle materiellen Voraussetzungen sind erfüllt; der Unternehmer kann jedoch weder die Zuordnung der Ware zum Auftrag noch die Ausfuhrvorgänge in seinen Büchern nachweisen. Kann er sich auf § 8 berufen?,1.0,0.2642857142857143,0.3274853801169591
VAT-DOM-051,"Ein Unternehmen vermietet ein Wasserfahrzeug, das ausschließlich für touristische Ausflugsfahrten auf Binnengewässern und gelegentliche Eventcharter eingesetzt wird. Der Unternehmer beruft sich auf die Steuerbefreiung für Umsätze für die Seeschiffahrt. Fällt die Vercharterung unter § 9?",1.0,0.16053511705685622,0.1875
VAT-DOM-052,"Eine Küstenfischerei bestellt für ihre Trawler Lebensmittel und Getränke als Bordproviant, die direkt an Bord geliefert werden. Kann der Lieferant die Befreiung nach § 9 Abs. 1 Z 3 in Anspruch nehmen?",1.0,0.2948717948717949,0.27950310559006214
VAT-DOM-053,"Ein Hafenserviceunternehmen übernimmt während eines technischen Notfalls die Notstromversorgung und Kühlstabilisierung der Ladung eines Frachtschiffes. Es liefert keine Ausrüstung des Schiffs, sondern erbringt nur diese Leistung an Bord. Ist das nach § 9 befreit?",1.0,0.1411764705882353,0.22127659574468087
VAT-DOM-054,"Ein Luftfahrzeug wird an eine Airline vermietet, deren entgeltlicher Flugbetrieb zu 62 % aus grenzüberschreitenden Beförderungen besteht und zu 38 % aus Inlandscharter. Die Airline fliegt nicht ausschließlich auf Auslandsstrecken. Greift die Befreiung für Umsätze für die Luftfahrt?",1.0,0.17575757575757575,0.26241134751773054
VAT-DOM-055,"Dasselbe Luftfahrzeug wird an eine Airline vermietet, die die sachlichen Voraussetzungen des § 9 Abs. 2 Z 1 erfüllt. Der Vermieter hat aber keine buchmäßigen Nachweise über die Voraussetzungen geführt; sonst sind alle Tatsachen unstrittig. Ist die Befreiung anwendbar?",1.0,0.2942942942942943,0.25468164794007486
VAT-DOM-056,"Ein Verlag verkauft eine gedruckte Wochenzeitung, die zwar mehrere Anzeigen und Werbeseiten enthält, aber ansonsten als klassische periodische Druckschrift erscheint. Es wird ein einheitlicher Preis verlangt. Unterliegt die Lieferung dem 10%-Satz?",1.0,0.18772563176895307,0.21428571428571427
VAT-DOM-057,"Ein Unternehmer liefert eine elektronische Fachpublikation per Download. Die Datei besteht überwiegend aus Text und Grafiken, enthält aber zusätzlich kurze eingebettete Videoclips; Werbezwecke verfolgt sie nicht. Ist der 10%-Satz anwendbar?",1.0,0.14678899082568808,0.21739130434782608
VAT-DOM-058,Ein Hotel stellt einem Gast ein Zimmer zur Beherbergung zur Verfügung. Das Frühstück wird auf der Rechnung gesondert ausgewiesen und ist nicht im Beherbergungsentgelt enthalten. Greift für das Frühstück der 10%-Satz aus § 10 Abs. 2 Z 3 lit. c?,1.0,0.3006993006993007,0.2620087336244542
VAT-DOM-059,"Ein Museum berechnet für den Besuch seiner Dauerausstellung zusätzlich einen Audioguide, der nur die im Museum präsentierten Werke erläutert. Ist diese Leistung als regelmäßig mit dem Betrieb eines Museums verbundene Leistung dem ermäßigten Steuersatz zugeordnet?",1.0,0.1557632398753894,0.19689119170984457
VAT-DOM-060,Eine Fluglinie verkauft einzelne Tickets für einen Sightseeing-Rundflug mit einem Luftverkehrsfahrzeug; die Strecke beginnt und endet am selben Flughafen. Welche Umsatzsteuer ist nach § 10 anzuwenden?,1.0,0.1756373937677054,0.1509433962264151
VAT-DOM-061,"Ein Museum mit gemeinnützigem Bildungsauftrag lässt aus einem Drittstaat historische Manuskripte, Modelle und wissenschaftliche Demonstrationsobjekte einführen. Die Manuskripte werden dem Museum unentgeltlich von einer ausländischen Universität überlassen. Die Modelle werden zu einem symbolischen Kaufpreis von einem Unternehmer im Drittstaat erworben. Die Demonstrationsobjekte stammen aus einer unentgeltlichen Überlassung durch eine Privatperson. Sämtliche Gegenstände sind ausschließlich für eine öffentlich zugängliche Lehr und Forschungsausstellung bestimmt. Es ist zu bestimmen, für welche Teilmengen der Sendung die Einfuhrbefreiung eingreift.",1.0,0.17956656346749225,0.2222222222222222
VAT-DOM-062,"Ein Unternehmer verbringt eine Maschine aus dem Inland in einen Drittstaat, verwendet sie dort nicht weiter und führt sie später unverändert wieder ein. Bei der ursprünglichen Ausfuhr wurde die Maschine im Rahmen einer steuerfreien Ausfuhrlieferung behandelt. Nach der Wiedereinfuhr wird die Maschine wieder in den Betrieb eingegliedert. Streitig ist nicht die Rückkehr als solche, sondern ob die frühere umsatzsteuerliche Behandlung der Ausfuhr der Rückwarenbefreiung entgegensteht.",1.0,0.17270194986072424,0.1746031746031746
VAT-DOM-063,"Ein Unternehmen führt Spezialformen aus einem Drittstaat zur vorübergehenden Verwendung ein. Mit ihnen werden im Inland Präzisionsteile produziert. Ein Teil dieser Präzisionsteile wird unmittelbar an Abnehmer im Drittland ausgeführt. Ein anderer Teil wird zunächst in Österreich gelagert, um später möglicherweise ebenfalls exportiert zu werden. Die Zollanmeldung stützt sich auf die Begünstigung für die vorübergehende Verwendung. Zu beurteilen ist, ob bereits die bloße Zwischenlagerung eines Teils der hergestellten Gegenstände im Inland die Befreiung scheitern lässt.",1.0,0.15549597855227884,0.1609907120743034
VAT-DOM-064,"Eine humanitäre Organisation importiert aus einem Drittstaat Rollstühle, Blindenhilfsmittel und Kommunikationsgeräte für Menschen mit Behinderung. Die Organisation finanziert den Ankauf teilweise aus Spenden und teilweise aus Eigenmitteln; die Gegenstände werden aber sämtlich gegen Entgelt vom ausländischen Lieferanten erworben. Im Inland sollen sie vollständig unentgeltlich an Bedürftige abgegeben werden. Zu klären ist, auf welcher Ebene die Unentgeltlichkeit rechtlich relevant ist.",1.0,0.2085889570552147,0.16783216783216784
VAT-DOM-065,"Eine 21 jährige Reisende bringt bei einer gelegentlichen Einreise aus einem Drittstaat im persönlichen Gepäck 40 Zigaretten, 20 Zigarillos, 10 Zigarren und 100 g Rauchtabak mit. Zusätzlich führt sie 0,5 Liter Alkohol mit mehr als 22 % vol und 1 Liter Alkohol mit höchstens 22 % vol mit. Die Waren sind ausschließlich für den Eigenverbrauch bestimmt. Zu beurteilen ist nicht nur, ob einzelne Höchstmengen unterschritten werden, sondern ob die Kombinationen jeweils insgesamt innerhalb der zulässigen Freimengen bleiben.",1.0,0.1904761904761905,0.26885245901639343
VAT-DOM-066,"Ein im Grenzgebiet wohnender Arbeitnehmer kehrt regelmäßig täglich aus einem benachbarten Drittstaat zurück. Bei einer Einreise führt er 25 Zigaretten und 0,25 Liter Spirituosen mit mehr als 22 % vol mit. Er legt glaubhaft dar, dass er an diesem Tag nicht bloß grenznah tätig war, sondern sich weit außerhalb des Grenzgebiets aufgehalten hat. Entscheidend ist, ob trotz seines grundsätzlichen Status als Grenzarbeitnehmer die verschärften Mengenbeschränkungen zwingend anzuwenden sind.",1.0,0.13897280966767372,0.12804878048780488
VAT-DOM-067,"Ein Unternehmer überlässt möblierte Apartments jeweils für zehn Tage an wechselnde Gäste. Mitüberlassen werden Einbauküchen, Waschmaschinen und gesondert ausgewiesene Stellplätze in der Tiefgarage. Der Unternehmer argumentiert, die Grundstücksvermietung müsse jedenfalls steuerfrei bleiben und nur die Nebenleistungen seien gesondert zu beurteilen. Zu klären ist, ob die kurzfristige Überlassung die Einordnung des Gesamtumsatzes prägt.",1.0,0.18892508143322476,0.18656716417910446
VAT-DOM-068,"Ein Unternehmer veräußert ein Fahrzeug, für dessen Erwerb ihm seinerzeit kein Vorsteuerabzug zustand. Während der Nutzungsdauer wurde das Fahrzeug überwiegend für steuerfreie Umsätze verwendet, fallweise jedoch auch für einzelne steuerpflichtige Fahrten im Unternehmensbereich eingesetzt. Der Unternehmer beruft sich darauf, dass die steuerpflichtige Nutzung nur untergeordnet gewesen sei. Zu entscheiden ist, ob eine überwiegende Verwendung genügt.",1.0,0.15873015873015875,0.14285714285714288
VAT-DOM-069,"Eine Bank bietet ihren Kunden ein Paket an, das Depotführung, Verwahrung der Wertpapiere, laufende administrative Verwaltung und die Durchführung von Kauf und Verkauf derselben Wertpapiere umfasst. Die Bank macht geltend, es handle sich um einen einheitlichen Finanzumsatz im Zusammenhang mit Wertpapieren. Zu untersuchen ist, welche Bestandteile von der Befreiung erfasst werden und welche nicht.",1.0,0.13924050632911392,0.1592356687898089
VAT-DOM-070,"Ein Unternehmer erfüllt die Voraussetzungen der Kleinunternehmerbefreiung zunächst. Im laufenden Kalenderjahr steigt sein maßgeblicher Umsatz über die Grenze hinaus. Die Überschreitung beträgt 9 %. Zusätzlich erzielt er Umsätze, die nach anderen Befreiungstatbeständen des § 6 Abs. 1 steuerfrei sind. Streitpunkt ist, ob die 10 Prozent Toleranz unter Einbeziehung oder unter Ausklammerung dieser anderen steuerfreien Umsätze zu berechnen ist.",1.0,0.16993464052287582,0.16
